trait,Her_K1,Her_K2,Her_K3,Her_K4,Her_K5,Her_K6,Her_ALL,context,rep,pretty_name,h2
Chla_Res_With_IBM_For_GWAS,0.016176,0.031742,0.05199,0.005392,0.01342,0.206383,0.325103,CHG_teosinte_maize,S72,Chlorophyll A,0.11872
Chla_Res_With_IBM_For_GWAS,0.027565,-0.048375,0.012927,-0.02627,-0.003563, 0.408224, 0.370509,CHG_teosinte_maize,S97,Chlorophyll A,-0.037716
Chla_Res_With_IBM_For_GWAS,0.046178,-0.016123,0.014453,0.00046,-0.000802, 0.285043, 0.329208,CHG_teosinte_maize,S11,Chlorophyll A,0.044166
Chla_Res_With_IBM_For_GWAS,0.039809,-0.014263,0.015289,-0.000144,-0.011858, 0.295448, 0.324281,CHG_teosinte_maize,S36,Chlorophyll A,0.028833
Chla_Res_With_IBM_For_GWAS,0.049426,0.008495,0.031985,-0.005158,-0.002962, 0.248987, 0.330773,CHG_teosinte_maize,S60,Chlorophyll A,0.081786
Chla_Res_With_IBM_For_GWAS,0.040974,0.004607,0.035361,-0.032461,-0.00307, 0.282497, 0.327909,CHG_teosinte_maize,S85,Chlorophyll A,0.045411
Chla_Res_With_IBM_For_GWAS,-0.037607,0.009086,0.007087,-0.020432,-0.015889, 0.391074, 0.333320,CHG_teosinte_maize,S93,Chlorophyll A,-0.057755
Chla_Res_With_IBM_For_GWAS,0.034557,0.127749,-0.083192,-0.124423,-0.026796, 0.535504, 0.463399,CHG_teosinte_maize,S24,Chlorophyll A,-0.072105
Chla_Res_With_IBM_For_GWAS,-0.019783,-0.068556,0.001372,-0.056954,-0.048789, 0.616739, 0.424030,CHG_teosinte_maize,S32,Chlorophyll A,-0.19271
Chla_Res_With_IBM_For_GWAS,0.017648,0.045138,0.011939,0.007039,-0.021877, 0.262562, 0.322449,CHG_teosinte_maize,S73,Chlorophyll A,0.059887
Chla_Res_With_IBM_For_GWAS,0.021541,0.040261,0.023162,-0.041706,-0.001972, 0.288908, 0.330195,CHG_teosinte_maize,S98,Chlorophyll A,0.041286
Chla_Res_With_IBM_For_GWAS,0.048416,-0.034012,-0.002652,0.008821,-0.070072, 0.340609, 0.291110,CHG_teosinte_maize,S12,Chlorophyll A,-0.049499
Chla_Res_With_IBM_For_GWAS,0.070008,-0.000777,0.019612,0.017501,-0.012789, 0.231356, 0.324912,CHG_teosinte_maize,S37,Chlorophyll A,0.093555
Chla_Res_With_IBM_For_GWAS,0.042039,0.027097,0.023892,-0.021196,0.005482, 0.246531, 0.323844,CHG_teosinte_maize,S61,Chlorophyll A,0.077314
Chla_Res_With_IBM_For_GWAS,0.027809,0.018291,0.004248,-0.017658,0.019445, 0.274358, 0.326493,CHG_teosinte_maize,S86,Chlorophyll A,0.052135
Chla_Res_With_IBM_For_GWAS,0.028207,0.071449,0.014822,0.031769,-0.003422, 0.170036, 0.312860,CHG_teosinte_maize,S94,Chlorophyll A,0.142825
Chla_Res_With_IBM_For_GWAS,0.008268,0.021544,0.024177,0.009368,-0.019112, 0.275695, 0.319940,CHG_teosinte_maize,S25,Chlorophyll A,0.044245
Chla_Res_With_IBM_For_GWAS,0.042453,-0.008314,0.040925,-0.036465,0.012485, 0.265505, 0.316589,CHG_teosinte_maize,S28,Chlorophyll A,0.051084
Chla_Res_With_IBM_For_GWAS,0.019217,0.018469,0.039972,-0.00149,-0.030294, 0.270781, 0.316656,CHG_teosinte_maize,S74,Chlorophyll A,0.045874
Chla_Res_With_IBM_For_GWAS,0.056609,-0.028744,0.017336,-0.01897,-0.013279, 0.305121, 0.318073,CHG_teosinte_maize,S90,Chlorophyll A,0.012952
Chla_Res_With_IBM_For_GWAS,0.013618,0.006192,0.028351,0.062126,-0.001135, 0.219712, 0.328865,CHG_teosinte_maize,S13,Chlorophyll A,0.109152
Chla_Res_With_IBM_For_GWAS,0.067071,0.003414,0.027425,-0.025529,-0.004022, 0.265883, 0.334241,CHG_teosinte_maize,S3,Chlorophyll A,0.068359
Chla_Res_With_IBM_For_GWAS,0.025638,0.041313,0.028362,0.002399,0.003396,0.223410,0.324518,CHG_teosinte_maize,S62,Chlorophyll A,0.101108
Chla_Res_With_IBM_For_GWAS,0.028579,0.049977,0.021304,0.015161,-0.007838, 0.218287, 0.325470,CHG_teosinte_maize,S87,Chlorophyll A,0.107183
Chla_Res_With_IBM_For_GWAS,-0.001006,0.016161,0.004367,-0.038875,-0.018527, 0.354986, 0.317105,CHG_teosinte_maize,S9,Chlorophyll A,-0.03788
Chla_Res_With_IBM_For_GWAS,0.039965,0.012337,0.051143,-0.021328,-0.018437, 0.262038, 0.325717,CHG_teosinte_maize,S26,Chlorophyll A,0.06368
Chla_Res_With_IBM_For_GWAS,-0.006201,-0.001024,-0.010401,-0.000508,0.001873, 0.349104, 0.332843,CHG_teosinte_maize,S29,Chlorophyll A,-0.016261
Chla_Res_With_IBM_For_GWAS,0.030315,0.040905,0.008634,-0.011636,-0.015395, 0.277803, 0.330627,CHG_teosinte_maize,S75,Chlorophyll A,0.052823
Chla_Res_With_IBM_For_GWAS,-0.006857,0.001606,0.011278,0.004977,-0.017526, 0.341865, 0.335344,CHG_teosinte_maize,S89,Chlorophyll A,-0.006522
Chla_Res_With_IBM_For_GWAS,0.028063,-0.008769,0.017596,-0.016331,-0.027488, 0.322141, 0.315212,CHG_teosinte_maize,S14,Chlorophyll A,-0.006929
Chla_Res_With_IBM_For_GWAS,-0.008668,0.009549,0.031068,-0.036653,-0.000728, 0.337734, 0.332302,CHG_teosinte_maize,S17,Chlorophyll A,-0.005432
Chla_Res_With_IBM_For_GWAS,0.04992,-0.008567,0.01587,-0.012514,-0.001585, 0.284139, 0.327262,CHG_teosinte_maize,S63,Chlorophyll A,0.043124
Chla_Res_With_IBM_For_GWAS,0.072109,0.019335,0.016298,0.002266,0.007014,0.214735,0.331757,CHG_teosinte_maize,S88,Chlorophyll A,0.117022
Chla_Res_With_IBM_For_GWAS,0.068283,0.022237,0.017416,-0.012604,-0.003577, 0.232371, 0.324125,CHG_teosinte_maize,S8,Chlorophyll A,0.091755
Chla_Res_With_IBM_For_GWAS,0.011419,-0.002411,0.008619,-0.030611,-0.002816, 0.343384, 0.327583,CHG_teosinte_maize,S27,Chlorophyll A,-0.0158
Chla_Res_With_IBM_For_GWAS,0.07002,-0.004802,-0.005632,-0.027808,-0.004888, 0.299409, 0.326299,CHG_teosinte_maize,S19,Chlorophyll A,0.02689
Chla_Res_With_IBM_For_GWAS,0.026297,-0.003154,0.004354,-0.0317,-0.01152, 0.332354, 0.316632,CHG_teosinte_maize,S76,Chlorophyll A,-0.015723
Chla_Res_With_IBM_For_GWAS,-0.003435,0.007763,0.008904,0.002277,-0.010562, 0.326148, 0.331094,CHG_teosinte_maize,S79,Chlorophyll A,0.004947
Chla_Res_With_IBM_For_GWAS,0.064526,0.016425,-0.016596,-0.00728,0.000637, 0.269736, 0.327448,CHG_teosinte_maize,S15,Chlorophyll A,0.057712
Chla_Res_With_IBM_For_GWAS,0.042601,0.038702,0.002378,-0.029609,-0.020687, 0.285993, 0.319379,CHG_teosinte_maize,S18,Chlorophyll A,0.033385
Chla_Res_With_IBM_For_GWAS,0.013629,0.006881,-0.018936,0.030266,-0.011625, 0.303472, 0.323687,CHG_teosinte_maize,S64,Chlorophyll A,0.020215
Chla_Res_With_IBM_For_GWAS,0.051174,0.024627,-0.005016,-0.004588,0.021745, 0.235963, 0.323905,CHG_teosinte_maize,S78,Chlorophyll A,0.087942
Chla_Res_With_IBM_For_GWAS,0.031834,-0.002119,0.011942,-0.005004,0.001539, 0.287536, 0.325728,CHG_teosinte_maize,S80,Chlorophyll A,0.038192
Chla_Res_With_IBM_For_GWAS,0.050054,0.024129,0.135668,-0.022501,-0.04598, 0.131515, 0.272885,CHG_teosinte_maize,S16,Chlorophyll A,0.14137
Chla_Res_With_IBM_For_GWAS,0.031052,-0.002404,0.006513,-0.025809,-0.013463, 0.327390, 0.323280,CHG_teosinte_maize,S2,Chlorophyll A,-0.004111
Chla_Res_With_IBM_For_GWAS,0.080105,0.013854,0.001059,0.006708,0.003436,0.220832,0.325994,CHG_teosinte_maize,S77,Chlorophyll A,0.105162
Chla_Res_With_IBM_For_GWAS,0.018047,-0.003429,0.034111,0.032775,0.004431, 0.241701, 0.327636,CHG_teosinte_maize,S69,Chlorophyll A,0.085935
Chla_Res_With_IBM_For_GWAS,0.057633,0.000181,-0.008715,-0.013942,0.00761, 0.278636, 0.321402,CHG_teosinte_maize,S81,Chlorophyll A,0.042767
Chla_Res_With_IBM_For_GWAS,0.068375,0.019454,-0.001362,-0.001083,-0.005054, 0.246712, 0.327043,CHG_teosinte_maize,S65,Chlorophyll A,0.08033
Chla_Res_With_IBM_For_GWAS,0.038463,0.026361,-0.003305,-0.025447,-0.012502, 0.306856, 0.330426,CHG_teosinte_maize,S68,Chlorophyll A,0.02357
Chla_Res_With_IBM_For_GWAS,-0.00127,0.01016,0.017189,-0.051852,-0.012095, 0.358055, 0.320188,CHG_teosinte_maize,S7,Chlorophyll A,-0.037868
Chla_Res_With_IBM_For_GWAS,0.055537,0.020558,0.018121,0.023504,0.01345,0.192802,0.323971,CHG_teosinte_maize,S20,Chlorophyll A,0.13117
Chla_Res_With_IBM_For_GWAS,0.053533,0.008944,0.007448,-0.013313,0.002539, 0.270501, 0.329652,CHG_teosinte_maize,S67,Chlorophyll A,0.059151
Chla_Res_With_IBM_For_GWAS,0.045882,0.021265,-0.014589,0.044739,-0.001899, 0.231082, 0.326479,CHG_teosinte_maize,S66,Chlorophyll A,0.095398
Fuma_Res_With_IBM_For_GWAS,0.005144,-0.006116,0.005892,-0.006298,0.003785, 0.010032, 0.012439,CHG_teosinte_maize,S27,Fumarate,0.002407
Fuma_Res_With_IBM_For_GWAS,0.004031,-0.003392,0.002733,-0.002745,-0.007273, 0.022058, 0.015410,CHG_teosinte_maize,S26,Fumarate,-0.006646
Fuma_Res_With_IBM_For_GWAS,0.010548,-0.000318,0.001997,-0.00236,0.008118,-0.005269, 0.012716,CHG_teosinte_maize,S25,Fumarate,0.017985
Fuma_Res_With_IBM_For_GWAS,-0.002785,0.017944,-0.00421,0.006935,0.004504,-0.008080, 0.014308,CHG_teosinte_maize,S22,Fumarate,0.022388
Fuma_Res_With_IBM_For_GWAS,0.125854,0.012894,-0.062312,-0.113118,-0.027177,-0.001926,-0.065786,CHG_teosinte_maize,S28,Fumarate,-0.063859
Fuma_Res_With_IBM_For_GWAS,0.002486,-0.009457,0.012144,0.00178,0.000841, 0.004333, 0.012128,CHG_teosinte_maize,S88,Fumarate,0.007794
Fuma_Res_With_IBM_For_GWAS,-0.003261,0.010315,0.014844,-0.000703,-0.001157,-0.003574, 0.016464,CHG_teosinte_maize,S90,Fumarate,0.020038
Fuma_Res_With_IBM_For_GWAS,-0.004067,-0.012224,0.010774,-0.012033,-0.002451, 0.031980, 0.011978,CHG_teosinte_maize,S24,Fumarate,-0.020001
Fuma_Res_With_IBM_For_GWAS,0.003347,0.000523,0.006937,-0.007933,0.000699, 0.007286, 0.010859,CHG_teosinte_maize,S3,Fumarate,0.003573
Fuma_Res_With_IBM_For_GWAS,-0.003357,0.002456,0.001114,-0.007362,-0.006764, 0.024803, 0.010890,CHG_teosinte_maize,S87,Fumarate,-0.013913
Fuma_Res_With_IBM_For_GWAS,-0.001397,0.008212,0.012219,0.008933,0.006307,-0.020528, 0.013745,CHG_teosinte_maize,S9,Fumarate,0.034274
Fuma_Res_With_IBM_For_GWAS,0.013644,-0.009211,-0.008103,-0.00175,-0.021608, 0.011433,-0.015594,CHG_teosinte_maize,S23,Fumarate,-0.027028
Fuma_Res_With_IBM_For_GWAS,0.013829,0.003803,0.007635,0.00741,-0.003968,-0.013500, 0.015208,CHG_teosinte_maize,S29,Fumarate,0.028709
Fuma_Res_With_IBM_For_GWAS,0.002708,0.000649,-0.000377,0.002389,-0.003453, 0.010354, 0.012271,CHG_teosinte_maize,S83,Fumarate,0.001916
Fuma_Res_With_IBM_For_GWAS,0.015632,-0.003343,0.004284,0.008069,0.003338,-0.017991, 0.009988,CHG_teosinte_maize,S89,Fumarate,0.02798
Fuma_Res_With_IBM_For_GWAS,0.017022,-0.001531,-0.006243,0.001268,-0.000923, 0.007468, 0.017061,CHG_teosinte_maize,S91,Fumarate,0.009593
Fuma_Res_With_IBM_For_GWAS,0.008372,0.002193,-0.002406,0.004796,-0.00735, 0.009543, 0.015149,CHG_teosinte_maize,S17,Fumarate,0.005605
Fuma_Res_With_IBM_For_GWAS,0.001711,0.002392,-0.002052,0.01816,0.000307,-0.005884, 0.014634,CHG_teosinte_maize,S30,Fumarate,0.020518
Fuma_Res_With_IBM_For_GWAS,0.038721,0.009895,-0.032416,0.013885,0.054178,-0.107366,-0.023103,CHG_teosinte_maize,S85,Fumarate,0.084263
Fuma_Res_With_IBM_For_GWAS,-0.000604,-0.005969,0.000774,0.005757,-0.005914, 0.019479, 0.013523,CHG_teosinte_maize,S8,Fumarate,-0.005956
Fuma_Res_With_IBM_For_GWAS,-0.116321,-0.064377,0.025162,-0.048645,-0.043329, 0.103403,-0.144107,CHG_teosinte_maize,S21,Fumarate,-0.24751
Fuma_Res_With_IBM_For_GWAS,0.001462,0.008833,-0.004257,0.002097,0.006132,-0.001737, 0.012531,CHG_teosinte_maize,S19,Fumarate,0.014267
Fuma_Res_With_IBM_For_GWAS,0.192865,-0.019239,-0.00563,0.021678,0.050388,-0.189073, 0.050989,CHG_teosinte_maize,S84,Fumarate,0.240062
Fuma_Res_With_IBM_For_GWAS,0.006234,-0.015365,0.026358,-0.108188,0.003957, 0.081770,-0.005233,CHG_teosinte_maize,S79,Fumarate,-0.087004
Fuma_Res_With_IBM_For_GWAS,-0.107917,0.018158,-0.015574,-0.060271,-0.055403, 0.158585,-0.062423,CHG_teosinte_maize,S92,Fumarate,-0.221007
Fuma_Res_With_IBM_For_GWAS,0.005957,0.004091,0.004817,-0.002047,-0.001315, 0.003636, 0.015139,CHG_teosinte_maize,S18,Fumarate,0.011503
Fuma_Res_With_IBM_For_GWAS,0.01003,0.008831,-0.006003,0.016184,0.023186,-0.035780, 0.016449,CHG_teosinte_maize,S31,Fumarate,0.052228
Fuma_Res_With_IBM_For_GWAS,0.039115,0.010071,-0.042037,-0.162625,-0.030939, 0.169720,-0.016695,CHG_teosinte_maize,S86,Fumarate,-0.186415
Fuma_Res_With_IBM_For_GWAS,-0.00224,0.000783,0.01122,-0.001861,0.000729, 0.004216, 0.012847,CHG_teosinte_maize,S80,Fumarate,0.008631
Fuma_Res_With_IBM_For_GWAS,0.008225,0.001251,-0.003848,-0.011712,-0.00314, 0.023257, 0.014033,CHG_teosinte_maize,S14,Fumarate,-0.009224
Fuma_Res_With_IBM_For_GWAS,0.016716,0.008035,-0.001037,0.009033,-0.002994,-0.014225, 0.015528,CHG_teosinte_maize,S2,Fumarate,0.029753
Fuma_Res_With_IBM_For_GWAS,0.026156,-0.012503,0.006759,0.014109,-0.000987,-0.022400, 0.011134,CHG_teosinte_maize,S82,Fumarate,0.033534
Fuma_Res_With_IBM_For_GWAS,0.059247,-0.011084,-0.202878,0.117042,-0.007403, 0.095595, 0.050521,CHG_teosinte_maize,S77,Fumarate,-0.045076
Fuma_Res_With_IBM_For_GWAS,0.017805,0.074381,-0.001832,-0.053591,0.09353,-0.122058, 0.008235,CHG_teosinte_maize,S93,Fumarate,0.130293
Fuma_Res_With_IBM_For_GWAS,-0.002204,0.010584,-0.001908,0.004641,0.006102,-0.008846, 0.008368,CHG_teosinte_maize,S16,Fumarate,0.017215
Fuma_Res_With_IBM_For_GWAS,0.017548,-0.007836,0.011841,0.014119,-0.006089,-0.006483, 0.023101,CHG_teosinte_maize,S32,Fumarate,0.029583
Fuma_Res_With_IBM_For_GWAS,-0.007829,3e-06,0.00655,0.004919,0.000573, 0.006561, 0.010778,CHG_teosinte_maize,S76,Fumarate,0.004216
Fuma_Res_With_IBM_For_GWAS,0.00072,-0.000907,0.006534,0.002139,-2.1e-05, 0.003702, 0.012167,CHG_teosinte_maize,S81,Fumarate,0.008465
Fuma_Res_With_IBM_For_GWAS,0.016262,-0.00676,-0.0044,-0.000423,-0.000966, 0.007966, 0.011679,CHG_teosinte_maize,S15,Fumarate,0.003713
Fuma_Res_With_IBM_For_GWAS,0.003287,0.010375,0.016512,0.006976,0.005346,-0.024280, 0.018216,CHG_teosinte_maize,S20,Fumarate,0.042496
Fuma_Res_With_IBM_For_GWAS,-0.033214,0.000333,-0.039741,-0.011827,0.003165, 0.059430,-0.021855,CHG_teosinte_maize,S75,Fumarate,-0.081284
Fuma_Res_With_IBM_For_GWAS,0.00903,0.00213,0.000215,-0.005343,-0.004656, 0.011816, 0.013192,CHG_teosinte_maize,S78,Fumarate,0.001376
Fuma_Res_With_IBM_For_GWAS,0.01377,0.001838,-0.002345,-0.012213,-0.002415, 0.014322, 0.012957,CHG_teosinte_maize,S94,Fumarate,-0.001365
Fuma_Res_With_IBM_For_GWAS,0.015088,0.057494,-0.048614,-0.063203,-0.017913, 0.037439,-0.019709,CHG_teosinte_maize,S1,Fumarate,-0.057148
Fuma_Res_With_IBM_For_GWAS,-0.016733,-0.001837,0.007109,-0.015738,-0.004933, 0.040540, 0.008408,CHG_teosinte_maize,S33,Fumarate,-0.032132
Fuma_Res_With_IBM_For_GWAS,0.007136,0.001606,-0.006173,0.005251,0.008251,-0.006015, 0.010056,CHG_teosinte_maize,S58,Fumarate,0.016071
Fuma_Res_With_IBM_For_GWAS,0.013927,0.007727,0.011209,-0.010486,0.003533,-0.004835, 0.021075,CHG_teosinte_maize,S74,Fumarate,0.02591
Fuma_Res_With_IBM_For_GWAS,0.006645,-0.000162,-0.002758,0.005274,-0.008465, 0.011144, 0.011678,CHG_teosinte_maize,S99,Fumarate,0.000534
Fuma_Res_With_IBM_For_GWAS,0.00051,-0.002241,0.005744,0.003833,-0.004439, 0.008363, 0.011768,CHG_teosinte_maize,S13,Fumarate,0.003407
Fuma_Res_With_IBM_For_GWAS,0.00857,0.014063,0.000438,0.006755,-0.003885,-0.007412, 0.018530,CHG_teosinte_maize,S46,Fumarate,0.025941
Fuma_Res_With_IBM_For_GWAS,0.013478,-0.007501,-0.002065,0.003933,0.004663,-0.003897, 0.008610,CHG_teosinte_maize,S70,Fumarate,0.012508
Fuma_Res_With_IBM_For_GWAS,0.016731,0.00806,-0.007544,0.007254,0.001596,-0.011875, 0.014221,CHG_teosinte_maize,S95,Fumarate,0.026097
Fuma_Res_With_IBM_For_GWAS,-0.005054,-0.031359,-0.048199,0.061021,0.000347, 0.034463, 0.011218,CHG_teosinte_maize,S10,Fumarate,-0.023244
Fuma_Res_With_IBM_For_GWAS,0.034302,0.068796,0.168799,0.107829,-0.135318,-0.220550, 0.023857,CHG_teosinte_maize,S34,Fumarate,0.244408
Fuma_Res_With_IBM_For_GWAS,0.002456,-0.002402,0.012012,-0.005237,0.006157, 0.002866, 0.015851,CHG_teosinte_maize,S59,Fumarate,0.012986
Fuma_Res_With_IBM_For_GWAS,-0.00186,0.007844,0.007155,0.013703,-0.002111,-0.010044, 0.014686,CHG_teosinte_maize,S67,Fumarate,0.024731
Fuma_Res_With_IBM_For_GWAS,-0.038217,-0.082218,0.019758,-0.120256,-0.021914, 0.213900,-0.028947,CHG_teosinte_maize,S97,Fumarate,-0.242847
Fuma_Res_With_IBM_For_GWAS,-0.001854,0.015716,0.003785,-0.014289,0.004736, 0.011223, 0.019318,CHG_teosinte_maize,S11,Fumarate,0.008094
