Chr	Pos	CHG_JRIAL2A	CHG_JRIAL2B	CHG_JRIAL2C	CHG_JRIAL2D	CHG_JRIAL2E	CHG_JRIAL2F	CHG_JRIAL2G	CHG_JRIAL2H	CHG_JRIAL2I	CHG_JRIAL2J	CHG_JRIAL2K	CHG_JRIAL2L	CHG_JRIAL2M	CHG_JRIAL2N	CHG_JRIAL2O	CHG_JRIAL2P	CHG_JRIAL2Q	CHG_JRIAL2R	CHG_JRIAL2S	CHG_JRIAL2T
1	12500000.5	0.52351216220405	0.534705887970427	0.554401280984156	0.525820366735379	0.522449769660451	0.541656020783538	0.550238598297222	0.511445478833137	0.550159269091362	0.516475805729918	0.556826477330576	0.526272188280154	0.586766153358585	0.544199988956903	0.592129776797421	0.551146279050765	0.534663979447776	0.558298565723951	0.552699826532577	0.516822582272962
1	13500000.5	0.548879956951629	0.561671340075443	0.581920850659551	0.560820391147555	0.565151329463861	0.546825928329818	0.549262489699718	0.56209742488307	0.568216076871584	0.540853639905174	0.570888593625632	0.559908048219636	0.61064394112976	0.58023089150651	0.594463606229941	0.595188206716896	0.566626817714399	0.581403336401685	0.583525035597562	0.562676839576131
1	14500000.5	0.611111696000219	0.607438765756546	0.641876574928882	0.60961523358509	0.648828086483298	0.619239184486229	0.627968977215333	0.618977045438405	0.625668489501314	0.613772952178324	0.633924074413753	0.613037572589298	0.649692902785342	0.641793662968091	0.675243884738766	0.657642135673397	0.615388739435307	0.649702634273685	0.657977516092772	0.616127977695989
1	15500000.5	0.575431148371339	0.602992831745508	0.620573978787865	0.586294037512106	0.601404477189262	0.57934251748064	0.627293663722291	0.577779563917485	0.594087525364681	0.561933244440748	0.592747650913813	0.581284671718198	0.634500168033356	0.596375261955691	0.66553603387659	0.613472012889989	0.600735580334744	0.592309347298202	0.605232910035972	0.57165928455705
1	16500000.5	0.595575622842769	0.597352570191706	0.600732038851254	0.62200754163058	0.605598398979823	0.589077026063191	0.607893648101173	0.581097677733553	0.585787256011537	0.564316374659945	0.628308233891002	0.608424146836176	0.646932158566408	0.625367791436223	0.637769071786643	0.644761633484395	0.61913377190599	0.627725030584299	0.614463755892497	0.61566069801302
1	17500000.5	0.60980180389267	0.62348982530538	0.644147231732042	0.625812853094643	0.631617085962996	0.63280460977669	0.644529212036176	0.614743960570086	0.623230754359299	0.599833387536245	0.627781991007468	0.647876032013268	0.651147189588549	0.643931325221179	0.667459433938036	0.665222898534694	0.639834386342168	0.644530200178637	0.658566138508445	0.613151603378702
1	18500000.5	0.60869665189331	0.597473809776074	0.644397537348709	0.609211695372083	0.619637604519714	0.627299787389128	0.618074125783643	0.60085550301695	0.625601594860183	0.564682248470244	0.657694314619692	0.593513561300463	0.65685347189412	0.621153481330321	0.642285612096873	0.644403033937759	0.636549835519422	0.618264650129788	0.631863313334058	0.635591924660753
1	19500000.5	0.636601521020321	0.635574479338678	0.656807052172359	0.632444468949249	0.670603054640692	0.627783702337466	0.650271506236385	0.618676148489239	0.633413233813341	0.598012682035054	0.658416161073579	0.635757138322171	0.675267664822029	0.65170039971025	0.689501019835243	0.673956575626631	0.6610395479505	0.665896807266584	0.653322891471795	0.624412735486568
1	20500000.5	0.631284227032087	0.599151395619	0.626337640665352	0.619024505471694	0.642685246543873	0.612773397854465	0.630056593860559	0.596814447873258	0.609083051265955	0.590112387756703	0.629416712287006	0.611047499785098	0.649758490556825	0.648082353763234	0.641763126949818	0.63852449842946	0.614144996832729	0.625720926782641	0.640754458701128	0.615116539638847
1	21500000.5	0.64270272745865	0.653863612227649	0.656887734722258	0.649281647810676	0.68440431279751	0.646156239406432	0.638882529242018	0.620970712411418	0.642327291124584	0.612360912082619	0.668078633558516	0.641615737125414	0.688728954402938	0.672300175660177	0.673296148348982	0.673729402986729	0.648700017621596	0.659432125841667	0.66678182870745	0.650896808209968
1	22500000.5	0.5808913010368	0.589024555515918	0.591187387990497	0.582352355628777	0.594605431093912	0.582193265853654	0.571602762732023	0.576132530291119	0.604129189061907	0.552593086560628	0.590666186713353	0.578933907831269	0.627310347650784	0.597328400626046	0.613710060277814	0.611626507379683	0.587396719350877	0.610785514814701	0.582095141043024	0.570659743194096
1	23500000.5	0.583727311365473	0.582070240010727	0.586694317567178	0.598335356574186	0.587619399185447	0.568237724014291	0.590583580860025	0.543575924574314	0.599225780280964	0.567389915936079	0.610150703451092	0.576105614404595	0.626734849189685	0.608177197744682	0.617538014569006	0.622842113590194	0.585646151175029	0.59410743149448	0.60506716090663	0.595361223673231
1	24500000.5	0.633095259921512	0.647172465914814	0.665274589685953	0.636023218508016	0.655203275792072	0.617165865762102	0.616471383598466	0.613801024813451	0.623815117825486	0.60098097836073	0.623843627500829	0.653552430126147	0.639648901514939	0.619354253551994	0.693828547093419	0.64566176294289	0.645701864152473	0.639336254182619	0.646866222013895	0.603928494360083
1	25500000.5	0.579480236323967	0.578718514253032	0.604373116842902	0.581113120457683	0.571269159486192	0.57304594862718	0.594464436462859	0.55957386714546	0.599876000966559	0.550867996466778	0.611906492061805	0.595105728392226	0.607751784618451	0.574626548817973	0.627083507668164	0.614173790143226	0.601269966115425	0.600252005075137	0.58103571635585	0.596931538960374
1	26500000.5	0.602492755567664	0.606628589307916	0.611614960779289	0.611851989656384	0.629368920698784	0.616837890523754	0.60131372193715	0.612016194968338	0.613717309612731	0.570090656836867	0.613159330082139	0.601005486424968	0.643544551627594	0.627066688294731	0.644011141945458	0.633763416409081	0.614422913990664	0.61024973192525	0.622627641908455	0.592808408916571
1	27500000.5	0.58270402160214	0.576366598794673	0.599503291989571	0.574330075978089	0.587515530476486	0.566575297400351	0.581845526992928	0.575047370144533	0.588222402090651	0.577592403850027	0.590934856372699	0.577519440504353	0.617667060333506	0.593245788053098	0.597346776427165	0.621433249680047	0.593100749233663	0.61003133836393	0.613452236845788	0.58179749637868
1	28500000.5	0.606727311476495	0.608943497357633	0.64406989277595	0.621451201641313	0.63912714218216	0.623296203598057	0.619228638119029	0.618386721852973	0.636173517736487	0.601063863518285	0.602832939544039	0.621830396041993	0.642383470927078	0.631711375412786	0.628412530954873	0.620603085367493	0.603860176457665	0.659686646783038	0.63656671829566	0.598819094601299
1	29500000.5	0.578867207165402	0.549660572379644	0.59151250846535	0.611724040533024	0.613159879965151	0.568089409423904	0.602851029103954	0.577745954082703	0.585789641515502	0.554046539989884	0.585701994901731	0.58624347606625	0.61015395388553	0.611756859855972	0.610935367247527	0.613973879284714	0.573553139361519	0.591722286485138	0.617051123998497	0.591182382811834
1	30500000.5	0.638030173831852	0.620125724090882	0.641080787162157	0.615849686189445	0.649152626442868	0.632453023299947	0.631587050214752	0.621880044285843	0.638280395249308	0.599218758451304	0.641673310054012	0.650032958329074	0.658732853880716	0.644299649124446	0.666321087010377	0.655783614386561	0.637747849785671	0.674567811115008	0.653689479519617	0.612337030673711
1	31500000.5	0.635536605291403	0.637498235832584	0.670982079981085	0.662239844277292	0.667947709640789	0.655519007761287	0.662061440925726	0.649965850020548	0.65773025389471	0.627655219579016	0.67324918060786	0.660156887319178	0.685836187517916	0.67024026872013	0.696201223719238	0.682387695981078	0.659248102063352	0.681701038801621	0.68263412122725	0.663097606205703
1	32500000.5	0.568722046647302	0.557179163757165	0.597154980822472	0.582757398435454	0.595439149224749	0.598030592899225	0.559826347397111	0.580866173993277	0.597050837474769	0.509480367887981	0.566165714603533	0.577523140713545	0.618567989150008	0.601848033802357	0.620437066791358	0.601794342555497	0.608846457169752	0.590699534781373	0.623105070494376	0.582410666186542
1	33500000.5	0.613616942902547	0.608656372918217	0.644412589714838	0.610777993191169	0.65120246960516	0.626067049554877	0.62534338913145	0.623393212932308	0.641695641276808	0.585438228462431	0.632220527287755	0.647126070462748	0.664773462896226	0.644176352650701	0.664215376787158	0.637651884522595	0.632401205283535	0.63701238951275	0.672414841991856	0.632113833002811
1	34500000.5	0.574369509396686	0.62197479455623	0.60896704341043	0.603943912652882	0.597102346624948	0.591075813934833	0.596963594945541	0.571274294746906	0.608830576393194	0.578689890417186	0.593467072103833	0.61498634622313	0.631361725825335	0.595977307130087	0.635655618096413	0.63929218271595	0.607131939959483	0.614447764144189	0.621983456269604	0.597795699737003
1	35500000.5	0.578880451129236	0.567159335877585	0.573592882848382	0.573959833744796	0.580959838786586	0.556669577936256	0.565111081385457	0.570985341213675	0.575460444294388	0.549224844501121	0.581293281775524	0.582436757396596	0.627479022916427	0.609598932758133	0.631278115266899	0.614335663075671	0.599438592081953	0.6093956524159	0.597170281214872	0.574327695727148
1	36500000.5	0.615992991698699	0.631570240980538	0.641254373397614	0.622760636337905	0.642814540721468	0.621523055374323	0.620410788160078	0.633985551036533	0.631974756054166	0.581488371761601	0.649314910077852	0.626132867201895	0.655493333428549	0.634818934706699	0.689940697961546	0.67874632695208	0.627590385336037	0.645593790813108	0.62991628122644	0.64746767491094
1	37500000.5	0.634129778161853	0.628971103171188	0.673577201575921	0.626607789859923	0.648532688977514	0.639629456872676	0.641087748552962	0.642029236403341	0.669065714762085	0.608385860776343	0.650233327779428	0.640161293080493	0.691600002913552	0.636982476368567	0.674334025082264	0.678389561759748	0.668059848012085	0.673310880248405	0.660231622901522	0.649240811036336
1	38500000.5	0.569601493961662	0.584931693604177	0.604549432235738	0.583336462644991	0.600459602556215	0.592434028101797	0.595831265361883	0.592477908991918	0.600566845470063	0.581626619381918	0.584334518097561	0.597894033564978	0.623303528761008	0.611945484958657	0.64129389996711	0.630023645474559	0.605420142542385	0.617762548712381	0.608507027563245	0.600980189954194
1	39500000.5	0.583477597993531	0.5902305851547	0.621797042111429	0.636421576830608	0.623297094726265	0.571854128844262	0.602307582887707	0.585829612290048	0.59138803657444	0.560195917469476	0.573606316563429	0.588332294868894	0.624888995118696	0.632584511906429	0.617050963805559	0.606799932557553	0.632680798532326	0.621963892149002	0.613074667149786	0.578409459594268
1	40500000.5	0.600624327845166	0.576583323078927	0.601435799791867	0.577473216486199	0.603876642815075	0.592042887138936	0.589015550684998	0.591303475884747	0.591858270018213	0.560631009670491	0.622181061442645	0.588525015072109	0.637989739588412	0.621763838683457	0.618649982274056	0.607815806830146	0.611873078712362	0.601836716554981	0.625850345339933	0.584532740470717
1	41500000.5	0.610303150259032	0.621987310408882	0.63170747270251	0.62647256948623	0.632316932156076	0.617725570075536	0.616080066055369	0.617012801051295	0.625443842624581	0.587961119821486	0.643639404064176	0.607968771428165	0.648525411305172	0.647887945340771	0.643308735191806	0.6518161028206	0.62387163943761	0.636563076795195	0.636185795623404	0.619566323403461
1	42500000.5	0.659687904769749	0.660450223000077	0.682209063305791	0.667625710393056	0.668456674788903	0.670787726165102	0.670124041327763	0.64022627456078	0.66169872006853	0.624404481368981	0.673670361614362	0.648179394723524	0.690325372560839	0.665648552778122	0.706045613850703	0.701879436008533	0.67129907233698	0.683332559105374	0.679732603837595	0.657025816724078
1	43500000.5	0.575148050956283	0.563662386847438	0.588667422268177	0.592172376263874	0.613719424861619	0.585011352988187	0.568504179600885	0.556424112821115	0.592924608312033	0.539453586426275	0.603636932537473	0.611295595136834	0.615990857894086	0.593817195683116	0.612899226001305	0.590285159754851	0.58990633902944	0.589501968173676	0.604294822718616	0.575765542273195
1	44500000.5	0.624946874606102	0.657465115892238	0.650108642327205	0.631267546476982	0.681409725727637	0.633299946418762	0.629853711982089	0.628814038985349	0.641490237551102	0.631129793900125	0.665964466479069	0.623049723529255	0.682186493808968	0.647085669913509	0.68962387074655	0.659642941842364	0.669195435741815	0.669966478544091	0.673357159547013	0.618749671135956
1	45500000.5	0.620319491259115	0.630010375138233	0.644253969362303	0.625173491786972	0.640040418085508	0.617148014845771	0.606531314029906	0.621325308980465	0.619910404246767	0.588863642406257	0.661660916491475	0.637075499729905	0.664181602319293	0.642418620290955	0.673808988248571	0.653671779658747	0.622934638290097	0.642062938029543	0.645643560004242	0.629388849570809
1	46500000.5	0.587771011576314	0.561978519835511	0.592203288364243	0.591624808402845	0.597848702260066	0.563266774933937	0.61264471590459	0.581577446330035	0.591886296784432	0.538303545104281	0.570353807963456	0.591309748741979	0.609380082170787	0.583146804263573	0.615920141405956	0.603561210024702	0.597739404154497	0.596364128555964	0.586413558405541	0.58320705081117
1	47500000.5	0.609904855310222	0.587839971056724	0.657038325899452	0.586267652282622	0.630693083186159	0.583899813089077	0.576945749495162	0.567191627451651	0.644223940256852	0.601540630303856	0.583468025452449	0.584268578134841	0.644458720025128	0.612561406145475	0.679609464960387	0.601823855826756	0.60185925408026	0.597904819969871	0.627177083810744	0.581242911756259
1	48500000.5	0.620289282681189	0.626447752260663	0.63547576154718	0.632376337348623	0.638550113292513	0.626395447412191	0.619120228570716	0.5996963353142	0.624418488826741	0.578375810675606	0.629613568076913	0.609104462489466	0.650639437033831	0.655845181818269	0.67292881318259	0.630012190470394	0.635876808390778	0.645277665254829	0.644753399194473	0.61135061448641
1	49500000.5	0.631645191055873	0.644404024504574	0.660819576741137	0.639306456958593	0.675680218186409	0.641125317948609	0.649757768062638	0.637091223481739	0.674646756379167	0.602334761441867	0.677699607572617	0.648505183172498	0.679620609291941	0.65951072948829	0.683073940315996	0.70645330141492	0.659249249776427	0.685455506026335	0.667363434246432	0.630643975270947
1	50500000.5	0.610825995320732	0.646613811069131	0.656954001039829	0.654157521434317	0.656160290752364	0.66420017047035	0.652266701754688	0.629016337386523	0.654120572083529	0.623013578676333	0.657578842933932	0.63650935528782	0.693096713803768	0.659098937766739	0.694673856205652	0.673298459850854	0.647800604313853	0.666349840516722	0.661303805527621	0.653948161476862
1	51500000.5	0.578527156329651	0.597946216147478	0.615950730610191	0.613991727062176	0.60253464389217	0.603426910257789	0.596124011453552	0.595645394509078	0.602239614418924	0.573951956871696	0.608525840352024	0.593203667176694	0.618443403305897	0.603077207107943	0.627627991926568	0.630442294317574	0.628895182530184	0.626129103720731	0.616554963991309	0.589523643756152
1	52500000.5	0.611672532150882	0.654401035029256	0.667032623972645	0.607677807352492	0.630377872639527	0.615757884405721	0.625523926966042	0.621880512246193	0.644355168913013	0.602516349450243	0.65590152904167	0.645735336475823	0.671779064934896	0.654710715246605	0.673957117512309	0.65452723112011	0.672297191866835	0.665729673418155	0.636025170253418	0.628110538665381
1	53500000.5	0.604835390596521	0.582310735662788	0.603584071552152	0.593014201720614	0.589596857865784	0.59685930285623	0.586943147892255	0.588503597592244	0.607676445607844	0.568272291140201	0.601446216406025	0.616816481094182	0.639715375994407	0.602504975629593	0.626187274039643	0.625866943328637	0.597377883261708	0.612823855601406	0.615395867822831	0.578008386234828
1	54500000.5	0.628992317152674	0.60066981064888	0.651174771099036	0.6314316584278	0.623980201719902	0.612448968785399	0.615297184237463	0.602630087336927	0.632472761224697	0.592478317492734	0.626465206063848	0.610113229139422	0.657057183855081	0.619428471909974	0.662452141338447	0.673648018284884	0.628836923043546	0.630963051584891	0.631147436622216	0.619264859476192
1	55500000.5	0.639568356738194	0.607133198789855	0.673971574115181	0.643022854922078	0.659051940034996	0.642255794102515	0.646977601616738	0.627371910296033	0.643329908174259	0.625116523113107	0.664315865992604	0.623948241534025	0.679040828072848	0.669573066672585	0.668126206567296	0.651174578667983	0.63994254191044	0.649469151600803	0.665818374222041	0.651320073177881
1	56500000.5	0.572765583476938	0.565913344115447	0.613523097193915	0.607662270831841	0.660090140262519	0.643561977277879	0.640258489144715	0.639241144425547	0.598387225971381	0.614065821975924	0.665251622024086	0.636623115633176	0.680890448058148	0.660231945762432	0.642109713918014	0.658183056099445	0.595217459267385	0.649068624334575	0.606711969959072	0.630294027022771
1	57500000.5	0.607116042003218	0.590750982822017	0.618996389162505	0.646304800264302	0.612034804659247	0.631706483818745	0.602840226347766	0.611630215030384	0.602977428725666	0.585865249316423	0.63772792216718	0.613259639987647	0.648697929288727	0.636458013819879	0.667710242305392	0.650731958912333	0.611675855087361	0.626459933326216	0.623207961407848	0.620575417964249
1	58500000.5	0.677976003188267	0.657979437441944	0.662586503148998	0.697206430382712	0.709396845394792	0.664277738464574	0.664740990819465	0.654093131972681	0.675664087623157	0.605562062928662	0.675973496016081	0.659568759825818	0.73816480312938	0.663975283167391	0.698003191554444	0.686492581834252	0.685774695931623	0.719795783725509	0.714646667804186	0.638228308732775
1	59500000.5	0.652672437421344	0.653342282315452	0.670882679175333	0.659276779216258	0.688882522750916	0.663070236120318	0.650660185960638	0.636264442796105	0.65384562608345	0.632998679969252	0.662131046077662	0.659830681231549	0.706636724355869	0.670438916659412	0.696967194694698	0.69867492367881	0.660280534646047	0.671319410426739	0.696521348184696	0.645336340513024
1	60500000.5	0.602236732233066	0.604065233988158	0.616776861142529	0.614519042205091	0.631640471638809	0.596784177686364	0.607465758061196	0.601678453104043	0.629321324241333	0.598715197948728	0.616008296999958	0.635851049752052	0.63798935283949	0.628829607668548	0.64851897505234	0.636814027245146	0.609461268801861	0.624049683101955	0.637888603830924	0.610205409588249
1	61500000.5	0.620186954111848	0.65884185833124	0.655155883086124	0.65901192140674	0.655633347927942	0.621741607372362	0.613287008716046	0.656107658735051	0.641193502727404	0.602169563741211	0.671158928786315	0.631306511432872	0.691950925601886	0.640118614159315	0.700530073836998	0.635463692717884	0.651368426536089	0.64733917243569	0.667264435699857	0.630777721868787
1	62500000.5	0.640404991380609	0.635777881531076	0.646091391914068	0.644967420890741	0.644461211369423	0.619994939252468	0.659036843691565	0.622721893230069	0.625105102532974	0.606617376347861	0.64166335991823	0.643547903387109	0.690799937836605	0.670410377435499	0.706819744018797	0.649775063252794	0.650027838491255	0.638473146324075	0.660905999288067	0.640516111797718
1	63500000.5	0.600178736216075	0.589792798770814	0.603832047298314	0.615279061008622	0.609707195353593	0.606112793598675	0.601384210624448	0.584452695909167	0.606439005630159	0.58047755985471	0.615572549916246	0.628772840176854	0.62149268613578	0.620969958218366	0.640418844882503	0.64064557357746	0.606969209422631	0.626475219585135	0.635233927617544	0.593383531984139
1	64500000.5	0.612373683020237	0.60820070085758	0.601069433323715	0.611269684920498	0.621471514707807	0.631908320217446	0.61968008823576	0.583988635924833	0.629417559707272	0.583729463804124	0.606310380973753	0.598067159853696	0.636820999432045	0.642197613471319	0.669068345891067	0.665362221296395	0.617268984948191	0.649900864748587	0.65177109318381	0.597576648540436
1	65500000.5	0.65293373693244	0.651601389357297	0.681491370557294	0.660235502779981	0.675271289731897	0.665861651299478	0.659362411359695	0.658735240136	0.660399299174599	0.625014095319593	0.663490594120849	0.64748896041832	0.705409324798024	0.69025190739641	0.716594997412524	0.692081223008314	0.656916978073557	0.680153141774775	0.689382951981002	0.653068281280769
1	66500000.5	0.607107352706261	0.599379335055144	0.623575600239281	0.610816553344524	0.634287009729711	0.628951783351787	0.623058258446505	0.623377774253204	0.624956118445496	0.589301516227569	0.624711145855211	0.607737444520252	0.652141420188144	0.654251357842144	0.656338465259068	0.656999883231546	0.619950810811221	0.63780761975082	0.637073619027214	0.61637283953682
1	67500000.5	0.667397668348634	0.656020645802163	0.680062165037197	0.66252417503259	0.681034859677999	0.665597840420007	0.656949078565195	0.659701799524605	0.676603904044636	0.635977690936967	0.681803255854864	0.670091307952528	0.694998770100554	0.67377065720184	0.70996396673993	0.706646944375867	0.673654630357355	0.69201917828467	0.684958325951071	0.672976734507011
1	68500000.5	0.611277800378573	0.61171029961487	0.6217967317121	0.630871431205475	0.645589412165013	0.643059359496915	0.610040720119698	0.62996171612563	0.665908823916024	0.606683297106511	0.63687866566982	0.618078075925754	0.694613733267127	0.675191439460584	0.661333856306359	0.660574575321484	0.626112651299092	0.641561753253817	0.637965742500781	0.62688811657098
1	69500000.5	0.643964984656069	0.632318078670535	0.662322089293239	0.6530311317661	0.653818020428513	0.650557646366843	0.65473917603005	0.647168829664602	0.673712397057706	0.624016428507248	0.661037994318456	0.64778025399656	0.687601479979808	0.665945816737127	0.681789520420103	0.677029475782573	0.647062163756563	0.665681708769545	0.669844468815658	0.659387829532354
1	70500000.5	0.632758451101106	0.633572438570359	0.651432841113005	0.671155695269008	0.684987598833625	0.647508520117374	0.640381628499493	0.648359540370439	0.657004095321098	0.615337095531486	0.644394533200147	0.638277409357816	0.696945163855162	0.688047122986777	0.671282557551691	0.686890048953667	0.64043468852343	0.65869445249451	0.681703444061345	0.637024300537274
1	71500000.5	0.661988650579959	0.649933090879602	0.676844381846197	0.666564416765234	0.676178774931432	0.662727561872933	0.671370100114318	0.652480622404461	0.672520209850242	0.61943505196629	0.673540337766605	0.662787304231721	0.690924750854193	0.699073132255255	0.706844105270851	0.705608016332381	0.67487124806021	0.682316684956385	0.676341324545484	0.674126157959428
1	72500000.5	0.613126171172502	0.623129053473083	0.650855751218836	0.628895766486878	0.633380879608265	0.623252250128393	0.625360656729453	0.604563949679801	0.62809672695396	0.580964163255185	0.641336576383682	0.619916986982359	0.646255803187036	0.629268649432384	0.667751620715272	0.64405187211024	0.627579463020691	0.636266872723335	0.638211891159994	0.650237581303872
1	73500000.5	0.691546887204818	0.686474244917693	0.708167591591731	0.697743705528284	0.717309439094121	0.693021262350802	0.687975687416702	0.687900899973667	0.707451217397233	0.670495564657758	0.708946505590417	0.692594563849467	0.730072276386589	0.717106870303519	0.729955898564836	0.735353775279938	0.695555043792836	0.705879101071596	0.712829168220992	0.676532549314041
1	74500000.5	0.660174481508135	0.663913699870857	0.682591341024918	0.669965454557424	0.688363018875973	0.682780415543719	0.671980361869942	0.678747666735647	0.692396285463203	0.631038711466483	0.682614127664644	0.670073410384075	0.716513889317805	0.699553021127121	0.708855799885762	0.699892982771996	0.673600584138951	0.705142705775937	0.703316442733251	0.669271900746168
1	75500000.5	0.651442517303278	0.638235098908913	0.668023415440897	0.664441904112384	0.677855812800917	0.677733244464258	0.669020200206977	0.670160435111744	0.684758180858675	0.633653305977451	0.672295001261459	0.649543525247305	0.694434463151638	0.688299605632324	0.689478381845495	0.699371382752691	0.654318517146421	0.688044456192246	0.696550634658565	0.65705407841394
1	76500000.5	0.633313321491104	0.622123784914777	0.648334502460557	0.681609915119252	0.687672886608036	0.687986978178823	0.680385706694987	0.683088445924093	0.677477759995018	0.649943294726514	0.636878286084297	0.632806800038464	0.686850483884174	0.692177270128855	0.682229724023806	0.698899272281416	0.641911031892409	0.691300921157178	0.706142157515661	0.633914569430341
1	77500000.5	0.674253688705714	0.668212838081432	0.694053119128122	0.686535233268786	0.700758756323126	0.685929174596931	0.692132689527724	0.672158670499046	0.692348030492114	0.646053448181112	0.671022908343488	0.664309487761958	0.69944758089097	0.712596355387513	0.707616388762722	0.720054422160778	0.678704188885116	0.702192896290677	0.702309231696682	0.663986751424316
1	78500000.5	0.671625966302113	0.668532099339845	0.682641280895616	0.689821699107685	0.705961000255652	0.686223477855463	0.683673643859506	0.677882640632805	0.677806689642787	0.643099856490166	0.686835385035386	0.671934178505885	0.734860351658191	0.704689454358807	0.711132027012775	0.721268581115872	0.694522332666625	0.696951765528076	0.713012045459633	0.673328452214362
1	79500000.5	0.66320462540473	0.66337924873148	0.690891282574516	0.677375026964179	0.694137060670776	0.682926862802189	0.685079332101442	0.685526149807524	0.694866289447033	0.673950703435075	0.689882456648082	0.668557207953976	0.730770564343758	0.698524026855458	0.715610182861134	0.715797064394978	0.675235932903668	0.705495832009836	0.707526538626865	0.665081396143994
