Chr	Pos	CpG_JRIAL2A	CpG_JRIAL2B	CpG_JRIAL2C	CpG_JRIAL2D	CpG_JRIAL2E	CpG_JRIAL2F	CpG_JRIAL2G	CpG_JRIAL2H	CpG_JRIAL2I	CpG_JRIAL2J	CpG_JRIAL2K	CpG_JRIAL2L	CpG_JRIAL2M	CpG_JRIAL2N	CpG_JRIAL2O	CpG_JRIAL2P	CpG_JRIAL2Q	CpG_JRIAL2R	CpG_JRIAL2S	CpG_JRIAL2T
1	13500000.5	0.706069465059797	0.725140020439525	0.721315259890488	0.719881156778838	0.697720159663342	0.705255018233957	0.691637543890278	0.725202668365266	0.724790659829712	0.718737758199527	0.719402256705377	0.72215820269476	0.748724207698069	0.737928222119839	0.722780786247607	0.733727238799842	0.721954451027939	0.749145641336042	0.743644370147438	0.721906603263749
1	14500000.5	0.747182149052157	0.76073678024071	0.766801832175376	0.74778697382583	0.770011016730912	0.761890712956125	0.758541414785529	0.768136917835967	0.766568758854186	0.775614295635074	0.757448192029294	0.75091391503017	0.770957185938103	0.782808762951742	0.784537103033433	0.788402639660403	0.758417311528558	0.785755727177106	0.783790412941803	0.766467712032673
1	15500000.5	0.688267765897647	0.734704386014005	0.728556487208233	0.6946005298063	0.701763846604276	0.695403626400825	0.748005900840264	0.692662094823331	0.710257252960487	0.701823788764997	0.696290939485285	0.707342501005835	0.734026294509719	0.714937352270771	0.766081696910703	0.723755147176982	0.71805023303936	0.710803745293746	0.713107928149914	0.696808798436977
1	16500000.5	0.713062611287364	0.725441774960596	0.703159094980289	0.734080875436981	0.717500614049118	0.710956429749892	0.722085103215128	0.708423834790424	0.711641776953503	0.708849006673568	0.739975177015595	0.732067298152226	0.753115380426473	0.746661476525789	0.732162133387436	0.75342409423642	0.744477579018191	0.751195285184089	0.726743605776959	0.747237701914232
1	17500000.5	0.727120714548463	0.753681917660729	0.752113072189864	0.744969965493237	0.730942202317612	0.747104675333406	0.762538652025417	0.73977303073465	0.745897254769886	0.744334979151078	0.745061254661831	0.771085028564221	0.755926125630654	0.763392284487852	0.766602466285611	0.771544000280006	0.763860677778618	0.765158742363187	0.77535224547044	0.742682732107071
1	18500000.5	0.748548061803878	0.754154357776735	0.770788482841828	0.745779254481293	0.749829564695349	0.762742853513278	0.748527655090513	0.752510426734676	0.766758732822864	0.737684119560677	0.783471341369357	0.745715763357566	0.778374380539085	0.755603281661388	0.759959848446007	0.777013342601711	0.776241175487705	0.757899484409285	0.769405129644731	0.783693748876489
1	19500000.5	0.712727025225944	0.726792265630858	0.72831334195373	0.714981542761272	0.740156438186339	0.71187593761808	0.723534541634672	0.710836742517522	0.721044769587324	0.707911976863156	0.738241858929409	0.724806416414944	0.743094816843183	0.741350037673901	0.757834363166935	0.74677368872617	0.749060153598201	0.752222873074742	0.735011454540241	0.732014286463427
1	20500000.5	0.776108868120185	0.753394026114136	0.758987266055816	0.764183441765966	0.774991909063774	0.761543290442565	0.766998300633999	0.744451324018911	0.754677621108301	0.759576636572858	0.76656545785608	0.765377529790445	0.783529075100667	0.794245436559368	0.75441780980042	0.778005381215894	0.771003626311617	0.77015603910834	0.778518552853887	0.764801908068642
1	21500000.5	0.773937092748429	0.798480628610658	0.783608115435631	0.78472858258298	0.803147974019568	0.782229716580241	0.771460221850117	0.760622246711766	0.785689008786963	0.767259041111236	0.790771428854816	0.780389641572827	0.800583733494647	0.812979042900694	0.789545323886822	0.797098416055363	0.783812656881145	0.790736519061905	0.801236290256751	0.797694301370509
1	22500000.5	0.732993065618463	0.755109656825949	0.742135933044077	0.734905096031877	0.741542706369306	0.743420433250442	0.725973695539634	0.733858305902332	0.751773950340857	0.733432748978276	0.74540134840022	0.746237300603546	0.769886083939534	0.758839519071461	0.750324677614311	0.757581600451705	0.753245805670577	0.763818503827109	0.73576254467419	0.743332996037497
1	23500000.5	0.700253554161139	0.722145146429559	0.699648172099012	0.719457153716136	0.695123339259609	0.696247258604705	0.708562761433201	0.676268306732202	0.726318940912495	0.723393623857791	0.730456241210922	0.698635096659658	0.74383020715944	0.735511328499623	0.719448329213873	0.746490232189848	0.711100838827755	0.726000198344532	0.729132599882308	0.7365873608948
1	24500000.5	0.745266270260704	0.769890926383115	0.761919615705411	0.743905281638846	0.749318704185426	0.725039408469886	0.719056323357302	0.725439462328321	0.737304890415444	0.7386624560953	0.725010371190395	0.764249851262836	0.729312386202974	0.722452221669701	0.779106567125895	0.747356215037771	0.761300721855094	0.740547250485981	0.749280459153084	0.725788514023493
1	25500000.5	0.7397689094523	0.739884657887583	0.74350146706674	0.730567767492815	0.710872931691228	0.733422745158269	0.753880299410472	0.731250664533762	0.761714407069213	0.733836214678163	0.7616570185315	0.755465125870321	0.748428670953527	0.733464312855294	0.76085115362846	0.763114196782575	0.760648330273266	0.756858864776508	0.727786808564279	0.76275068555575
1	26500000.5	0.746134868891176	0.763735074516405	0.750487092188496	0.74846859776865	0.755474321006489	0.763310269740246	0.74939922286977	0.760790765671372	0.762804900415258	0.738149261157765	0.749070016927716	0.752218497864538	0.772938313583477	0.771319311551651	0.759110958629691	0.766553217085384	0.759270927105134	0.749352605002636	0.756577956006338	0.755411467039802
1	27500000.5	0.716161592237849	0.724980687915282	0.722828881803376	0.708779975399441	0.718746485022963	0.705068773811949	0.711177134022726	0.718362789064167	0.731616175573858	0.73600979538351	0.722791948193917	0.715804782627916	0.742102128613842	0.726379741488025	0.712169562415742	0.747615918674488	0.73808363811764	0.737171420084793	0.747200166293789	0.724373749671348
1	28500000.5	0.750016242708247	0.76068859421261	0.774265417661219	0.759871517735501	0.765091065502698	0.764422403023426	0.751176276014752	0.763145917903133	0.778703030254351	0.764269062830689	0.738523268533537	0.768127869022952	0.765673748454194	0.775600604183339	0.754342920779357	0.755704850959317	0.754390597147037	0.793853555313865	0.766367883834596	0.750043224298104
1	29500000.5	0.700225416693027	0.690314314855686	0.700996199021767	0.729317287520564	0.713539823009087	0.693578609627713	0.721174958029303	0.702989942787964	0.704436871136984	0.698125621804762	0.692350386195204	0.712023360260458	0.715775830012317	0.732365835066398	0.711248970278448	0.727591540312266	0.702542549134196	0.719392648414259	0.735529075287543	0.722305856438137
1	30500000.5	0.73855392545678	0.735140129945157	0.726003511193385	0.721891821140911	0.737837039599036	0.728494930556617	0.734471456876722	0.733714810571271	0.737641823670054	0.730265796975862	0.741075380309083	0.763099341141049	0.744730590753309	0.74905402409956	0.749096017466882	0.749378215399987	0.741030608405707	0.777424606318185	0.743991334769282	0.733721733291518
1	31500000.5	0.766556499696463	0.776713747075748	0.7960077935976	0.795486309936654	0.787752514447913	0.785678989872989	0.792967506284756	0.792572939313729	0.799862509554023	0.788129088407406	0.799558946385517	0.793432204109828	0.802587628798263	0.803346593076743	0.803733833652207	0.803118852807868	0.799146825549698	0.811939512354119	0.808554108898573	0.807538481093094
1	32500000.5	0.71500418612483	0.709771276735354	0.730692044871794	0.723541674724502	0.718611464341331	0.742379049719183	0.695787451158284	0.727266502962717	0.742194278722205	0.685063686961029	0.700420140279032	0.72345437138698	0.746152185896789	0.750836840394031	0.736561566685538	0.734568239319219	0.758357988859638	0.731864760381117	0.757673690309278	0.735923756898875
1	33500000.5	0.703271501556775	0.720395960599805	0.73027375746114	0.705725823068619	0.736270041669212	0.726409273155665	0.72256773333332	0.732347549805495	0.738425286451188	0.708450474074387	0.726104849629425	0.755510095961975	0.747841512609715	0.738696861251478	0.739362884175332	0.730810060259977	0.728727125351327	0.732707772079676	0.761686877499526	0.743722510641663
1	34500000.5	0.71997885670315	0.775726281182171	0.748663235689924	0.753258874728888	0.728912143548693	0.739749284436457	0.743674988067908	0.721907852801598	0.761019773231048	0.749551864387559	0.734345492599697	0.765050908752731	0.758582811556187	0.750020963232877	0.753786624157782	0.772506515169906	0.757333736046364	0.76412210270634	0.763782199349523	0.758777905306858
1	35500000.5	0.713107434991763	0.710581226947688	0.715510417821076	0.711630280247318	0.720789701147261	0.703802049814464	0.702437332391331	0.718725157648025	0.723432545064781	0.708365434135546	0.7110161843415	0.730369621089701	0.752587817776808	0.761642655573046	0.745879957614009	0.746382772665714	0.748149249505797	0.746262424697392	0.726649626615352	0.722287815238566
1	36500000.5	0.761918495810174	0.791233490445872	0.772990294593892	0.775200033596782	0.77397946047401	0.762631454916326	0.76439819758524	0.783232870216139	0.778678736796952	0.752607571292671	0.794150181698407	0.773903943430958	0.787489042623679	0.782130883463978	0.805843327016267	0.812286889790568	0.774169623244923	0.790283144190074	0.777104087966897	0.809077111314827
1	37500000.5	0.766573305830749	0.774935165835791	0.788216257847744	0.761922296545577	0.767249729263018	0.768401014862417	0.77071498772843	0.772159699744095	0.802469905369378	0.762767100743895	0.774447740700877	0.773455327942956	0.806278409837371	0.779530996511887	0.77999956835456	0.798435771266835	0.803685720006408	0.799719426467822	0.784884101907672	0.79063140723581
1	38500000.5	0.717576104639976	0.736404700448438	0.743258753053461	0.739772891138121	0.740031871147011	0.738660188641203	0.741959739588317	0.752090727435681	0.759500688657834	0.747351534059172	0.72109749734384	0.74573806628983	0.758976776382487	0.757797654019893	0.759066756870369	0.76991530248549	0.759117495917703	0.771572581966007	0.750247461436876	0.750814248007691
1	39500000.5	0.724837501262368	0.737085060984596	0.746748579597379	0.77596765711181	0.749431462689233	0.72019542268763	0.736338841671202	0.729052389389007	0.738127933726197	0.725244361945245	0.714092723337803	0.729288473566363	0.747940404017017	0.767467451185328	0.740620243318845	0.744188908493481	0.782007965930964	0.761406772394605	0.752151881669663	0.738023150686863
1	40500000.5	0.715771100903018	0.70432583622157	0.708234205981809	0.703889413922403	0.703662304542218	0.713417235738052	0.703682398065525	0.71176425736558	0.709760578564152	0.700805339614365	0.726273938198478	0.706810390190338	0.734500422010412	0.731837086372669	0.719893606317926	0.719341405240717	0.733228174437194	0.71311753165031	0.735861831995847	0.710505826654914
1	41500000.5	0.725273277313357	0.74946696997258	0.740740321939661	0.736144780748399	0.729968664289105	0.729711827823501	0.723058711967083	0.73565238198766	0.744216741295932	0.727355945911907	0.74592661200565	0.734528044753313	0.751866506457696	0.764850823987021	0.735727421357073	0.762344057216469	0.740715600551582	0.747464931808133	0.748623269994631	0.751186986244374
1	42500000.5	0.790405016832147	0.800113469535513	0.802261369033629	0.806020627958211	0.786755097901094	0.805389407196513	0.804247607666572	0.779048261197447	0.797717710343708	0.791210033385011	0.798207924355269	0.790983125189372	0.808001585064056	0.803723392163456	0.81341793763818	0.822295345397132	0.807402379776148	0.820097152375722	0.809126372245956	0.80002603118077
1	43500000.5	0.703394552679022	0.70514203583329	0.709958233045309	0.71590231409888	0.732086432208793	0.715008436003721	0.698345021855224	0.690957640362672	0.725166098135192	0.706414747403261	0.730840879065301	0.742166960746778	0.729949260750625	0.727883278503161	0.724168532975432	0.713994308852852	0.724579017395921	0.72210487230938	0.725680753034509	0.713744401939437
1	44500000.5	0.75084247287754	0.790018152632719	0.771796842020838	0.756183229744881	0.787361332617856	0.752391369345469	0.759599295275263	0.761182107758185	0.771843577694441	0.787292268819111	0.786177512681354	0.755262571747156	0.794357047964459	0.766361902334879	0.789346542841582	0.77365818082874	0.793095041518332	0.794653024582996	0.788915237735596	0.75613437332638
1	45500000.5	0.723640416223955	0.750812797854345	0.747827427990607	0.742237916978235	0.739962421281415	0.736176512249331	0.717129475749302	0.745631758902118	0.741156694625348	0.728902225481849	0.768294497115346	0.755822408702112	0.762572998066027	0.756494003104609	0.763045667712996	0.75930304175853	0.740084318778781	0.757230862811433	0.76011321969352	0.757117149608918
1	46500000.5	0.711649451531258	0.69795847608338	0.711816591848574	0.714241418692194	0.709362192030536	0.686816140737763	0.732541824426734	0.708946881104253	0.720743116340687	0.685081561552624	0.690669424132507	0.722825357626766	0.714037921691395	0.719472071234451	0.720390226622348	0.716688805609941	0.729876782860528	0.721780264937761	0.712484061441579	0.725169680436836
1	47500000.5	0.747426458796213	0.729401046519468	0.782168708631529	0.731945442611119	0.75848659459427	0.727796470055149	0.726664905912698	0.724415990298784	0.78730149514961	0.761231422292625	0.723007541443687	0.73549710593909	0.763964387978237	0.753421907545548	0.793436244166208	0.740150363045649	0.751606315397193	0.74661776454641	0.746832355288409	0.734397164502984
1	48500000.5	0.735516746349912	0.75831262477511	0.745155074872966	0.761166816111732	0.743201574815102	0.749097481319858	0.743063460840007	0.727075751499487	0.745648909952847	0.725341337031502	0.737183587570224	0.74276301087689	0.75915505881502	0.778047332692228	0.765236491230293	0.739784918719637	0.763898867521006	0.77100830228612	0.76569564070682	0.747664367788019
1	49500000.5	0.746858232812074	0.773622448629549	0.778468450613536	0.763553092899179	0.778521113397136	0.753580548347345	0.770992566891571	0.772818399162114	0.799965126742142	0.762554798817493	0.797274110196585	0.774119936026893	0.784336602353151	0.782026397379461	0.785287130395614	0.819760459085659	0.779996387989571	0.809229071977535	0.784068848300471	0.765432801624563
1	50500000.5	0.764582419106423	0.81238094103457	0.804455797813091	0.808459897277789	0.798879377420613	0.810865149469624	0.810015927613496	0.793790867359715	0.816188080315473	0.800909619537998	0.807924949706148	0.793672736065381	0.827585505906499	0.813570719808434	0.824391901544746	0.821353535930745	0.80271753859355	0.816619789473764	0.809819257678492	0.816123366636271
1	51500000.5	0.720730104452834	0.744824826798875	0.748773603724707	0.752855480648222	0.735746024987773	0.744364258086553	0.729626338863306	0.748049289970247	0.758426629478842	0.744749652870962	0.739231976323279	0.736932997142882	0.745207141873519	0.744729226351309	0.745161575218139	0.767312410378383	0.766454878420428	0.766320375123461	0.73952000837724	0.73720079415838
1	52500000.5	0.746894663671122	0.797658748939332	0.791668774022161	0.74326776028651	0.75030636397512	0.753578185276622	0.75739307272888	0.763877901652877	0.781284380123971	0.764608526165879	0.786302901351945	0.793872055306998	0.790147981474078	0.798361248430451	0.779247992188898	0.776510051874811	0.807652428766448	0.806180557116576	0.763503872213669	0.775053469196486
1	53500000.5	0.723996109459173	0.720023136244384	0.723382815248104	0.717183451541262	0.696129504029947	0.717772352586777	0.708528995757313	0.722819229427996	0.734530921428766	0.719256014421221	0.723797637249275	0.740230853790392	0.748066630679269	0.728702849764848	0.729874129077444	0.741324345893537	0.729875962998554	0.736716763269925	0.735475576191145	0.712297208573089
1	54500000.5	0.755970610078343	0.745471342470736	0.770184115438676	0.763090164329328	0.744727545928928	0.744677659359183	0.750987347921588	0.744948149101742	0.76811284701164	0.748718678095154	0.746812251156664	0.756621318326824	0.774715631450205	0.757205622926283	0.770792787462185	0.795896076884912	0.765132577117797	0.760605200317068	0.763343529162333	0.765600508345051
1	55500000.5	0.783744947631402	0.773900450439465	0.802920547903085	0.782077814588055	0.785932073761515	0.788904696042022	0.787248402358966	0.78772440135422	0.786646777350015	0.799492690828981	0.79811416377378	0.774431308565086	0.805913198860695	0.815928650754007	0.796043460165349	0.79265947997447	0.789396335415723	0.796889755333044	0.803585591405928	0.797597541162674
1	56500000.5	0.728549310503858	0.73428088841813	0.753813077257422	0.74873396916458	0.794021628554942	0.794018246981555	0.781050692847854	0.797558580867648	0.758233748821572	0.792710057944865	0.815068534654914	0.788496925921527	0.810221587776202	0.810780128550745	0.77156600970738	0.799941539952875	0.749341730408841	0.796897246764886	0.749233626737663	0.785025344969671
1	57500000.5	0.7361040803965	0.732959449278765	0.745972990587786	0.770914678078689	0.733007170762189	0.760328677312182	0.734022483569729	0.753158711127167	0.738223703024436	0.736941625493826	0.768475737076125	0.744442506456331	0.766954539327174	0.767869489333904	0.776516634239424	0.778216111350723	0.752841832510138	0.75478020883307	0.750057145926706	0.767494864942305
1	58500000.5	0.808057818377681	0.803511155466495	0.789381864214323	0.828265471358047	0.82750955226086	0.798449205220417	0.792407846149026	0.79552827672865	0.810765672259251	0.770169393810167	0.804874223811744	0.798722464001829	0.852502259181916	0.79379690473146	0.807715288122474	0.809909434827729	0.824931097931931	0.850980921820466	0.843418294019199	0.783116179025531
1	59500000.5	0.800014956926416	0.81309812398874	0.80954679101226	0.805604812511756	0.818130371209173	0.813352140201256	0.80527694932997	0.795139030029163	0.811150478389501	0.810960598093208	0.806248058058666	0.812020776552637	0.837189205729738	0.820523375397113	0.822588846137862	0.834341140525587	0.811749328766328	0.812878881166487	0.837532185178464	0.805453326246986
1	60500000.5	0.73710687476415	0.751625469639315	0.747708132475366	0.752441940783245	0.749986577571853	0.739107303443837	0.736332384449242	0.743603951791262	0.776787658619699	0.75681504434541	0.746794425947028	0.76620350293957	0.758604163761265	0.761438640938119	0.77242792994468	0.766085956749156	0.748609646328409	0.762108655967545	0.769526555921044	0.760418044535901
1	61500000.5	0.765611530959384	0.807440834033434	0.792522679914439	0.801081742839875	0.788653475370742	0.762873715708328	0.759665679853894	0.811811490703968	0.791321374985851	0.771161031436177	0.801148455912851	0.77468673802663	0.81224245565229	0.780671945439113	0.813380951194401	0.77281807793743	0.80131935015895	0.78454659397816	0.810271494560746	0.786897910040729
1	62500000.5	0.770078594290153	0.790998457627666	0.781942768864516	0.786311199585123	0.772343475413619	0.770166480512808	0.802069343071246	0.777817751302801	0.778434342057898	0.775060758136545	0.773714743838012	0.787846078442534	0.811057543954615	0.808154292144826	0.823191185886622	0.788506985804305	0.79638512822483	0.780226013103245	0.793325991994143	0.793738994573849
1	63500000.5	0.741130784288118	0.739939415341924	0.741195432941433	0.752090056343437	0.742359338077807	0.753820049006591	0.737266984175459	0.739210288224548	0.754128534174349	0.748446967641577	0.746079620885508	0.771417818809199	0.75079407901885	0.764398374016164	0.762566530084782	0.774204944123132	0.755197391830308	0.769884958936729	0.77290042381799	0.750610547877375
1	64500000.5	0.749950723252563	0.747894938408596	0.736539832331096	0.741407636578661	0.740104116764988	0.769184786712257	0.761816851451492	0.725217845025686	0.764828932155626	0.74874156633788	0.741854772958414	0.747156306578329	0.760576674630088	0.782317786404035	0.786063233140158	0.789249891244576	0.760031119760499	0.785789703401108	0.785248672930781	0.746580636092008
1	65500000.5	0.771660644843691	0.775703481739285	0.783791592179588	0.775645803254632	0.776416248018959	0.784409675888655	0.765991317409458	0.78390772038136	0.787256339544243	0.769456339868433	0.769341376946964	0.764492564554739	0.802962908140414	0.80298954376851	0.800735150300675	0.803653991056184	0.776190582451446	0.799387643631861	0.796584953797671	0.791639156852434
1	66500000.5	0.758962362815357	0.764811374186246	0.766522754729319	0.770134069905802	0.769215064330503	0.780938936616494	0.776329306206813	0.780920657649922	0.776015504949523	0.768048571121664	0.771378211184569	0.764906634643501	0.788189435666712	0.800072350059124	0.786628907205849	0.790024984819351	0.77849757128116	0.784656699762732	0.783306302432964	0.778115928312477
1	67500000.5	0.784183628046307	0.778282452145947	0.777347668652706	0.776142317431762	0.773580932043537	0.775709960133537	0.767175453592862	0.775475297571501	0.796449074321825	0.772085317553136	0.784130011324069	0.780781929409998	0.793734315290716	0.786413558087977	0.801436037974033	0.809111855049423	0.791237564040234	0.804927026811115	0.788268862705845	0.798251570034706
1	68500000.5	0.745643889331368	0.757969369121766	0.749337526001777	0.767962156552474	0.760048674070524	0.77402770950149	0.744245605126021	0.767753170441962	0.79685861822942	0.76436101413692	0.767887952916437	0.760172176169801	0.814485580242245	0.809362204497	0.780071315045938	0.787251302769722	0.762711075837754	0.770710167055626	0.769343336464759	0.765796361051986
1	69500000.5	0.766537079778701	0.76887165436231	0.772522476312212	0.772904634496835	0.766097400016854	0.776176051859751	0.777803175383894	0.780878170953534	0.801334362067538	0.776215109754621	0.774945247127745	0.771603665654719	0.791870528262326	0.784124468730285	0.785424890862823	0.796125302894112	0.77853158153737	0.793324150783478	0.782887698456868	0.797643368787807
1	70500000.5	0.763085135631033	0.767771466231114	0.766147211377643	0.798142508109199	0.794765756008226	0.775744332803442	0.766246689160346	0.776414670608044	0.779664923870506	0.76913823110465	0.76178629192716	0.772044228445222	0.810265407461176	0.814039560066573	0.774846449049913	0.812626317765204	0.776121675628427	0.779974931708144	0.804488909655546	0.778165885314628
1	71500000.5	0.761153347041724	0.781308629095342	0.774054490565092	0.770439317119029	0.773741988102533	0.7728166790123	0.795248720740288	0.771320315045222	0.791636296223425	0.755561216611415	0.77641059521536	0.7862861233502	0.791995809642481	0.80388569922562	0.786469136628821	0.805079923927073	0.780716573970052	0.792907098560354	0.779283624445377	0.78861013296184
1	72500000.5	0.767835884419352	0.778129360726479	0.778686598516006	0.768719294895395	0.769267493502082	0.769126078716601	0.769287727919855	0.757402224620681	0.782245111545087	0.758802165673824	0.766066449181419	0.777595534388291	0.775571130754977	0.780400019325193	0.788719130721462	0.788974248318341	0.778766953924393	0.783443615922991	0.778272186958584	0.805667030840406
1	73500000.5	0.777568842168058	0.789488483298609	0.797526307902357	0.801419942714639	0.797404327740123	0.783014883429345	0.781820095280391	0.799065551317553	0.814242019454271	0.792308488404425	0.795051713863124	0.790425762069498	0.806527725948493	0.815881957038	0.796651546797842	0.820229136318796	0.793349795159147	0.800577839528018	0.799380115763499	0.791066387776134
1	74500000.5	0.765860437306487	0.776911815780186	0.772721723478756	0.784800551783321	0.778078114687046	0.785992286414222	0.771381065030137	0.787018766990061	0.800225972210738	0.769642185237551	0.778459068298221	0.777228179340286	0.806611591522461	0.807392992746072	0.778754050090462	0.793060849650019	0.783794422818548	0.812452365212571	0.798682090907084	0.78488307723614
1	75500000.5	0.777799619303968	0.782968291867985	0.780392049358793	0.789452272520486	0.798190324245163	0.812531183006179	0.804258215996989	0.805913230085422	0.82056317586166	0.79483989956521	0.788573537628521	0.781702182754696	0.812083687566079	0.819446183357009	0.795368440883623	0.820060497695436	0.788602029781587	0.818906336810568	0.821971123428062	0.797121992727637
1	76500000.5	0.77278909616555	0.775658420184611	0.773165214742601	0.805936697823547	0.801850279557274	0.819411282481101	0.806378478483662	0.827546951318084	0.820447629779325	0.79952768277225	0.772367895294364	0.779284055234031	0.806230503659192	0.826335857003618	0.786444272026858	0.820739666703159	0.786304871660128	0.82252994556413	0.830072988428864	0.781099822873257
1	77500000.5	0.768177882629859	0.775751827293521	0.771497123955673	0.785344166610934	0.789589072621801	0.79524906951187	0.792029210248659	0.793158655524157	0.797557445248356	0.783326794072924	0.76409155261661	0.773733496290002	0.776447043385321	0.81793223023266	0.780526340365235	0.808843936730047	0.779391405130568	0.807358249255359	0.811848771487524	0.780552130038099
1	78500000.5	0.771797413546924	0.782878339805853	0.779333665717251	0.788706008478661	0.797692865982071	0.790883843587231	0.787390676287735	0.795954105362645	0.789412022295669	0.778133464436231	0.78852753987858	0.783104164044961	0.820865420055111	0.812399240546895	0.790568974440369	0.814379941136098	0.802494538674927	0.803380958740117	0.81482228882476	0.787260321679979
1	79500000.5	0.782550030484092	0.788749495571117	0.792068352504822	0.793182499742167	0.795649093398647	0.803788343066123	0.802313352705984	0.815150919762613	0.828370868610589	0.821374606854985	0.79438271390279	0.783576725583453	0.828265798011758	0.820285157139572	0.809612671937113	0.822011535127577	0.802098310796587	0.823742292160512	0.821956534628425	0.795470627874644
