Chr	Start	End	Comparison	JRIAL2A	JRIAL2B	JRIAL2C	JRIAL2D	JRIAL2E	JRIAL2F	JRIAL2G	JRIAL2H	JRIAL2I	JRIAL2J	JRIAL2K	JRIAL2L	JRIAL2M	JRIAL2N	JRIAL2O	JRIAL2P	JRIAL2Q	JRIAL2R	JRIAL2S	JRIAL2T	AMES-8235	PI-620767	PI-620773	PI-620774	PI-620784	PI-620785	PI-620797	PI-620819	PI-620821	PI-620834	PI-620842	PI-620846	PI-620856	PI-620859	PI-620860	PI-628503	PI-628514	A632	B37	B73	B97	CML322	HP301	IL14	LH123HT	LH82	Mo17	Oh43	P39	PHZ51	Tx303
1	215037	215493	Teosinte/Maize	0.880952381	0.779166667	0.875816993	0.744482642	0.907777778	0.8	0.842818813	0.796868482	0.840909091	0.887630166	0.860339506	0.256768134	0.838461538	0.819875172	0.767814112	0.900868739	0.828491994	0.885567633	0.839426743	0.766480631	0.401515152	0.113528139	0.741024187	0.173809524	0.696737213	0.777777778	0.909722222	0.249134199	0.302738095	0.533333333	0.50877193	0.123358586	0.128205128	0.583333333	0.788888889	0.944444444	0.290196078	0.175937951	0.197490107	0.058407738	0	0.208130819	0.133601163	0.133171565	0.057509158	0.089949762	0.805483405	0	0.094273151	0	0.246726807
1	262630	263481	Teosinte/Maize	0.807821254	0.802896665	0.774451664	0.819607388	0.823106712	0.803982684	0.787494113	0.813515688	0.832549585	0.665914164	0.830476376	0.542999587	0.913175948	0.770866154	0.883640146	0.726894308	0.38082265	0.850213428	0.840855729	0.691369556	0.004310345	0	0.003968254	0	0.013961039	0.302742504	0.008547009	0	0.008474576	0.006944444	0	0.786036036	0	0.006132075	0	0.004783163	0.00515873	0.004615385	0	0.012667888	0	0	0.002913165	0.000666667	0.005598958	0	0.002040816	0	0.003846154	0	0.000932836
1	262681	263204	Teosinte/Landrace	0.833123212	0.786883876	0.803214466	0.827910053	0.768769841	0.770535714	0.782364074	0.798826004	0.830326545	0.652692188	0.831493506	0.513943719	0.921457607	0.755724931	0.885777444	0.682178526	0.399264706	0.857825904	0.859665533	0.699661964	0.006097561	0	0.00462963	0	0.00872093	0.263231647	0.009259259	0	0.011363636	0.009803922	0	0.767156863	0	0.008125	0	0.006533101	0.006728778	0.004444444	0	0.013723545	0	0	0	0.000823045	0	0	0	0	0.005434783	0	0.001201923
1	279447	280311	Teosinte/Maize	0.136723517	NA	0.203006936	0.46549781	0.006289308	0.007407407	0.80609906	0.222287591	0.835581869	0.78234127	0.846134454	0	0.842901235	0.662352941	0.499276443	0.508274785	0.002222222	0.516547141	0.588095238	0.393185425	0.007936508	0.003571429	0	0	0.002688172	0.486150794	NA	0	0	0.00617284	0	0	0.0546875	0	0	0.292682927	0	0.008888889	0	0	0	0.001602564	0.005419272	0.007022472	0.002409639	0.008438819	0	0.011616162	NA	0	0.00128041
1	403786	404187	Teosinte/Maize	0.04847421	0.05122598	0.065861354	0.07912594	0.049019019	0.065941172	0.066124084	0.033986367	0.193811787	0.02809733	0.072080039	0.07387075	0.125535641	0.104529535	0.18173008	0.132659886	0.087856344	0.128547322	0.06042496	0.08666622	0.121113977	0.106214058	0.800538603	0.767050137	0.073096438	0.170587668	0.090678949	0.164475759	0.144577894	0.09624768	0.719534085	0.052618576	0.170271585	0.086285669	0.22659281	0.695785587	0.760702261	0.685897436	0.782819397	0.811120875	0.819191769	0.732619454	0.01845746	0.662868589	0.435424298	0.857938809	0.729155924	0.812794555	0.763693093	0.801909272	0.780472418
1	701282	701438	Teosinte/Landrace	0.061594203	0	0.026086957	0.039580588	0.034575569	0.0623706	0.03442029	0.019565217	0.026086957	0.048654244	0.053623188	0.027329193	0.057022567	0.043478261	0.015151515	0.05	0.045	0.115217391	0.057142857	0.043115942	0.788888889	0.016666667	0.507936508	0.685185185	0.742424242	0.704347826	0.027777778	0.233333333	0.583333333	0.31884058	0.739855072	0.722222222	0.958695652	0.977564103	0.541666667	0.866666667	0.448148148	0.031565657	0.905641822	0.149668175	0.061011905	0.946080416	0.930641822	0.011072261	0.038095238	0.025776398	0.914691106	0.13019943	0	0	0.950354861
1	1919161	1919334	Teosinte/Maize	0.919642857	0.753651749	0.967836257	0.925810049	0.913392857	0.87032227	0.652654795	0.924867725	0.915057319	0.845663265	0.870758929	0.86202902	0.866177174	0.670684524	0.879504839	0.857207069	0.762238897	0.911828368	0.886284722	0.867722864	1	0.359375	NA	0.416666667	1	0.354166667	0.942982456	0.443977591	1	0.614583333	0.5	0.177777778	0.928571429	0.980769231	NA	NA	NA	0	0.009090909	0	0	0	0.790609012	0	0.003030303	0.361993195	0.832491459	0	0.828095238	0.407051282	0
1	1919972	1922080	Teosinte/Maize	0.887904494	0.886892577	0.813844922	0.857638149	0.863624922	0.855084935	0.842632294	0.831707322	0.867404428	0.840737049	0.858970764	0.856741181	0.759337226	0.838060564	0.87850515	0.87113303	0.854586582	0.787360284	0.884969915	0.806095198	0.829803922	0.725047619	0.083333333	0.102272727	0.833881579	0.823439153	0.821351753	0.241914683	0.792708333	0.826666667	0.496859903	0.727772879	0.904545455	0.763017509	0.045943563	0.03125	0.570222431	0.014915344	0.007623682	0.048511746	0.540018619	0.10083177	0.820190291	0.025078045	0.038435668	0.121879509	0.792065471	0.152083042	0.799344375	0.254007831	0.015391922
1	2774254	2776205	Teosinte/Maize	0.451755219	0.438707359	0.537213855	0.411414343	0.586300736	0.884013248	0.378083507	0.023025444	0.454833287	0.024735557	0.416974299	0.888488863	0.923367118	0.871534301	0.580743293	0.673087455	0.877183779	0.859229322	0.517183869	0.515157605	0	0.01372549	0.020833333	0.017857143	0	0	NA	0.00952381	0.004545455	0	0	0.018181818	0.015873016	0	0.013513514	0.018518519	0	0.007036056	0.017485461	0.002597403	0.008047767	0	0.0062433	0.024648296	0.013775712	0.009734513	0.008818342	0.003546099	0.005952381	0.006666667	0.002696872
1	5713636	5713795	Teosinte/Landrace	0	0	0.009259259	0	0	0	0	0	0	0.003367003	0	0.027160494	0.002645503	0.011666667	0	0	0.012820513	0.00617284	0	0	0.625	0.453333333	0.797333333	0.708333333	0.5	0.462345679	0.578571429	0.449275362	0.48015873	0.672619048	0.916666667	0.691358025	0.779012346	0.517619048	0.597222222	0.761904762	0.637148962	0.008333333	0	0.724040853	0.666013072	0	0.75	0.013043478	0.631410256	0	0.722868901	0.701282051	0	0.027777778	0.533022019
1	6087220	6087625	Teosinte/Maize	0.154913737	0.34690073	0.740029762	0.133333333	0.8253848	0.040139844	0.498148148	0.421231546	0.451071778	0.095413165	0.867347583	0.684494949	0.397520969	0.729275474	0.856854257	0.633870968	0.561616162	0.603810932	0.730573593	0.202111936	NA	0.102073365	0.037037037	0	0.071428571	0.153333333	NA	0.023809524	0	0	0.017857143	0.042777778	0.011764706	0.74502924	0	0.111111111	0.045	0.006417411	0.005208333	0	0.040898495	0.020650313	0.025447208	0.005882353	0.040840695	0.016463335	0.058333333	0.045367827	0.045786648	0.018181818	0.007831671
1	6382954	6383758	Teosinte/Maize	0.552142857	0.887830688	0.519995141	0.929192903	0.208112374	0.863795989	0.264498557	0.608386752	0.074194324	0.076298701	0.927561328	0.171947651	0.895019841	0.882883598	0.83464406	0.812698413	0.926944444	0.358872863	0.320584046	0.59446638	0.8	0.120833333	0.041666667	NA	0.115942029	0.142857143	0.055555556	0.055555556	0.053333333	0	0.114285714	0.229824561	0.6875	0.065315315	0.071428571	0.125	0.026315789	0.023995272	0.088261351	0.827493032	0.171045396	0.006964229	0.206822344	0.063756614	0.063417659	0.0390625	0.089835535	0.090849316	0.146494709	0.038461538	0.166906279
1	8057412	8057958	Teosinte/Maize	0.341881167	0.768307593	0.358531934	0.222482993	0.725396825	0.856297799	0.472598162	0.888219955	0.587090774	0.822683398	0.132083333	0.705720899	0.83353968	0.866904762	0.891455913	0.517485667	0.572685717	0.830302394	0.391828102	0.873137125	0	0.03125	0.095238095	0.038888889	0.053030303	0.083333333	0	0.181818182	0.011111111	NA	0	1	0.031372549	0.071428571	0.5	0.047619048	0.084210526	0.094196429	0.037990196	0.035714286	0.045614035	0.026315789	0.145086537	0.090106952	0.034234234	0.048005698	0.052930403	0.111111111	0.074236874	0.166666667	0.044326093
1	10966052	10966509	Teosinte/Maize	0.420106603	0.407575758	0.843072437	0.613250638	0.369784993	0.020833333	0.430267928	0.85538166	0.072222222	0.795510046	0.219047619	0.384353741	0.874891003	0.50393949	0.870843549	0.738306138	0.792783657	0.545799625	0.477777778	0.793028128	NA	0.052941176	1	NA	0.083333333	0.222222222	NA	0.090909091	0.083333333	0.111111111	0.892063492	0	0.3875	0.594444444	NA	0.055555556	0.625	0.186126984	0.254060898	0.266666667	0.24730303	0.113122172	0.034713287	0	0.064814815	0.064126984	0.02173913	0	0	0.083333333	0.207855762
1	11301366	11301629	Teosinte/Maize	0.537248626	0.599445537	0.405025614	0.444212187	0.581104806	0.63147921	0.520879374	0.359809579	0.567872078	0.610439849	0.623252966	0.459742627	0.64255435	0.310277001	0.564525119	0.787386019	0.591729432	0.599917401	0.65238102	0.651078122	0	0.476851852	0.408333333	0.568181818	0.119047619	0.563333333	NA	0	0.455967078	0.06547619	0.492857143	0.5	NA	0	NA	0.019607843	0.444444444	0.355236591	0	0	0	0.009803922	0.005718954	0.335084175	0	0.533578485	0.005882353	0	0.440676469	0.066666667	0.016666667
1	11952074	11952211	Teosinte/Maize	0.057422969	0.223272642	0.705718954	0.833333333	0.273039216	0.776636905	0.794557823	0.620074697	0.035294118	0.175205677	NA	0.520833333	0.054481793	0.26231432	0.491587661	0.782575758	0.730952381	0.893113912	0.462535014	0.799159664	0	0.176470588	0.466666667	0.361111111	0.15	0.181818182	0.702380952	0	0.847222222	0.05	0.25	0	0.137777778	0.066666667	NA	0.916666667	0.566666667	0.032492997	0.062254902	NA	0.037254902	0.034074074	0.067320261	0.09421314	0.018300654	0.070707071	0.059243697	0.095238095	0.014705882	0.094919786	0.177449217
1	11986161	11986520	Teosinte/Maize	0.889215686	0.885357143	0.794761905	0.868237179	0.881844236	0.903174603	0.872301587	0.895918367	0.90375	0.857823129	0.842592593	0.83125	0.885454545	0.956987179	0.847368421	0.9	0.920496032	0.865854119	0.430573871	0.895833333	0.256410256	0	0.85625	0.5	0	0	0	0.416666667	0	0	0.038461538	0.666666667	0.371130952	0.716666667	0.5	0.333333333	0.866666667	0.852962397	0.016666667	0.041666667	0.01	0.881935608	0.823433973	0.034503968	0.837744927	0.008403361	0.032142857	0.031190476	0.759996221	0	0.825125557
1	13587059	13587320	Teosinte/Maize	0.803225806	0.705016757	0.782496625	0.728202024	NA	0.360007713	0.785897436	0.452758532	0.566440996	0.593849206	0.834612943	0.783333333	0.508765497	0.349231951	0.848768473	0.546004641	0.791434286	0.53732068	0.012672811	0.462766893	0.041666667	NA	0.017676768	0.041666667	0.58537415	0.773126873	0.333333333	0.187955182	0.727895517	0.309447928	0.224163614	0.70124421	0.583772167	0.522342521	0	0.483333333	0.150740741	0.008064516	0.046153846	0	0.713466462	0.064528442	0.016129032	0.57745098	0.700914677	0.021604938	0.011494253	0.096966182	0	0	0.056894957
1	14522215	14522818	Teosinte/Maize	0.756060606	0.81020172	0.346103896	0.761876417	0.447689076	0.744575216	0.804984367	0.798283416	0.767439371	0.820728291	0.865327381	0.819047619	0.772077922	0.824023199	0.820164269	0.860922147	0.472197421	0.7925	0.813605442	0.848968254	0.013157895	0.518518519	0.757738095	0.25	0.567619048	0.835537919	0.635416667	0.828333333	0.818817204	0.660714286	0.846491228	0.600649351	0.811764706	0.68452381	0	0.357843137	0.816666667	0.003584229	0.016931217	0.801520848	0.60702765	0.011817043	0.006397306	0.706433381	0.733393458	0.003367003	0.023809524	0	0.00703125	0.024137931	0.666236772
1	14576537	14577248	Teosinte/Maize	0.841286727	0.864777404	0.889407191	0.87687478	0.914408637	0.881098154	0.938221841	0.890982776	0.903998203	0.878720493	0.882973944	0.907566138	0.940499302	0.800855898	0.909337543	0.901282051	0.878571429	0.882126323	0.915558862	0.879575404	0	0.03030303	0.04	0.076923077	0.011363636	0.108333333	0.5	0.011363636	0	0.03968254	0.026515152	0	0.023809524	0	NA	0	0.322222222	0.075823696	0.040940767	0.068181818	0.047163121	0.060034632	0.046436059	0.032359988	0.036507937	0.034186882	0.051752022	0.097470238	0.041194969	0.122222222	0.036111111
1	15501884	15502021	Teosinte/Maize	0.800714286	0.841025641	0.617671958	0.666666667	0.693413623	0.805555556	0.480769231	0.568181818	0.50756545	0.460884354	0.687824675	0.8	0.698129252	0.613636364	0.736791383	0.808974359	0.553703704	0.657802198	0.596503497	1	0.74829932	0.747619048	0.58974359	0.75	0.633333333	0.585714286	0.666666667	0.476190476	0.514285714	0.416666667	0.771428571	0.464285714	0.428571429	0.125	0.511111111	0.2	0.533333333	0	0	0	0	0.302027318	0	0.011904762	0.031851852	0	0	0.021060606	0	0	0.670206379
1	15502732	15503036	Teosinte/Maize	0.909183673	0.958333333	0.884393279	0.933673469	0.877172097	0.897902494	0.884338624	0.921428571	0.89986532	0.875313283	0.960606061	0.919879063	0.941082066	0.853921569	0.879924242	0.912037037	0.945028011	0.897321429	0.92857482	0.820512821	0.583333333	0.916666667	0.942857143	0.834375	0.987012987	0.912121212	1	0.933333333	0.791666667	0.866666667	0.878787879	0.95	0.782828283	0.897291093	0.9375	0.914285714	0.851190476	0.444899677	0.050718065	0.097818848	0.64614899	0.635984869	0.022988678	0.285288462	0.831912879	0.15542328	0.630708027	0.026330841	0.291904762	0.010204082	0.837327824
1	17609576	17611031	Teosinte/Maize	0.541696729	0.841037922	0.84057453	0.666112278	0.386399224	0.82356786	0.881533776	0.86024531	0.816809006	0.782078496	0.887744971	0.837201479	0.860650692	0.770727293	0.74440181	0.853223203	0.773610682	0.841043084	0.831041057	0.782831678	0.467391304	0.735649936	0.063934426	0.590686275	0.735483871	0.388095238	0.790540541	0.845454545	0.825531915	0.637254902	0.764367816	0.732843137	0.793333333	0.839393939	0.357638889	0.944444444	0.634615385	0.030134114	0.036725716	0.016875572	0.745343681	0.009171366	0.003801431	0.018113426	0.810216998	0.797513598	0.014989177	0.02970679	0.019274376	0.735267857	0.772866235
1	17611404	17614168	Teosinte/Maize	0.322948958	0.848343508	0.865025495	0.384409622	0.363979366	0.88812616	0.860472032	0.808001389	0.363030453	0.813643331	0.840198282	0.853135345	0.889206361	0.842295534	0.835506028	0.858859561	0.48287205	0.842023042	0.844367991	0.827960886	0.034883721	0.807801418	0	0.432291667	0.816520147	0.422839506	0.659313725	0.85042735	0.859183673	0.412679956	0.041666667	0.84496124	0.846544715	0.748526077	0.388888889	0.817982456	0	0.009869691	0.005302028	0	0.665980946	0.006781193	0.018183846	0.013165926	0.697699955	0.684338249	0	0.009962406	0.002716049	0.770910662	0.736536149
1	17615707	17617604	Teosinte/Maize	0.467209454	0.834193374	0.874054744	0.607855843	0.595490755	0.849796141	0.825297091	0.803049301	0.465444538	0.756696159	0.834456902	0.829444956	0.868038814	0.849861311	0.86301361	0.843490436	0.571801699	0.851214335	0.858599658	0.841433003	0.833955026	0.691106052	0.064819376	0.6997336	0.870107574	0.499973003	0.655772525	0.854027931	0.86614011	0.655775076	0.850876532	0.835104788	0.866449709	0.84388273	0.503790019	0.842063492	0.020061728	0.005888976	0.039676783	0.015263917	0.746830849	0.002689014	0.059071188	0.034262439	0.768097419	0.766145129	0.089844961	0.004926625	0.016967981	0.783361191	0.782820049
1	18463827	18465064	Teosinte/Maize	0.075531136	0.19073072	0.468942744	0.136893939	0.177705765	0.149792972	0.623186304	0.440544872	0.344359807	0.112614469	0.083342562	0.395771791	0.86620225	0.145397341	0.265590793	0.160276447	0.48762675	0.066350482	0.0522343	0.084312169	0.84057971	0.859649123	0.729166667	0.892666667	0.8	0.887387387	0.934027778	0.774031008	0.908333333	0.346153846	0.577586207	0.840425532	0.908045977	0.887654321	0.925	0.91025641	0.8125	0.903799245	0.926441985	0.868748322	0.906895197	0.883660149	0.899469182	0.058557626	0.089432789	0.906433317	0.252179765	0.877161255	0.062698413	0.915449655	0.873439363
1	19795433	19795816	Teosinte/Maize	0.519019196	0.618321495	0.597066082	0.019230769	0.794700642	0.573891933	0.817804947	0.665202249	0.615514593	0.766666667	0.809588444	0.793137255	0.836183261	0.694795958	0.5076924	0.83833097	0.836868974	0.676004803	0.63190519	0.637254902	0.598484848	0.388888889	NA	0.133333333	0.352747253	0.421047619	0.685897436	0.013333333	0.619047619	0.325	0.444444444	0.152173913	0.107142857	0.044444444	0.484848485	0	0.10026455	0	0.740653097	0	NA	0.055555556	0.786870314	0.191425737	0.173323052	0.709107201	0.016161616	0.003663004	0.028846154	0	0.150066332
1	20531377	20531887	Teosinte/Maize	0.792073965	0.89358679	0.901190476	0.909183673	0.886160714	0.815284178	0.868650794	0.836781609	0.899937996	0.834375	0.877272727	0.910867896	0.952060932	0.885145503	0.905042017	0.874155146	0.87982203	0.760700602	0.875694444	0.818109668	0.176190476	0.844444444	0.791666667	0.750574713	0.033333333	0.851851852	0.920138889	0.84077381	0.603921569	0.429885057	0.865079365	0.909848485	0.393614719	0.668965517	0.841025641	0.59375	0.015625	0.911819728	0.86771517	0.011904762	0.707857143	0.049068987	0.017508418	0.77987013	0.526317321	0.843881208	0.152350427	0.192729666	0.858333333	0.043407578	0.032772304
1	21186011	21186165	Teosinte/Maize	0.659722222	0.666666667	0.87745098	NA	0.916666667	0.825324675	0.763541667	0.754901961	0.815934066	0.235606061	0.834615385	0.75	0.972727273	0.926666667	NA	0.928571429	0.88030303	0.903174603	0.888888889	0.815909091	0.925925926	0.777777778	0.942222222	1	0.832330827	0.947916667	0.871794872	0.741666667	0.857142857	NA	0.916666667	0.829166667	0.944444444	0.24	0.848484848	0.75	0.895833333	0	0	0	0.811111111	0.882602339	0	0.771428571	0.007936508	0	0	0	0.9375	0.886734478	0.803675856
1	22596507	22596914	Teosinte/Maize	0.760869565	0.782921811	0.841615463	0.774899505	1	0.895842782	0.232323232	0.820506912	0.833906526	0.798076923	0.854166667	0.615384615	0.855555556	0.687909226	0.818965517	0.812878788	0.784313725	0.869505495	0.794642857	0.777748383	0	0	0	0	0	0	0.025	0.035714286	0.633214286	0.258333333	0	0.344727891	0.029411765	0	0.028571429	0	0	0.012254902	0.020512821	0.004464286	0	0	0.009615385	0.012121212	0.015277778	0.051724138	0.016666667	0.013888889	0.006410256	0	0.013690476
1	23270140	23270802	Teosinte/Maize	0.736682492	0.69448959	0.809656243	0.770955588	0.797292045	0.796154295	0.856030445	0.761102522	0.805388471	0.726870748	0.794159544	0.773666374	0.817590558	0.706046863	0.844736538	0.855441741	0.776318874	0.856517267	0.762357274	0.764440306	0.626666667	0.354166667	0.625806452	0.19047619	0.008196721	0.357291667	0.508022996	0.301282051	0.056521739	0.37414966	0.057795699	0.751488095	0.281562882	0.47278481	0.404589372	0.436296296	0.738652803	0.00125	0.019230769	0	0	0.320826742	0.22965368	0.021041667	0.003214788	0.006837607	0.330398194	0.004893321	0.001265823	0.007042254	0.404322845
