Chr	Start	End	Comparison	JRIAL2A	JRIAL2B	JRIAL2C	JRIAL2D	JRIAL2E	JRIAL2F	JRIAL2G	JRIAL2H	JRIAL2I	JRIAL2J	JRIAL2K	JRIAL2L	JRIAL2M	JRIAL2N	JRIAL2O	JRIAL2P	JRIAL2Q	JRIAL2R	JRIAL2S	JRIAL2T	AMES-8235	PI-620767	PI-620773	PI-620774	PI-620784	PI-620785	PI-620797	PI-620819	PI-620821	PI-620834	PI-620842	PI-620846	PI-620856	PI-620859	PI-620860	PI-628503	PI-628514	A632	B37	B73	B97	CML322	HP301	IL14	LH123HT	LH82	Mo17	Oh43	P39	PHZ51	Tx303
1	277368	278291	Teosinte/Maize	0.00320878	NA	0.215746771	0.534155474	0.007575758	0.00255102	0.928519	0.24721495	0.942441444	0.943175853	0.915838645	0.005223881	0.896469622	0.616546725	0.519909443	0.777499408	0.004201681	0.55658939	0.313759598	0.353297118	0	0.005997475	0	0	0.00210084	0.322963578	NA	0	0.005208333	0.008446712	0.0025	0.0014062	0.00129199	0.002525253	0.008064516	0.613074713	0.006834532	0.004139073	0.002397602	0.001962323	0.003693182	0.002724955	0.001798561	0.019155844	0.004269972	0.001449275	0.004273504	0.003321678	NA	0.004420518	0.003019248
1	278740	278799	Teosinte/Maize	0	NA	0.220555556	0.556746032	NA	0	0.934444444	0.061746032	1	0.955128205	0.939393939	0	0.958333333	0.428571429	0.431111111	0.580555556	0	0.518095238	0.5	0.427698413	0	NA	NA	0	0	0.285714286	NA	0	0	0	NA	0.011363636	0	0	0.019230769	0.5	0	0	0	0	0	0	0	0.016666667	0	0.022222222	0	0	NA	0	0
1	279361	280346	Teosinte/Maize	0.126438396	NA	0.224058957	0.534539101	0	0.004083885	0.932224044	0.258557773	0.927390606	0.937226277	0.950557244	0.003401361	0.95795107	0.706770833	0.489952989	0.534710551	0.001754386	0.588414903	0.629781421	0.471411631	0.006472492	0.008884675	0.015676568	0	0.013888889	0.463933431	NA	0	0.007142857	0.004444444	0	0.001652893	0.058163265	0.012230216	0.003875969	0.264619883	0.00462963	0.009333333	0.016203704	0.020080321	0.007460317	0.011469222	0.007973058	0.002298851	0.002338129	0.003953108	0.024311927	0.005000131	NA	0.008591065	0.004872537
1	279903	280004	Teosinte/Landrace	0	NA	0.053258145	0.551924994	0	0	0.941102757	0.350125459	0.927318296	0.978947368	0.989473684	0	0.979166667	0.633333333	0.487190003	0.575757576	0	0.449916458	0.715686275	0.417157696	0.019607843	0.007936508	0	NA	0	0.600840336	NA	0	0	0	0	0	0	0	0	0.45	0	0	0.017857143	0.01754386	0	0.013157895	0	0.00877193	0	0.007518797	0	0	NA	0	0
1	379034	379327	Teosinte/Landrace	0.591450216	NA	0.075487013	0.522	0.230769231	0.636380952	0.457369615	0.046875	0.234444444	0.186904762	0.12797114	0.136111111	0.524380952	0.312362758	0.638147186	0.573498965	0.166666667	0.345017094	0.392156863	0.228472222	NA	0.742857143	0.862745098	0.666666667	0.795918367	0.84333664	NA	0.91025641	0.877777778	0.721683673	0.730769231	0.784353741	0.855328798	0.558608059	0.461538462	0.833333333	0.52281746	0.637049062	0.787400794	0.340372046	0.912936508	0.829280303	0.860952381	0.85420202	NA	0.541468254	0.934349206	0.658925334	NA	0.820952381	0.910612282
1	403764	404173	Landrace/Maize	0.070749465	0.099330076	0.11069996	0.120251394	0.078340151	0.109228832	0.114131694	0.068408648	0.243161758	0.063611686	0.098360166	0.1084071	0.164792193	0.123562539	0.24519671	0.175851104	0.121573334	0.173132503	0.10324219	0.117813526	0.161155851	0.137515152	0.913789573	0.815315315	0.122157781	0.210261817	0.119130832	0.179672751	0.158286396	0.144697328	0.810429191	0.076955674	0.209231946	0.114580439	0.359137054	0.812238931	0.815679443	0.885714286	0.935186593	0.952631725	0.932042348	0.883960957	0.044108255	0.82352692	0.6486661	0.924958788	0.890955891	0.891742829	0.864125513	0.9179838	0.896259635
1	403764	404173	Teosinte/Maize	0.070749465	0.099330076	0.11069996	0.120251394	0.078340151	0.109228832	0.114131694	0.068408648	0.243161758	0.063611686	0.098360166	0.1084071	0.164792193	0.123562539	0.24519671	0.175851104	0.121573334	0.173132503	0.10324219	0.117813526	0.161155851	0.137515152	0.913789573	0.815315315	0.122157781	0.210261817	0.119130832	0.179672751	0.158286396	0.144697328	0.810429191	0.076955674	0.209231946	0.114580439	0.359137054	0.812238931	0.815679443	0.885714286	0.935186593	0.952631725	0.932042348	0.883960957	0.044108255	0.82352692	0.6486661	0.924958788	0.890955891	0.891742829	0.864125513	0.9179838	0.896259635
1	1028577	1028804	Teosinte/Maize	0.004545455	0.609404762	0.689880952	0.278446115	0.263055556	0.378090521	0.322619048	0	0.503538961	0.275277778	0.177698413	0.520714286	0.687367725	0.400297619	0.262222222	0.02281746	0.391478697	0.36047619	0.598333333	0.022619048	0.906666667	0.907407407	0.736111111	0.841666667	0.773333333	0.795833333	0.226666667	0.692857143	0.712121212	0.8	0.691666667	0.761538462	0	0.486215539	0.75	0.666666667	0.85	0.819607843	0.83474026	0.840714286	0.689473684	0.902661064	0.880178571	0.907974482	0.876651127	0.715151515	0.839139292	0.801282051	0.854166667	0.780701754	0.842794486
1	1235250	1235303	Teosinte/Maize	0.125757576	0.145021645	0.139393939	0.075757576	0.041666667	0.022727273	0.015151515	0.02020202	0.027272727	0.060606061	0.261038961	0.018181818	0.018181818	0.172222222	0.055555556	0.333333333	0.407407407	0.15	0.357142857	0.116125541	0.694444444	0.787878788	0.625	0.206060606	0.066017316	0.270833333	0.223051948	0.666666667	0.444444444	0.407407407	0.430555556	0.495454545	0.646969697	0.134920635	0	0.422916667	0.493939394	0.787878788	0	0.521166208	0.608333333	0.279599567	0.063636364	0.576082251	0.553535354	0.924242424	0.694444444	0.617532468	0.833333333	0.772727273	0.670798898
1	1259388	1259482	Teosinte/Maize	0.235964912	0.131181319	0.288003663	0.220158687	0.056089744	0.687042125	0.649725275	0	0.288525364	0.717592593	0.316895604	0.068589744	0.47032967	0.109981685	0	0.264041514	0.112637363	0	0.203434066	0.008333333	0.961538462	0.652173913	0.25	0.833333333	0.769230769	0.698717949	0.928571429	0.6	0.980769231	0.487179487	1	NA	0.615384615	0.619047619	0.923076923	0.952380952	0.791666667	0.012820513	0	0	0.863194444	0.827916314	0.782600733	0.858974359	0.909569597	0.643154762	0.915979853	0.527472527	0.80952381	0.95279304	0.924279887
1	1920869	1922000	Teosinte/Maize	0.933196784	0.936226632	0.929239766	0.935428325	0.918207283	0.921204453	0.892113095	0.937949039	0.919732143	0.94300935	0.928724054	0.922465986	0.901552318	0.946689498	0.897715662	0.895303127	0.928214286	0.840267335	0.925101311	0.866130952	0.907948718	0.913242009	0.150555556	0.011363636	0.865860215	0.910731053	0.944639517	0.283794163	0.838461538	0.912935323	0.720666667	0.878059396	0.94375	0.77708931	0.014527845	0	0.54268018	0.003244838	0.002146465	0.033262225	0.815583441	0.046677004	0.881837088	0.003546099	0.001942502	0.057900433	0.86933544	0.211580087	0.90960452	0.251576097	0.004677927
1	2022624	2023008	Teosinte/Maize	0.803789642	0.88023786	0.762874433	0.721006231	0.756040961	0.861124833	0.814642857	0.728228716	0.734285901	0.783210678	0.650492268	0.714812924	0.828737792	0.726983395	0.801100325	0.797177707	0.661567354	0.820026289	0.829393205	0	0.583333333	0.684202742	0.125	0.561111111	0.75	1	0.648148148	0	0.263809524	0.69047619	0.619047619	0.833333333	0.598095238	0.25	0	0.875	0.678571429	0	0.014285714	0.388888889	0.175126263	0.69185785	0	0.582732083	0.411003276	0.623489843	0.404352347	0	0.483783716	0	0.098901099
1	2774255	2774852	Teosinte/Maize	0.38104846	0.344133585	0.514694881	0.203003003	0.852572965	0.909708343	0.272513915	0.017599588	0.390937149	0.005512441	0.378292806	0.943095238	0.941666754	0.909352142	0.509348739	0.955	0.914063492	0.937186636	0.925205761	0.553558633	0.057692308	0.029385965	0	0	0.03125	0	NA	0.041666667	0.016129032	0.006578947	0	0.003546099	0.034722222	0.002941176	0.01	0	0.01010101	0.023897707	0.012437811	0.001886792	0	0.001322751	0.004058442	0	0.004060539	0.125	0.008098477	0.078125	0.001689189	0.002525253	0.003125
1	3036286	3036640	Landrace/Maize	0.730392157	0.548076923	0.423015873	0.741294816	0.817010582	0.705116883	0.768508872	0.253786861	0.408119658	0.576572604	0.411607143	0.771428571	0.787520525	0.712301587	0.836309524	0.872577997	0.74691358	0.719794872	0.29017094	0.720407275	0.929487179	0.627329193	0.159722222	0.701754386	0.704545455	0.931684982	0.864285714	0.832142857	0.945833333	0.913095238	0.936446886	0.864197531	0.478333333	0.641241497	0.785714286	0.725	0.751190476	0	0.005681818	0	0.125	0.710764275	0.821534392	0.036817548	0.00515873	0	0.742222222	0.002898551	0.171182266	0.061111111	0.323566723
1	3486420	3486817	Teosinte/Maize	0.330081925	0.277495737	0.176191908	0.582238643	0.277645503	0.456605223	0.167306179	0.299494949	0.056553632	0.577718746	0.11	0.226190476	0.434013605	0.163151692	0.597849462	0.275	0.191498316	0.190706605	0.064444444	0.363636364	0.348484848	0.687815126	0.557659933	0.792857143	0.664393939	0.603993856	0.352564103	0.462643678	0.481269841	0.848666667	0.522619048	0.297619048	0.374829932	0.488176698	0.420454545	0.857142857	0.558571429	0.774450882	0.462619048	0.573198095	0.861111111	0.687465645	0.734455782	0.754756751	0.76414966	0.854166667	0.669345238	0.903826397	0.692219817	0.817712843	0.489518464
1	4404097	4404253	Teosinte/Maize	0.035714286	0	0.533882784	0.243107769	0	0.296666667	0.036363636	0.074074074	0.00952381	0.066666667	0	0.722222222	0.058823529	0	0.165100251	0.085714286	0.113305322	0.033333333	0.29484127	0	0.716666667	0.518518519	NA	NA	0.6	NA	0.025	0.866666667	0.316666667	NA	0.357142857	0.0625	0.825	0	NA	0.8	0.041666667	0.935087719	0.781071998	0.728395062	0.006578947	0.838418161	0.852798663	0.867794486	0.879323308	0.851754386	0.818441938	0.799561404	0.912218045	0.939153439	0.916653376
1	4424644	4424880	Teosinte/Maize	0.700438596	0.00625	0.0125	0	0.234873152	0.561152882	0.287081129	0.167083333	0	0.281944444	0.007575758	0.134548611	0.042674825	0.045833333	0.0125	0.3375	0.234803922	0	0.565608466	0	0.888888889	0.642156863	0.592592593	0.403508772	0.833333333	NA	NA	NA	0.805555556	0	0.907407407	NA	0.272727273	0.3125	0.5	NA	0.685185185	0.497857143	0.61127451	1	0.714145658	0.773809524	0.937407407	0.429306804	0.81827381	0.916666667	0.804502165	0.868095238	0.844642857	0.905677656	0.913353175
1	4734958	4735605	Teosinte/Maize	0.010703263	0.060518519	0.00390625	0	0.052052545	0.014767932	0.00210084	0	0.037031499	0.017628205	0	0.0015625	0	0.011148649	0.02899061	0	0.089831349	0.166310497	0	0.067924528	0.302325581	0.201428571	0.261111111	0.2109375	0.363675214	0.075	NA	0.354545455	0.190697674	0.158333333	0.541666667	0.485185185	0.329022989	0.274164134	0.361788618	0.666666667	0.063218391	0.036844136	0.765942029	0.556993315	0.67047619	0.292461496	0.890093883	0.027965304	0.056317001	0.782738095	0.563871636	0.013486513	0.742736077	0.782564484	0.71468254
1	5703052	5703244	Teosinte/Maize	0.503285714	0.899585921	0	0.460285714	0.474904762	0.416827	0	0	0.212531025	0.01030303	0	0.259656085	0.182470669	0.490857143	0.472663139	0.083333333	0.008333333	0.051666667	0.590333333	0.019047619	0.656666667	0.834126984	0.939473684	0.847222222	0.846153846	0.916	0.873076923	0.788888889	0.78030303	0.865740741	0.805555556	0.876190476	0.303333333	0.669269841	0.624561404	0.775757576	0.779333333	0.760365079	0.807333333	0.832	0.877777778	0.737867809	0.879142857	0.932904762	0.976238095	0.954545455	0.876851852	0.685416667	0.922	0.940238095	0.783972916
1	5703072	5703214	Teosinte/Landrace	0.451190476	0.875	0	0.373182957	0.432843137	0.431168831	0	0	0.162382226	0.005347594	0	0.217669173	0.205096074	0.492156863	0.355889724	0.119047619	0.0125	0.049019608	0.641176471	0.028011204	0.598039216	0.896875	0.945833333	0.854166667	0.814814815	0.891176471	0.844444444	0.803571429	0.722222222	0.869047619	0.796296296	0.882352941	0.225490196	0.636671335	0.552777778	0.733333333	0.753921569	0.813445378	0.911764706	0.764705882	0.908888889	0.696821153	0.869887955	0.901330532	0.981862745	0.970588235	0.893939394	0.664285714	0.941176471	0.975840336	0.789093096
1	5713627	5713733	Teosinte/Maize	0	0	0	0	0	0	0	0	0.010416667	0	0	0	0.009259259	0	0	0	0	0	0	0	0.75	0.926666667	1	1	0.9	0.879166667	0.966666667	0.9375	0.958333333	1	1	0.878787879	0.905555556	0.913095238	0.958333333	0.916666667	0.87492785	0	0	0.94849537	0.882828283	0	1	0	0.96969697	0	0.988095238	0.931818182	0	0.033333333	0.872417629
1	8057438	8057723	Teosinte/Maize	0.29122575	0.938199666	0.905132149	0.713888889	0.969954649	0.945321637	0.743922306	0.945767196	0.958095238	0.951044277	0.25933584	0.841503268	0.945512821	0.901960784	0.940273177	0.448579545	0.586026108	0.963033896	0.677118496	0.975992063	0	0	0	0.073333333	0	0	0	0.1	0.025	NA	0	NA	0	0	NA	0	0	0	0	0	0.043859649	0.036666667	0.949030381	0.035714286	0.039215686	0	0.015191599	0	0	0	0.008333333
1	8303347	8303453	Teosinte/Maize	0.011764706	0.196666667	0.213020833	0.125	0	0.104486037	0.255602241	0.021568627	0.014705882	0	0	0.187053571	0.194677871	0.044444444	0.280252101	0.25	0.011764706	0	0.143333333	0.026666667	0.484848485	0.083333333	0.9375	NA	0.1875	0.5	0.681818182	NA	0.318181818	0.5	0.2	0.566666667	0.474358974	0.456862745	0.555555556	NA	0	0	0.490740741	0.707084582	0.305555556	0	0.821848739	0.609803922	0.58974359	0.941666667	0.416666667	0.621875	0.525490196	0.7125	0.584201389
1	10492995	10493303	Teosinte/Maize	0.090029762	0.364897487	0.288775968	0.267013889	0.278484848	0.468253968	0.529700855	0.161553724	0.163899411	0.416765873	0.5879884	0.158836996	0.022649573	0.383688534	0.052083333	0.129861111	0.242429792	0.206547619	0.124305556	0.202958153	0.388888889	0.512820513	0.486111111	0.5	NA	0.395833333	0.6	0.769444444	0.71	0.422222222	0.257575758	0.487179487	0.8	0.429166667	0.55	0.4	0.396825397	0.387847222	0.634161491	0.670893209	0.295833333	0.136363636	0.788872354	0.725165344	0.81029792	0.648809524	0.828269085	0.758145363	0.908002646	0.734210526	0.69943518
1	12104450	12104738	Teosinte/Maize	0	0.009803922	0.028917379	0.027027027	0.057142857	0.285208333	0.291025641	0.124245064	0.107526882	0.121544715	0	0.120101687	0	0.095527671	0.062280702	0	0.033854167	0.012276786	0.402173913	0.016239316	0.045833333	0.484259259	0.73525641	0.171428571	0.425	0.508690476	0.29	0.755747126	0.155555556	0	0.228070175	0.164642857	0.399627976	0.281168831	0.289755639	0.091666667	0.321190476	0.667559524	0.559166667	0.722772351	0.714880952	0.740314459	0.164072039	0.036585366	0.446215641	0.748958333	0.046568627	0.582428365	0.76797619	0.750854701	0.654916351
1	14029416	14029910	Teosinte/Maize	0.332032628	0.046792328	0.082323232	0.083333333	0.346543779	0.101587302	0.024074074	0.047888386	0.267919858	0.123799572	0.014957265	0.043926367	0.083492063	0.08	0.004166667	0.166666667	0.094285714	0.133333333	0.057471264	0.083928571	0.392361111	0.354166667	0.711206897	0.173333333	0.479166667	0.44047619	0.360289116	0.45	0.238412698	0.521354167	0.023809524	0.115	0.611111111	0.247979798	0.2	0.456521739	0.246666667	0.127415966	0.79092775	0.633809524	0.728395062	0.476645924	0.843386243	0.684489796	0.607987711	0.837477954	0.47311828	0.819372294	0.686329683	0.509356235	0.715568137
1	14073638	14073730	Teosinte/Maize	0.096491228	0	0	0	0	0.012781955	0.06773402	0	0	0.031442242	0.013815789	0	0.005847953	0.102633478	0	0.062030075	0.084210526	0.005263158	0	0	NA	NA	NA	NA	NA	0.7	NA	0.5	1	0.888888889	1	NA	NA	0.064814815	NA	0.740740741	0.222222222	0.92665733	0.011764706	0.862745098	0.862781955	0	0.134037746	0.028508772	0.846659876	0.968508616	0.896101774	1	0.817889421	0	0.206682207
1	14206620	14207233	Teosinte/Maize	0.866719577	0.917423092	0.866312057	0.93010101	0.916666667	0.877277433	0.906613757	0.912698413	0.903976352	0.952083333	0.947480237	0.921825397	0.355392157	0.924731183	0.899099099	0.855954212	0.93106685	0.970238095	0.937246032	0.908906526	0.943181818	0.738095238	0.5	0.928571429	0.958333333	0.947368421	0.866666667	0.95	0.962121212	0.976190476	0.72	0.9375	0.888020833	1	0.909090909	NA	0.954385965	0.643970315	0.185860058	0.9875	0.234693878	0.004651163	0.018908382	0.933461236	0.020647773	0.095333333	0.177813853	0.941576001	0.928741497	0.305034722	0.003144654
1	14256032	14256580	Teosinte/Maize	0	0.342507003	0.940392247	0.255952381	0.934	0.912043703	0.398804932	0.325866965	0.115952381	0.813322925	0.961490168	0.41615353	0.958583639	0.511811623	0.041666667	0.942848516	0.817388167	0.537857143	0.88022113	0.955308353	0.941176471	0.148373984	0.03820598	0.010869565	0	0.03125	NA	0	0	0	0	0	0.008547009	0	0.486486486	0	0	0.001261034	0.011016949	0.003472222	0.055753968	0.030555556	0.02253038	0	0.028052019	0.014957265	0	0	0.018804113	0	0.006565657
1	14522183	14522872	Teosinte/Maize	0.816483516	0.94014881	0.41702509	0.863520408	0.465780142	0.910736241	0.923266046	0.865025874	0.931861134	0.897142857	0.900743947	0.934183673	0.875357162	0.94594494	0.920978449	0.907898429	0.601312576	0.931464646	0.946494709	0.886500626	0.023809524	0.627777778	0.862301587	0.583333333	0.763157895	0.879100529	0.866666667	0.955426357	0.911788618	0.942028986	0.839285714	0.814814815	0.888888889	0.969387755	0.115384615	0.545833333	0.877314815	0.014646465	0.026643991	0.916679551	0.707257326	0.00132626	0.01351994	0.80178346	0.862511671	0.003378378	0.068356643	0.006746032	0.007092199	0.0125	0.783963772
1	15501892	15502025	Teosinte/Maize	0.820833333	0.85	0.913733609	0.825	0.855952732	0.961538462	0.814102564	0.91	0.834974084	0.916666667	0.875555556	0.880392157	0.946169772	0.842105263	0.870133668	0.975378788	0.937991718	0.955328798	0.92933009	0.75	0.976190476	0.983333333	0.901515152	0.888888889	0.97826087	0.83747412	0.964285714	0.641025641	0.861538462	0.6	0.872222222	0.712121212	0.833333333	0.458333333	0.802777778	1	0.958333333	0	0	0	0	0.755881946	0	0	0.033933923	0.011363636	0	0.041417471	0.007142857	0	0.947569585
1	18466667	18467347	Teosinte/Maize	0.05787037	0.003571429	0.378602757	0.003787879	0.023809524	0.010548523	0.299042443	0.629499596	0.469810059	0.448743386	0.542566991	0	0.384337349	0.00456621	0.088059701	0	0.857221242	0.009756098	0	0.451077098	0.954301075	0.929824561	0.557142857	0.948979592	0.467836257	0.951785714	0.952205882	0.266666667	0.961538462	0.61875	0.68627451	0.594594595	0.949382716	0.88647343	0.632575758	0.913934426	0.870887446	0.930041152	0.737786024	0.952403953	0.906666667	0.895243612	0.926477338	0.283333333	0.563968254	0.816035571	0.603589744	0.874346303	0.035864979	0.871394799	0.795943501
1	20531385	20531849	Teosinte/Maize	0.941438859	0.904502165	0.919684037	0.95270775	0.944444444	0.924675325	0.899166667	0.924382716	0.920664315	0.905673759	0.919545455	0.936168831	0.946613757	0.930115597	0.932232704	0.919761905	0.947753819	0.944638243	0.948373984	0.891353383	0.140196078	0.917816092	0.899166667	0.836666667	0.013157895	0.954545455	0.944444444	0.934173669	0.517687075	0.511594203	0.9453125	0.917283951	0.439316239	0.631972789	0.887121212	0.689189189	0.103773585	0.933653846	0.912526073	0.064516129	0.868069728	0.06391337	0.007445887	0.874872716	0.734710088	0.929265873	0.097857143	0.453441919	0.923404255	0.097575758	0.015409058
1	21185990	21186169	Teosinte/Maize	0.607843137	0.777192982	0.860215054	NA	0.986666667	0.865277778	0.83968254	0.82	0.877425044	0.267567568	0.931818182	0.720238095	0.96981982	0.887037037	NA	0.953431373	0.926319176	0.95	0.966666667	0.93957529	0.981481481	1	0.984482759	1	0.867346939	1	0.988095238	0.966666667	0.976190476	NA	0.903846154	0.938888889	0.96875	0.48045977	0.981481481	1	0.908045977	0	0.026041667	0	0.740384615	0.995967742	0	0.855555556	0	0.015151515	0.005714286	0.006349206	1	0.915373369	0.881868687
1	22599097	22599212	Teosinte/Maize	0.9	0.823529412	0.96875	0.96031746	0.965909091	0.904464286	0.933333333	0.875	1	0.863461538	0.877777778	0.784210526	0.982758621	0.974358974	0.911076605	1	0.897435897	0.944126984	0.985714286	0.975	0.96875	0.977777778	0.975806452	0.96875	0.894736842	1	0.767241379	0.983870968	1	0.981481481	1	1	0.859375	0.675595238	0.969230769	0.71875	0.967741935	0	0.956632653	0.942880742	NA	0.006896552	0.976785714	0	0.837634409	0.006944444	0.920361248	0.936579818	0	0.025862069	0.919157088
