Type	chr	start	stop	q-value	mean_methylation_difference	#CpGs	p(MWU)	p(2D KS)	POP A	POP B	Compare
CG	3	173127570	173127782	2.50E-17	-0.428838	12	3.80E-14	5.90E-23	0.32211	0.75095	Teosinte/Landrace
CG	3	183995354	183995449	1.20E-28	-0.516125	11	4.70E-14	2.80E-34	0.067828	0.58395	Teosinte/Landrace
CG	3	196589891	196590087	7.70E-21	-0.495839	13	4.80E-14	1.80E-26	0.20308	0.69892	Teosinte/Landrace
CG	3	212880056	212880426	7.90E-56	-0.513167	26	3.60E-14	1.80E-61	0.10378	0.61695	Teosinte/Landrace
CG	4	6149448	6149662	1.90E-21	-0.412346	17	3.90E-14	4.40E-27	0.21285	0.62519	Teosinte/Landrace
CG	4	41055550	41055794	2.40E-19	-0.546153	9	4.10E-14	5.60E-25	0.28043	0.82658	Teosinte/Landrace
CG	4	43648642	43648942	3.00E-24	-0.407077	18	3.90E-14	7.10E-30	0.24142	0.6485	Teosinte/Landrace
CG	4	46596477	46596989	7.00E-67	-0.606425	28	4.60E-14	1.60E-72	0.17679	0.78322	Teosinte/Landrace
CG	4	52098945	52099395	7.90E-31	-0.438147	12	4.00E-14	1.80E-36	0.028185	0.46633	Teosinte/Landrace
CG	4	53867939	53868167	4.10E-16	-0.402716	11	4.30E-14	9.50E-22	0.067428	0.47014	Teosinte/Landrace
CG	4	57030088	57030574	3.70E-90	-0.601013	31	5.40E-14	8.60E-96	0.25783	0.85884	Teosinte/Landrace
CG	4	61547733	61547926	1.60E-30	-0.502116	16	3.80E-14	3.70E-36	0.12564	0.62775	Teosinte/Landrace
CG	4	97251253	97251680	1.20E-23	-0.418334	23	3.80E-14	2.70E-29	0.30684	0.72517	Teosinte/Landrace
CG	4	106058919	106059084	1.30E-16	-0.473595	8	4.70E-14	2.90E-22	0.038274	0.51187	Teosinte/Landrace
CG	4	107786744	107786880	2.70E-25	-0.69903	8	4.10E-14	6.20E-31	0.1971	0.89613	Teosinte/Landrace
CG	4	108158928	108159691	2.90E-110	-0.696077	31	3.20E-14	6.90E-116	0.18782	0.88389	Teosinte/Landrace
CG	4	132083166	132083337	4.70E-09	-0.464358	9	4.60E-14	1.10E-14	0.31009	0.77445	Teosinte/Landrace
CG	4	132435622	132436231	7.50E-14	-0.478655	11	4.60E-14	1.80E-19	0.39494	0.87359	Teosinte/Landrace
CG	4	148733274	148733472	1.70E-17	-0.489433	9	5.00E-14	4.00E-23	0.41749	0.90692	Teosinte/Landrace
CG	4	172708719	172709016	2.60E-18	-0.419368	12	5.20E-14	6.10E-24	0.32963	0.749	Teosinte/Landrace
CG	4	177772690	177773071	1.80E-23	-0.566674	13	4.70E-14	4.30E-29	0.12865	0.69533	Teosinte/Landrace
CG	4	207030962	207031225	1.40E-52	-0.638601	20	4.00E-14	3.20E-58	0.19351	0.83211	Teosinte/Landrace
CG	4	215338225	215338768	1.60E-46	-0.48173	29	5.50E-14	3.60E-52	0.23958	0.72131	Teosinte/Landrace
CG	5	689098	689198	3.70E-12	-0.441418	8	4.60E-14	8.70E-18	0.2211	0.66252	Teosinte/Landrace
CG	5	7377242	7377494	3.80E-52	-0.581697	19	4.60E-14	8.90E-58	0.24508	0.82678	Teosinte/Landrace
CG	5	11682917	11683114	6.90E-09	-0.448352	8	4.00E-14	1.60E-14	0.23531	0.68366	Teosinte/Landrace
CG	5	19739967	19740166	3.30E-25	-0.585992	9	4.20E-14	7.60E-31	0.093122	0.67911	Teosinte/Landrace
CG	5	62112780	62113266	1.10E-26	-0.403171	21	4.20E-14	2.70E-32	0.21621	0.61938	Teosinte/Landrace
CG	5	66849245	66849597	2.60E-21	-0.459661	10	3.80E-14	6.10E-27	0.15299	0.61266	Teosinte/Landrace
CG	5	68510092	68510236	1.20E-22	-0.612759	11	4.60E-14	2.90E-28	0.15972	0.77248	Teosinte/Landrace
CG	5	80235513	80235753	3.20E-22	-0.484253	10	3.80E-14	7.40E-28	0.021488	0.50574	Teosinte/Landrace
CG	5	81111817	81112422	1.20E-16	-0.406183	13	3.60E-14	2.70E-22	0.17538	0.58156	Teosinte/Landrace
CG	5	114275638	114275850	2.60E-25	-0.447424	17	4.90E-14	6.00E-31	0.41458	0.86201	Teosinte/Landrace
CG	5	120487239	120487362	8.20E-25	-0.737725	8	4.60E-14	1.90E-30	0.12494	0.86267	Teosinte/Landrace
CG	5	121433471	121433857	8.10E-41	-0.582511	16	3.20E-14	1.90E-46	0.28805	0.87057	Teosinte/Landrace
CG	5	127466100	127466356	1.70E-28	-0.510316	18	4.40E-14	4.00E-34	0.083981	0.5943	Teosinte/Landrace
CG	5	127909218	127909356	4.50E-16	-0.530167	9	4.60E-14	1.00E-21	0.3311	0.86127	Teosinte/Landrace
CG	5	151196882	151197143	4.10E-15	-0.426296	13	4.40E-14	9.60E-21	0.4775	0.9038	Teosinte/Landrace
CG	5	177881219	177881619	1.20E-27	-0.505082	18	5.00E-14	2.80E-33	0.25033	0.75541	Teosinte/Landrace
CG	5	205090150	205091093	2.50E-54	-0.674892	16	4.70E-14	5.70E-60	0.037174	0.71207	Teosinte/Landrace
CG	5	221802337	221802602	3.40E-37	-0.40565	19	4.70E-14	8.00E-43	0.0062277	0.41188	Teosinte/Landrace
CG	6	3098546	3098959	3.20E-15	-0.494154	8	4.30E-14	7.60E-21	0.3664	0.86055	Teosinte/Landrace
CG	6	14817623	14817795	1.80E-36	-0.518969	15	4.40E-14	4.20E-42	0.34628	0.86525	Teosinte/Landrace
CG	6	18821770	18822030	1.30E-48	-0.769706	12	3.60E-14	3.10E-54	0.11853	0.88824	Teosinte/Landrace
CG	6	27615059	27615293	5.50E-21	-0.404483	15	5.00E-14	1.30E-26	0.44374	0.84822	Teosinte/Landrace
CG	6	72523716	72523937	1.00E-28	-0.636144	11	4.10E-14	2.40E-34	0.11851	0.75465	Teosinte/Landrace
CG	6	85045330	85045550	7.50E-16	-0.542388	8	4.40E-14	1.70E-21	0.1001	0.64249	Teosinte/Landrace
CG	6	87792955	87793246	8.40E-56	-0.584521	19	5.80E-14	2.00E-61	0.10549	0.69001	Teosinte/Landrace
CG	6	110231814	110231883	5.00E-12	-0.41715	8	4.30E-14	1.20E-17	0.20441	0.62156	Teosinte/Landrace
CG	6	120196039	120196167	7.60E-16	-0.51986	9	4.00E-14	1.80E-21	0.15524	0.6751	Teosinte/Landrace
CG	6	146683473	146683685	2.90E-20	-0.400922	18	4.90E-14	6.70E-26	0.2203	0.62122	Teosinte/Landrace
CG	6	161551390	161551495	1.80E-17	-0.487449	10	4.20E-14	4.20E-23	0.23363	0.72108	Teosinte/Landrace
CG	6	169165442	169165693	8.40E-18	-0.424757	12	4.80E-14	2.00E-23	0.40338	0.82814	Teosinte/Landrace
CG	7	5366835	5367066	7.70E-25	-0.467553	14	3.80E-14	1.80E-30	0.34965	0.8172	Teosinte/Landrace
CG	7	23600533	23600824	1.00E-32	-0.514973	18	4.70E-14	2.40E-38	0.11767	0.63265	Teosinte/Landrace
CG	7	49660943	49661495	3.50E-32	-0.412797	31	4.20E-14	8.30E-38	0.1008	0.5136	Teosinte/Landrace
CG	7	64304208	64304474	4.20E-21	-0.450198	13	4.50E-14	9.90E-27	0.37722	0.82742	Teosinte/Landrace
CG	7	70601961	70602583	3.10E-57	-0.50156	36	3.20E-14	7.30E-63	0.13569	0.63725	Teosinte/Landrace
CG	7	83123361	83123725	7.60E-71	-0.61789	22	4.30E-14	1.80E-76	0.28935	0.90724	Teosinte/Landrace
CG	7	83361789	83361998	4.10E-14	-0.469861	13	3.90E-14	9.50E-20	0.32608	0.79594	Teosinte/Landrace
CG	7	83557318	83557430	3.40E-23	-0.566541	11	4.90E-14	7.90E-29	0.26233	0.82887	Teosinte/Landrace
CG	7	96122779	96123132	3.90E-21	-0.637007	8	4.30E-14	9.00E-27	0.012967	0.64997	Teosinte/Landrace
CG	7	96521283	96521853	2.10E-28	-0.496007	16	4.70E-14	5.00E-34	0.39549	0.89149	Teosinte/Landrace
CG	7	114982543	114982914	2.40E-08	-0.411994	8	4.60E-14	5.70E-14	0.37663	0.78863	Teosinte/Landrace
CG	7	128931309	128931517	1.40E-17	-0.401291	19	3.90E-14	3.20E-23	0.12967	0.53096	Teosinte/Landrace
CG	7	155447440	155447797	1.50E-22	-0.419625	14	4.00E-14	3.50E-28	0.0041548	0.42378	Teosinte/Landrace
CG	7	171989383	171989728	4.30E-28	-0.523512	17	3.70E-14	1.00E-33	0.32259	0.8461	Teosinte/Landrace
CG	8	48143033	48143141	1.00E-22	-0.49047	10	4.70E-14	2.40E-28	0.23524	0.72571	Teosinte/Landrace
CG	8	89452049	89452256	5.30E-12	-0.421466	11	4.60E-14	1.20E-17	0.45954	0.88101	Teosinte/Landrace
CG	8	89452749	89453058	6.00E-22	-0.46416	17	4.80E-14	1.40E-27	0.36403	0.82819	Teosinte/Landrace
CG	8	91901686	91902118	2.20E-24	-0.461697	19	4.50E-14	5.20E-30	0.40753	0.86923	Teosinte/Landrace
CG	8	98928257	98928413	2.40E-19	-0.426869	15	4.10E-14	5.60E-25	0.16376	0.59063	Teosinte/Landrace
CG	8	101994724	101994946	1.00E-16	-0.484783	12	3.90E-14	2.40E-22	0.20304	0.68783	Teosinte/Landrace
CG	8	128894230	128894463	1.70E-18	-0.437363	11	4.30E-14	3.90E-24	0.11486	0.55222	Teosinte/Landrace
CG	8	147353522	147353814	2.00E-85	-0.827791	20	4.80E-14	4.60E-91	0.06787	0.89566	Teosinte/Landrace
CG	8	161664305	161664473	1.30E-16	-0.418516	10	4.50E-14	3.10E-22	0.070933	0.48945	Teosinte/Landrace
CG	9	138290986	138291575	2.00E-36	-0.431773	26	3.30E-14	4.70E-42	0.38411	0.81588	Teosinte/Landrace
CG	9	142474578	142474773	1.30E-10	-0.442605	8	4.10E-14	3.00E-16	0.45014	0.89275	Teosinte/Landrace
CG	9	149326503	149326805	4.90E-37	-0.856266	8	4.70E-14	1.10E-42	0.0065267	0.86279	Teosinte/Landrace
CG	9	155231000	155231237	3.50E-38	-0.72584	10	4.00E-14	8.10E-44	0.18308	0.90892	Teosinte/Landrace
CG	9	155234157	155234604	7.00E-39	-0.843499	8	5.00E-14	1.60E-44	0.078405	0.9219	Teosinte/Landrace
CG	9	155293509	155293744	3.70E-17	-0.486929	10	4.20E-14	8.50E-23	0.19475	0.68168	Teosinte/Landrace
CG	10	133868	134315	5.90E-06	-0.409141	8	1.00E-12	1.40E-11	0.15524	0.56438	Teosinte/Landrace
CG	10	7287196	7287357	3.30E-40	-0.530297	17	5.40E-14	7.80E-46	0.084842	0.61514	Teosinte/Landrace
CG	10	21378457	21378812	6.80E-33	-0.583001	13	4.10E-14	1.60E-38	0.29861	0.88162	Teosinte/Landrace
CG	10	34063590	34063855	1.80E-64	-0.88937	13	4.00E-14	4.30E-70	0.015605	0.90497	Teosinte/Landrace
CG	10	60979168	60979443	2.00E-30	-0.506384	17	4.10E-14	4.70E-36	0.18297	0.68936	Teosinte/Landrace
CG	10	78334332	78334457	7.80E-34	-0.563035	13	4.60E-14	1.80E-39	0.14103	0.70407	Teosinte/Landrace
CG	10	105636445	105636987	1.10E-30	-0.48856	18	4.70E-14	2.50E-36	0.39682	0.88538	Teosinte/Landrace
CG	10	106763364	106763688	1.10E-12	-0.554804	8	4.50E-14	2.50E-18	0.39613	0.95093	Teosinte/Landrace
CG	10	107518501	107518651	4.10E-05	-0.4084	8	4.40E-14	9.50E-11	0.38466	0.79306	Teosinte/Landrace
CG	10	110658364	110658890	1.90E-34	-0.479787	22	5.80E-14	4.40E-40	0.39497	0.87476	Teosinte/Landrace
CG	10	123091266	123091584	1.30E-47	-0.493826	25	4.80E-14	3.10E-53	0.011771	0.5056	Teosinte/Landrace
CG	10	125791421	125791565	6.60E-26	-0.615382	12	5.00E-14	1.50E-31	0.24541	0.86079	Teosinte/Landrace
CG	10	128605577	128605812	3.60E-10	-0.436545	8	1.00E-10	8.30E-16	0.031114	0.46766	Teosinte/Landrace
CG	10	143158358	143158579	1.20E-22	-0.531859	10	4.90E-14	2.80E-28	0.23378	0.76564	Teosinte/Landrace
CG	1	403764	404173	6.20E-145	-0.716995	39	5.20E-14	5.50E-151	0.10946	0.82646	Teosinte/Maize
CG	1	1028577	1028804	1.60E-27	-0.483414	16	4.30E-14	1.40E-33	0.34951	0.83292	Teosinte/Maize
CG	1	1235250	1235303	1.70E-12	-0.451136	11	3.90E-14	1.50E-18	0.1281	0.57924	Teosinte/Maize
CG	1	1259388	1259482	8.30E-34	-0.424724	25	3.70E-14	7.40E-40	0.24337	0.66809	Teosinte/Maize
CG	1	2747542	2747761	1.90E-16	-0.420925	18	4.40E-14	1.70E-22	0.12578	0.5467	Teosinte/Maize
CG	1	3486420	3486608	6.20E-33	-0.437302	20	4.50E-14	5.50E-39	0.34957	0.78687	Teosinte/Maize
CG	1	4404097	4404253	2.70E-39	-0.63532	15	4.10E-14	2.40E-45	0.14706	0.78238	Teosinte/Maize
CG	1	4424644	4424880	1.00E-25	-0.585392	13	4.00E-14	9.00E-32	0.17709	0.76248	Teosinte/Maize
CG	1	4734958	4735605	2.20E-55	-0.459091	37	4.50E-14	1.90E-61	0.027403	0.48649	Teosinte/Maize
CG	1	5702997	5703244	2.50E-48	-0.620387	19	3.30E-14	2.30E-54	0.24313	0.86352	Teosinte/Maize
CG	1	5713594	5713733	5.40E-11	-0.466073	12	1.30E-11	4.80E-17	0.0027829	0.46886	Teosinte/Maize
CG	1	12104450	12104738	1.10E-29	-0.432416	23	4.90E-14	9.70E-36	0.12461	0.55703	Teosinte/Maize
CG	1	14029457	14029910	7.70E-50	-0.563567	24	3.40E-14	6.90E-56	0.097798	0.66136	Teosinte/Maize
CG	1	14073638	14073731	1.10E-25	-0.524028	18	4.40E-14	1.00E-31	0.031462	0.55549	Teosinte/Maize
CG	1	22485472	22485760	8.10E-18	-0.542423	8	4.60E-14	7.20E-24	0.23552	0.77795	Teosinte/Maize
CG	1	23121918	23122033	1.90E-09	-0.469156	10	3.90E-14	1.70E-15	0.063559	0.53271	Teosinte/Maize
CG	1	27256889	27257110	8.40E-20	-0.537977	9	4.60E-14	7.50E-26	0.041952	0.57993	Teosinte/Maize
CG	1	34971533	34971743	1.10E-08	-0.40348	8	4.70E-14	9.50E-15	0.22067	0.62415	Teosinte/Maize
CG	1	36898441	36898592	3.20E-22	-0.537888	10	4.70E-14	2.80E-28	0.093341	0.63123	Teosinte/Maize
CG	1	49361390	49361974	2.90E-17	-0.401249	12	4.70E-14	2.60E-23	0.39981	0.80106	Teosinte/Maize
CG	1	50010899	50011516	3.00E-50	-0.491821	20	4.00E-14	2.60E-56	0.29649	0.78831	Teosinte/Maize
CG	1	50506189	50506331	1.50E-12	-0.506016	8	5.10E-14	1.30E-18	0.0029042	0.50892	Teosinte/Maize
CG	1	50506761	50506904	4.30E-10	-0.458199	10	4.70E-06	3.80E-16	0.001125	0.45932	Teosinte/Maize
CG	1	69844897	69845287	9.50E-20	-0.411355	20	4.70E-14	8.40E-26	0.14231	0.55366	Teosinte/Maize
CG	1	70217453	70217899	1.40E-32	-0.579904	15	4.80E-14	1.20E-38	0.24924	0.82914	Teosinte/Maize
CG	1	95965622	95966550	6.20E-29	-0.497466	19	5.10E-14	5.50E-35	0.33326	0.83072	Teosinte/Maize
CG	1	98968472	98968824	1.30E-20	-0.655475	8	3.80E-14	1.20E-26	0.13119	0.78666	Teosinte/Maize
CG	1	106182380	106182498	3.70E-34	-0.699073	11	4.30E-14	3.30E-40	0.15647	0.85554	Teosinte/Maize
CG	1	109471599	109471786	2.60E-13	-0.490579	9	4.70E-14	2.30E-19	0.2768	0.76738	Teosinte/Maize
CG	1	115465055	115465118	6.00E-20	-0.697432	9	4.70E-14	5.40E-26	0.026826	0.72426	Teosinte/Maize
CG	1	118876579	118877471	7.90E-44	-0.424195	30	5.10E-14	7.10E-50	0.29384	0.71803	Teosinte/Maize
CG	1	125808073	125808659	1.40E-23	-0.414796	25	5.10E-14	1.20E-29	0.28123	0.69603	Teosinte/Maize
CG	1	127254313	127255376	3.70E-73	-0.485642	38	5.50E-14	3.30E-79	0.4141	0.89975	Teosinte/Maize
CG	1	127255699	127255877	9.50E-08	-0.415444	8	4.40E-14	8.50E-14	0.43808	0.85353	Teosinte/Maize
CG	1	128271743	128272044	1.80E-20	-0.487206	12	4.30E-14	1.60E-26	0.41435	0.90155	Teosinte/Maize
CG	1	129034877	129035163	2.40E-22	-0.456481	15	3.80E-14	2.10E-28	0.46374	0.92022	Teosinte/Maize
CG	1	130306823	130307623	4.70E-86	-0.627572	30	6.10E-14	4.20E-92	0.27367	0.90125	Teosinte/Maize
CG	1	130473811	130474366	9.60E-46	-0.442372	31	3.70E-14	8.60E-52	0.33541	0.77778	Teosinte/Maize
CG	1	130576248	130577147	1.90E-41	-0.412095	30	4.60E-14	1.70E-47	0.42533	0.83742	Teosinte/Maize
CG	1	131051383	131051539	4.00E-19	-0.614953	8	4.90E-14	3.60E-25	0.2205	0.83545	Teosinte/Maize
CG	1	139679173	139679888	1.60E-30	-0.460576	16	4.10E-14	1.40E-36	0.37204	0.83262	Teosinte/Maize
CG	1	140271065	140271322	1.60E-38	-0.764645	10	4.70E-14	1.40E-44	0.10848	0.87313	Teosinte/Maize
CG	1	147358586	147359133	1.20E-19	-0.501452	12	4.20E-14	1.10E-25	0.21507	0.71652	Teosinte/Maize
CG	1	156404817	156404944	1.70E-05	-0.419859	8	2.80E-12	1.50E-11	0.27963	0.69949	Teosinte/Maize
CG	1	164215919	164216311	5.90E-19	-0.569991	9	3.80E-14	5.30E-25	0.31028	0.88027	Teosinte/Maize
CG	1	164578078	164578458	9.60E-04	-0.423974	8	7.30E-08	8.60E-10	0.26472	0.6887	Teosinte/Maize
CG	1	166625215	166625937	2.50E-64	-0.5516	29	3.90E-14	2.20E-70	0.22973	0.78132	Teosinte/Maize
CG	1	175982994	175983352	1.70E-31	-0.516443	19	4.40E-14	1.50E-37	0.30524	0.82169	Teosinte/Maize
CG	1	176782820	176782972	3.10E-11	-0.448881	11	4.10E-14	2.70E-17	0.33158	0.78046	Teosinte/Maize
