Type,chr,start,stop,q-value,mean_methylation_difference,#CpGs,p(MWU),p(2D KS),POP A,POP B,Compare
CG,2,36860029,36860110,5.20E-17,-0.495223,8,4.60E-14,9.60E-23,0.098368,0.59359,Teosinte/Landrace
CG,2,37117817,37118140,5.70E-32,0.594092,15,3.90E-14,1.10E-37,0.90349,0.30939,Teosinte/Landrace
CG,2,37352651,37352951,6.90E-51,0.696639,11,4.10E-14,1.30E-56,0.71669,0.020053,Teosinte/Landrace
CG,2,76079279,76079464,1.50E-27,-0.536984,14,4.80E-14,2.70E-33,0.29742,0.8344,Teosinte/Landrace
CG,2,92181200,92181343,3.80E-15,0.536597,9,4.40E-14,7.00E-21,0.9081,0.3715,Teosinte/Landrace
CG,2,93283677,93283821,2.10E-29,0.70772,8,4.40E-14,4.00E-35,0.79648,0.088757,Teosinte/Landrace
CG,2,95496369,95496801,4.70E-08,-0.425191,10,1.50E-07,8.70E-14,0.010204,0.4354,Teosinte/Landrace
CG,2,99680391,99680525,7.40E-08,0.41538,8,4.40E-14,1.40E-13,0.56033,0.14495,Teosinte/Landrace
CG,2,105162195,105162530,1.70E-71,0.566825,17,5.70E-14,3.10E-77,0.57358,0.0067563,Teosinte/Landrace
CG,2,105800260,105800679,7.70E-22,-0.626512,9,4.80E-14,1.40E-27,0.20785,0.83436,Teosinte/Landrace
CG,2,106082203,106082337,1.10E-11,-0.464949,8,4.20E-14,2.10E-17,0.10776,0.57271,Teosinte/Landrace
CG,2,114899891,114900338,4.80E-26,-0.515135,14,4.70E-14,8.90E-32,0.35963,0.87477,Teosinte/Landrace
CG,2,118781124,118781762,1.60E-170,0.752832,36,4.40E-14,3.00E-176,0.77173,0.018902,Teosinte/Landrace
CG,2,121939051,121939552,2.10E-109,0.769372,29,7.00E-14,4.00E-115,0.89284,0.12346,Teosinte/Landrace
CG,2,127607560,127607738,1.00E-08,0.449894,9,4.50E-14,1.90E-14,0.84538,0.39549,Teosinte/Landrace
CG,2,129009041,129009340,3.20E-29,-0.493947,16,4.80E-14,5.90E-35,0.24121,0.73516,Teosinte/Landrace
CG,2,140990134,140990225,9.30E-37,-0.696763,10,3.70E-14,1.70E-42,0.23878,0.93554,Teosinte/Landrace
CG,2,158879903,158880112,3.10E-65,0.840814,13,3.80E-14,5.80E-71,0.84394,0.0031269,Teosinte/Landrace
CG,2,166115507,166116420,7.80E-83,0.735338,22,4.50E-14,1.50E-88,0.89264,0.1573,Teosinte/Landrace
CG,2,166267701,166267877,3.00E-13,0.505871,8,3.80E-14,5.60E-19,0.75592,0.25005,Teosinte/Landrace
CG,2,177712823,177713376,3.40E-38,0.416357,28,3.60E-14,6.20E-44,0.71489,0.29853,Teosinte/Landrace
CG,2,182856657,182856801,4.90E-24,0.513508,10,4.80E-14,9.10E-30,0.92272,0.40922,Teosinte/Landrace
CG,2,195287940,195288130,6.40E-26,0.538012,12,3.70E-14,1.20E-31,0.90906,0.37105,Teosinte/Landrace
CG,2,198336838,198337025,5.80E-37,0.73317,11,4.80E-14,1.10E-42,0.8954,0.16223,Teosinte/Landrace
CG,2,201333769,201334160,6.90E-62,0.880798,13,3.20E-14,1.30E-67,0.88521,0.0044105,Teosinte/Landrace
CG,2,202379633,202379730,1.70E-14,0.438078,9,4.50E-14,3.10E-20,0.64112,0.20304,Teosinte/Landrace
CG,2,205078327,205078777,9.80E-66,0.684524,18,3.00E-14,1.80E-71,0.68994,0.0054142,Teosinte/Landrace
CG,2,214268371,214268567,4.20E-65,0.465611,21,3.10E-14,7.80E-71,0.48987,0.024257,Teosinte/Landrace
CG,2,216044947,216045185,2.60E-18,-0.515855,9,4.40E-14,4.90E-24,0.40952,0.92538,Teosinte/Landrace
CG,2,218944039,218944152,1.10E-13,-0.408774,10,4.00E-14,2.10E-19,0.031961,0.44074,Teosinte/Landrace
CG,2,220376303,220376576,8.60E-66,0.748297,18,5.60E-14,1.60E-71,0.90397,0.15567,Teosinte/Landrace
CG,2,229393724,229393988,1.80E-38,0.701986,11,3.80E-14,3.30E-44,0.75041,0.04842,Teosinte/Landrace
CG,2,237360669,237360768,1.20E-05,-0.405705,8,1.40E-09,2.20E-11,0.05341,0.45911,Teosinte/Landrace
CG,2,242914915,242915242,4.90E-46,-0.57525,18,5.30E-14,9.20E-52,0.32863,0.90388,Teosinte/Landrace
CG,3,35779034,35779250,7.50E-33,0.585851,11,4.60E-14,1.40E-38,0.75337,0.16752,Teosinte/Landrace
CG,3,59471721,59471834,1.20E-20,0.409694,12,4.80E-14,2.30E-26,0.51244,0.10274,Teosinte/Landrace
CG,3,68843639,68843782,3.50E-22,0.453529,13,4.60E-14,6.40E-28,0.90661,0.45308,Teosinte/Landrace
CG,3,69442703,69442877,2.00E-23,0.540787,11,4.70E-14,3.60E-29,0.90391,0.36312,Teosinte/Landrace
CG,3,73681253,73681399,8.30E-08,0.400731,8,4.50E-14,1.60E-13,0.7188,0.31807,Teosinte/Landrace
CG,3,74617510,74617649,1.90E-13,0.533308,8,4.80E-14,3.40E-19,0.87134,0.33803,Teosinte/Landrace
CG,3,74796329,74796529,1.70E-15,-0.444765,10,4.30E-14,3.10E-21,0.20478,0.64954,Teosinte/Landrace
CG,3,75328518,75328898,1.50E-27,-0.453539,16,3.90E-14,2.90E-33,0.34629,0.79982,Teosinte/Landrace
CG,3,75632355,75632552,1.00E-13,-0.512094,8,4.40E-14,1.90E-19,0.28865,0.80074,Teosinte/Landrace
CG,3,75669065,75669470,1.10E-24,0.506445,15,4.60E-14,2.10E-30,0.82338,0.31694,Teosinte/Landrace
CG,3,76734774,76734941,8.00E-31,-0.559239,19,4.70E-14,1.50E-36,0.1237,0.68294,Teosinte/Landrace
CG,3,78211132,78212066,2.00E-91,0.637426,35,3.10E-14,3.70E-97,0.79456,0.15713,Teosinte/Landrace
CG,3,78898364,78898798,5.60E-89,0.84481,19,4.70E-14,1.00E-94,0.89855,0.053737,Teosinte/Landrace
CG,3,79160686,79160915,5.20E-26,0.603091,11,4.10E-14,9.60E-32,0.92469,0.32159,Teosinte/Landrace
CG,3,80033465,80033661,5.00E-87,0.816809,19,4.00E-14,9.30E-93,0.82345,0.0066382,Teosinte/Landrace
CG,3,81622804,81623255,9.10E-42,0.538718,25,3.50E-14,1.70E-47,0.82948,0.29076,Teosinte/Landrace
CG,3,82044812,82045387,1.10E-69,0.440975,37,4.70E-14,2.00E-75,0.53632,0.095348,Teosinte/Landrace
CG,3,83499044,83499186,4.30E-27,-0.49308,9,4.60E-14,8.00E-33,0.0071637,0.50024,Teosinte/Landrace
CG,3,83930640,83930898,2.10E-47,0.402012,21,3.10E-14,3.90E-53,0.41762,0.015611,Teosinte/Landrace
CG,3,85284653,85285617,2.90E-94,0.624018,34,1.90E-14,5.40E-100,0.73374,0.10972,Teosinte/Landrace
CG,3,87055312,87055882,2.80E-25,0.559171,15,4.20E-14,5.20E-31,0.85905,0.29988,Teosinte/Landrace
CG,3,91860639,91860783,8.60E-09,0.424832,9,4.60E-14,1.60E-14,0.81052,0.38569,Teosinte/Landrace
CG,3,92478280,92478715,1.60E-21,0.572035,11,5.10E-14,3.00E-27,0.8795,0.30746,Teosinte/Landrace
CG,3,92490741,92491097,2.10E-10,-0.488022,8,4.50E-14,3.90E-16,0.3217,0.80972,Teosinte/Landrace
CG,3,92536355,92536690,2.80E-30,0.52941,15,3.80E-14,5.10E-36,0.82034,0.29093,Teosinte/Landrace
CG,3,95275272,95275552,6.30E-37,0.414354,19,4.40E-14,1.20E-42,0.54066,0.1263,Teosinte/Landrace
CG,3,97219268,97219506,1.70E-19,0.490491,12,3.90E-14,3.20E-25,0.70199,0.2115,Teosinte/Landrace
CG,3,106796626,106797292,2.20E-79,0.902561,15,4.90E-14,4.00E-85,0.90331,0.00075169,Teosinte/Landrace
CG,3,109023463,109023694,1.70E-84,0.79528,17,5.40E-14,3.10E-90,0.85067,0.055391,Teosinte/Landrace
CG,3,115125995,115126239,4.40E-38,0.472588,23,3.70E-14,8.20E-44,0.83161,0.35902,Teosinte/Landrace
CG,3,132586497,132586731,7.90E-65,0.726725,19,3.40E-14,1.50E-70,0.93313,0.2064,Teosinte/Landrace
CG,3,145482641,145482786,1.90E-12,0.554413,8,4.30E-14,3.50E-18,0.91122,0.35681,Teosinte/Landrace
CG,3,171187483,171187623,1.40E-15,0.543508,8,4.20E-14,2.50E-21,0.90315,0.35964,Teosinte/Landrace
CG,3,173127570,173127782,1.10E-16,-0.432429,12,4.50E-14,2.10E-22,0.31927,0.7517,Teosinte/Landrace
CG,3,180467315,180467523,3.70E-14,0.457142,11,4.20E-14,6.80E-20,0.87135,0.4142,Teosinte/Landrace
CG,3,183995354,183995449,1.10E-26,-0.530862,10,4.60E-14,2.00E-32,0.066684,0.59755,Teosinte/Landrace
CG,3,189776099,189776261,2.20E-27,0.587194,11,4.10E-14,4.20E-33,0.82094,0.23375,Teosinte/Landrace
CG,3,196589838,196590168,6.50E-21,-0.418554,20,4.80E-14,1.20E-26,0.16493,0.58349,Teosinte/Landrace
CG,3,197490116,197490247,5.60E-40,0.808611,10,4.70E-14,1.00E-45,0.8352,0.026587,Teosinte/Landrace
CG,3,212880056,212880426,2.30E-52,-0.505691,26,5.90E-14,4.20E-58,0.10134,0.60704,Teosinte/Landrace
CG,3,220062145,220062460,9.80E-97,0.625642,28,6.80E-14,1.80E-102,0.73697,0.11133,Teosinte/Landrace
CG,3,226547603,226547880,1.60E-107,0.447661,45,5.60E-14,3.00E-113,0.91916,0.4715,Teosinte/Landrace
CG,4,28236252,28236391,2.90E-22,0.608197,9,3.90E-14,5.40E-28,0.85816,0.24997,Teosinte/Landrace
CG,4,31616862,31617088,5.40E-47,0.639251,16,4.40E-14,1.00E-52,0.72555,0.086298,Teosinte/Landrace
CG,4,36832696,36832888,8.80E-13,-0.423171,13,4.10E-14,1.60E-18,0.30715,0.73032,Teosinte/Landrace
CG,4,39428416,39428872,5.40E-65,0.715922,18,5.80E-14,1.00E-70,0.80958,0.093656,Teosinte/Landrace
CG,4,41802501,41803032,6.80E-138,0.859386,29,2.00E-14,1.30E-143,0.89207,0.032686,Teosinte/Landrace
CG,4,43648430,43648894,4.30E-20,-0.422297,15,5.00E-14,7.90E-26,0.2791,0.70139,Teosinte/Landrace
CG,4,46596477,46597066,2.50E-74,-0.591262,31,3.60E-14,4.70E-80,0.17759,0.76885,Teosinte/Landrace
CG,4,52098945,52099395,2.80E-30,-0.43465,12,5.00E-14,5.30E-36,0.028185,0.46284,Teosinte/Landrace
CG,4,55140974,55141241,7.70E-58,0.51808,17,3.10E-14,1.40E-63,0.52529,0.0072067,Teosinte/Landrace
CG,4,57030088,57030574,4.70E-83,-0.610846,28,4.00E-14,8.70E-89,0.26373,0.87458,Teosinte/Landrace
CG,4,60796378,60796542,1.90E-21,0.576319,10,4.60E-14,3.60E-27,0.87915,0.30283,Teosinte/Landrace
CG,4,60824086,60824419,6.70E-82,0.768487,22,5.50E-14,1.30E-87,0.86708,0.098595,Teosinte/Landrace
CG,4,61547733,61547981,2.10E-41,-0.481531,22,3.90E-14,3.90E-47,0.10339,0.58492,Teosinte/Landrace
CG,4,65387728,65388206,1.50E-115,0.464142,58,7.10E-14,2.70E-121,0.64175,0.17761,Teosinte/Landrace
CG,4,66677310,66677884,1.30E-12,-0.50487,8,4.60E-14,2.30E-18,0.34874,0.85361,Teosinte/Landrace
CG,4,87970116,87970601,2.60E-62,0.587236,29,4.50E-14,4.80E-68,0.90843,0.32119,Teosinte/Landrace
CG,4,89813953,89814180,1.10E-13,0.491812,9,4.20E-14,2.00E-19,0.58982,0.09801,Teosinte/Landrace
CG,4,92493268,92493475,2.80E-07,0.425137,8,6.00E-11,5.10E-13,0.92573,0.50059,Teosinte/Landrace
CG,4,93176337,93176705,7.50E-69,0.761829,17,3.30E-14,1.40E-74,0.88519,0.12337,Teosinte/Landrace
CG,4,93322516,93322779,1.40E-66,0.560531,24,4.70E-14,2.60E-72,0.6647,0.10417,Teosinte/Landrace
CG,4,94141947,94142281,1.20E-52,0.851907,11,3.30E-14,2.20E-58,0.859,0.0070961,Teosinte/Landrace
CG,4,94224420,94225260,6.90E-116,0.618617,37,5.70E-14,1.30E-121,0.72805,0.10944,Teosinte/Landrace
CG,4,94292391,94292461,1.20E-05,0.423419,8,4.10E-14,2.20E-11,0.78382,0.3604,Teosinte/Landrace
CG,4,95465786,95465923,7.60E-17,0.53493,8,4.10E-14,1.40E-22,0.54347,0.0085385,Teosinte/Landrace
CG,4,99232457,99232783,1.90E-36,0.643812,12,3.90E-14,3.40E-42,0.90266,0.25885,Teosinte/Landrace
CG,4,101099590,101099743,5.10E-25,0.407305,9,4.80E-14,9.50E-31,0.40731,1.76E-07,Teosinte/Landrace
CG,4,101149170,101149942,1.20E-107,0.450819,46,6.70E-14,2.30E-113,0.55216,0.10134,Teosinte/Landrace
CG,4,101157502,101157594,2.00E-36,0.663372,11,4.20E-14,3.70E-42,0.76032,0.096946,Teosinte/Landrace
CG,4,102884408,102884676,1.10E-21,0.527009,10,4.10E-14,2.00E-27,0.58823,0.061222,Teosinte/Landrace
CG,4,103197429,103198137,3.00E-48,0.721779,14,5.50E-14,5.70E-54,0.83724,0.11546,Teosinte/Landrace
CG,4,107786744,107786880,2.50E-24,-0.693239,8,4.90E-14,4.60E-30,0.20067,0.89391,Teosinte/Landrace
CG,4,108158928,108159691,8.90E-107,-0.69959,30,1.70E-14,1.70E-112,0.18814,0.88773,Teosinte/Landrace
CG,4,108617260,108617612,1.30E-87,0.894202,18,3.90E-14,2.30E-93,0.89557,0.0013689,Teosinte/Landrace
CG,4,112126620,112127178,4.80E-52,0.778013,12,5.80E-14,8.90E-58,0.7862,0.0081868,Teosinte/Landrace
CG,4,113720084,113720642,1.30E-79,0.523673,35,5.10E-14,2.40E-85,0.65827,0.1346,Teosinte/Landrace
CG,4,118650174,118650625,4.30E-97,0.915851,20,5.20E-14,8.00E-103,0.9246,0.0087521,Teosinte/Landrace
CG,4,119448403,119448591,2.20E-48,0.867055,10,3.70E-14,4.20E-54,0.92248,0.055422,Teosinte/Landrace
CG,4,119649349,119649611,2.60E-59,0.789271,16,5.10E-14,4.80E-65,0.88879,0.09952,Teosinte/Landrace
CG,4,119846585,119846976,2.40E-26,0.639972,11,4.90E-14,4.40E-32,0.93443,0.29446,Teosinte/Landrace
CG,4,127389094,127389358,1.50E-58,0.511978,23,4.60E-14,2.80E-64,0.59346,0.081485,Teosinte/Landrace
CG,4,129007595,129007677,1.40E-13,-0.438312,8,9.50E-14,2.50E-19,0.0010417,0.43935,Teosinte/Landrace
CG,4,132083166,132083337,9.00E-08,-0.443703,9,4.20E-14,1.70E-13,0.32994,0.77364,Teosinte/Landrace
CG,4,132435490,132436231,5.60E-15,-0.450664,15,4.10E-14,1.00E-20,0.40942,0.86009,Teosinte/Landrace
CG,4,134884718,134885078,1.90E-40,0.716231,13,4.50E-14,3.60E-46,0.9003,0.18407,Teosinte/Landrace
CG,4,135572498,135573057,1.60E-37,0.409735,17,3.50E-14,2.90E-43,0.91447,0.50473,Teosinte/Landrace
CG,4,141226293,141226486,1.00E-15,0.530033,9,4.30E-14,1.90E-21,0.71114,0.1811,Teosinte/Landrace
CG,4,148733274,148733463,3.30E-19,-0.509661,8,4.90E-14,6.20E-25,0.41251,0.92217,Teosinte/Landrace
CG,4,157571637,157572097,5.50E-41,0.485156,16,5.70E-14,1.00E-46,0.80566,0.3205,Teosinte/Landrace
CG,4,161345315,161345825,2.20E-111,0.468711,39,7.20E-14,4.10E-117,0.49818,0.029473,Teosinte/Landrace
CG,4,161346711,161347025,3.40E-73,0.546454,22,3.40E-14,6.30E-79,0.5818,0.035347,Teosinte/Landrace
CG,4,172708719,172709016,2.00E-21,-0.418321,14,4.40E-14,3.70E-27,0.33571,0.75403,Teosinte/Landrace
CG,4,177772705,177773125,4.00E-25,-0.617523,12,4.20E-14,7.30E-31,0.091245,0.70877,Teosinte/Landrace
CG,4,194318334,194318583,7.90E-14,-0.42639,10,3.80E-14,1.50E-19,0.32923,0.75562,Teosinte/Landrace
CG,4,207030962,207031221,1.50E-55,-0.675042,19,3.30E-14,2.70E-61,0.17395,0.84899,Teosinte/Landrace
CG,4,214752405,214752612,1.40E-31,0.74235,9,4.00E-14,2.60E-37,0.87869,0.13634,Teosinte/Landrace
CG,4,214775771,214775964,6.70E-46,0.695892,15,5.80E-14,1.20E-51,0.90125,0.20535,Teosinte/Landrace
CG,4,215338225,215338768,8.50E-49,-0.495424,29,3.20E-14,1.60E-54,0.23576,0.73118,Teosinte/Landrace
CG,4,221540077,221540215,1.20E-39,0.915879,8,4.40E-14,2.30E-45,0.91744,0.0015664,Teosinte/Landrace
CG,4,221546410,221546644,9.20E-44,0.867321,9,4.70E-14,1.70E-49,0.88427,0.016949,Teosinte/Landrace
CG,4,221879135,221879306,1.20E-17,0.408369,11,4.90E-14,2.20E-23,0.88613,0.47776,Teosinte/Landrace
CG,4,225047967,225048171,3.10E-33,0.757231,9,4.70E-14,5.80E-39,0.93383,0.1766,Teosinte/Landrace
CG,4,240801080,240801298,1.30E-08,0.406624,11,1.60E-13,2.50E-14,0.92108,0.51445,Teosinte/Landrace
CG,5,689057,689240,4.00E-19,-0.444003,13,4.50E-14,7.40E-25,0.15316,0.59716,Teosinte/Landrace
CG,5,1068347,1068534,5.40E-25,0.411517,12,4.70E-14,1.00E-30,0.92405,0.51253,Teosinte/Landrace
CG,5,1957636,1958035,6.80E-50,0.477057,17,4.80E-14,1.30E-55,0.48092,0.0038603,Teosinte/Landrace
CG,5,5151449,5152246,6.50E-77,0.456321,42,2.30E-14,1.20E-82,0.83734,0.38102,Teosinte/Landrace
CG,5,7377241,7377432,4.70E-48,-0.549276,18,4.00E-14,8.80E-54,0.27183,0.82111,Teosinte/Landrace
CG,5,11682917,11683114,4.20E-11,-0.436839,10,4.50E-14,7.80E-17,0.2358,0.67264,Teosinte/Landrace
CG,5,14616712,14617082,8.60E-94,0.675213,26,4.50E-14,1.60E-99,0.74432,0.069102,Teosinte/Landrace
CG,5,21323198,21323403,1.20E-32,0.426167,15,3.80E-14,2.20E-38,0.53905,0.11288,Teosinte/Landrace
CG,5,23917046,23917205,4.10E-08,-0.420187,10,4.20E-14,7.70E-14,0.19628,0.61646,Teosinte/Landrace
CG,5,29993223,29993393,2.60E-08,-0.408414,8,4.60E-14,4.80E-14,0.094357,0.50277,Teosinte/Landrace
CG,5,37679850,37680024,3.60E-12,0.444067,11,4.20E-14,6.70E-18,0.66591,0.22184,Teosinte/Landrace
CG,5,39266673,39266860,2.40E-18,0.465071,9,4.00E-14,4.50E-24,0.88075,0.41568,Teosinte/Landrace
CG,5,39737083,39737820,5.20E-101,0.442764,51,4.50E-14,9.60E-107,0.88311,0.44034,Teosinte/Landrace
