DMR_Chr	DMR_S	DMR_E	m(P1-P2)	Sweep_Chr	Sweep_S	Sweep__E	XPCLR	DMR_Type
1	156585603	156585994	0.693139	1	156490001	156700000	85.57629534	CG_TEO_MZ_Hypo_DMR_sweep
1	156677247	156677426	0.428648	1	156490001	156700000	85.57629534	CG_TEO_MZ_Hypo_DMR_sweep
1	159291821	159292274	0.567572	1	159190001	159315000	70.63441823	CG_TEO_MZ_Hypo_DMR_sweep
1	164365874	164366390	0.464101	1	164330001	164630000	66.49225657	CG_TEO_MZ_Hypo_DMR_sweep
1	185476494	185477307	0.440177	1	185365001	185480000	67.78093732	CG_TEO_MZ_Hypo_DMR_sweep
1	185477986	185478310	0.464339	1	185365001	185480000	67.78093732	CG_TEO_MZ_Hypo_DMR_sweep
1	214773234	214773351	0.776225	1	214725001	215060000	98.68238224	CG_TEO_MZ_Hypo_DMR_sweep
1	270512522	270513056	0.796947	1	270480001	270595000	67.15364758	CG_TEO_MZ_Hypo_DMR_sweep
1	278895434	278898312	0.695664	1	278850001	279015000	83.63337165	CG_TEO_MZ_Hypo_DMR_sweep
2	17578260	17578574	0.890047	2	17565001	17625000	63.29589679	CG_TEO_MZ_Hypo_DMR_sweep
2	26281731	26282629	0.561409	2	26190001	27135000	163.3610199	CG_TEO_MZ_Hypo_DMR_sweep
2	26840253	26840826	0.518086	2	26190001	27135000	163.3610199	CG_TEO_MZ_Hypo_DMR_sweep
2	26844518	26845253	0.500568	2	26190001	27135000	163.3610199	CG_TEO_MZ_Hypo_DMR_sweep
2	37080418	37080967	0.500205	2	36845001	37145000	81.14649736	CG_TEO_MZ_Hypo_DMR_sweep
2	37117817	37118686	0.444181	2	36845001	37145000	81.14649736	CG_TEO_MZ_Hypo_DMR_sweep
2	75237591	75237890	0.476408	2	75210001	75410000	77.55159624	CG_TEO_MZ_Hypo_DMR_sweep
2	94282849	94283466	0.471451	2	93625001	94770000	144.4352016	CG_TEO_MZ_Hypo_DMR_sweep
2	98238477	98239044	0.582005	2	97690001	98500000	120.68224	CG_TEO_MZ_Hypo_DMR_sweep
2	98239369	98239509	0.464189	2	97690001	98500000	120.68224	CG_TEO_MZ_Hypo_DMR_sweep
2	98952042	98952224	0.897603	2	98725001	99055000	104.2827579	CG_TEO_MZ_Hypo_DMR_sweep
2	99680103	99680991	0.437532	2	99310001	100210000	107.8253189	CG_TEO_MZ_Hypo_DMR_sweep
2	99760981	99761331	0.750609	2	99310001	100210000	107.8253189	CG_TEO_MZ_Hypo_DMR_sweep
2	100170419	100171043	0.746807	2	99310001	100210000	107.8253189	CG_TEO_MZ_Hypo_DMR_sweep
2	101579167	101579524	0.724517	2	100930001	102100000	142.7613287	CG_TEO_MZ_Hypo_DMR_sweep
2	101769366	101770154	0.705215	2	100930001	102100000	142.7613287	CG_TEO_MZ_Hypo_DMR_sweep
2	103115651	103116084	0.699728	2	103110001	104100000	121.2852417	CG_TEO_MZ_Hypo_DMR_sweep
2	104049639	104049946	0.613277	2	103110001	104100000	121.2852417	CG_TEO_MZ_Hypo_DMR_sweep
2	105061787	105062003	0.773841	2	104555001	105125000	112.5752626	CG_TEO_MZ_Hypo_DMR_sweep
2	110108032	110108304	0.468474	2	109815001	110485000	166.6444464	CG_TEO_MZ_Hypo_DMR_sweep
2	118781096	118781825	0.772543	2	118200001	119625000	190.9261675	CG_TEO_MZ_Hypo_DMR_sweep
2	121938893	121939552	0.784818	2	121930001	122160000	79.09048912	CG_TEO_MZ_Hypo_DMR_sweep
2	132182224	132182348	0.560997	2	132140001	132375000	123.5159672	CG_TEO_MZ_Hypo_DMR_sweep
2	166115484	166116420	0.426	2	165945001	166175000	117.5484918	CG_TEO_MZ_Hypo_DMR_sweep
2	198820415	198820861	0.474687	2	198630001	198995000	113.3377215	CG_TEO_MZ_Hypo_DMR_sweep
2	236611656	236612039	0.663542	2	236550001	236690000	66.8277316	CG_TEO_MZ_Hypo_DMR_sweep
3	189666	190235	0.481007	3	5001	255000	126.6069872	CG_TEO_MZ_Hypo_DMR_sweep
3	12025586	12026563	0.585957	3	11925001	12030000	73.92356957	CG_TEO_MZ_Hypo_DMR_sweep
3	71475141	71475922	0.564815	3	70160001	73195000	184.0125358	CG_TEO_MZ_Hypo_DMR_sweep
3	71571292	71571618	0.813372	3	70160001	73195000	184.0125358	CG_TEO_MZ_Hypo_DMR_sweep
3	71811887	71812030	0.550284	3	70160001	73195000	184.0125358	CG_TEO_MZ_Hypo_DMR_sweep
3	73681178	73681591	0.50315	3	73260001	79785000	173.1603758	CG_TEO_MZ_Hypo_DMR_sweep
3	74617510	74617809	0.712762	3	73260001	79785000	173.1603758	CG_TEO_MZ_Hypo_DMR_sweep
3	74688020	74688505	0.443596	3	73260001	79785000	173.1603758	CG_TEO_MZ_Hypo_DMR_sweep
3	75357257	75358132	0.505602	3	73260001	79785000	173.1603758	CG_TEO_MZ_Hypo_DMR_sweep
3	75669019	75669578	0.761111	3	73260001	79785000	173.1603758	CG_TEO_MZ_Hypo_DMR_sweep
3	78211132	78211675	0.500089	3	73260001	79785000	173.1603758	CG_TEO_MZ_Hypo_DMR_sweep
3	78897962	78898997	0.737394	3	73260001	79785000	173.1603758	CG_TEO_MZ_Hypo_DMR_sweep
3	79160529	79161083	0.547256	3	73260001	79785000	173.1603758	CG_TEO_MZ_Hypo_DMR_sweep
3	80033383	80033710	0.802193	3	79840001	80405000	120.6627541	CG_TEO_MZ_Hypo_DMR_sweep
3	88434376	88434612	0.507687	3	87905001	89280000	101.4818129	CG_TEO_MZ_Hypo_DMR_sweep
3	92478122	92478800	0.760693	3	91980001	92560000	98.04362902	CG_TEO_MZ_Hypo_DMR_sweep
3	92536414	92536900	0.648455	3	91980001	92560000	98.04362902	CG_TEO_MZ_Hypo_DMR_sweep
3	93367827	93367954	0.600363	3	93310001	93530000	107.902188	CG_TEO_MZ_Hypo_DMR_sweep
3	93497255	93497497	0.40218	3	93310001	93530000	107.902188	CG_TEO_MZ_Hypo_DMR_sweep
3	96371242	96371398	0.7785	3	96040001	97565000	173.806976	CG_TEO_MZ_Hypo_DMR_sweep
3	97015194	97016039	0.709642	3	96040001	97565000	173.806976	CG_TEO_MZ_Hypo_DMR_sweep
3	145163299	145163850	0.413256	3	144975001	145520000	112.6818956	CG_TEO_MZ_Hypo_DMR_sweep
3	145482368	145482786	0.494475	3	144975001	145520000	112.6818956	CG_TEO_MZ_Hypo_DMR_sweep
3	226695206	226695639	0.792361	3	226680001	226820000	99.63792163	CG_TEO_MZ_Hypo_DMR_sweep
4	35018538	35018760	0.449859	4	34980001	35225000	63.24427458	CG_TEO_MZ_Hypo_DMR_sweep
4	39428185	39428769	0.788726	4	39260001	39480000	79.10381892	CG_TEO_MZ_Hypo_DMR_sweep
4	41764414	41765103	0.613738	4	41535001	41965000	83.30752113	CG_TEO_MZ_Hypo_DMR_sweep
4	41802501	41803129	0.847811	4	41535001	41965000	83.30752113	CG_TEO_MZ_Hypo_DMR_sweep
4	50025778	50026534	0.526279	4	49840001	50580000	99.47952407	CG_TEO_MZ_Hypo_DMR_sweep
4	50213407	50213705	0.644212	4	49840001	50580000	99.47952407	CG_TEO_MZ_Hypo_DMR_sweep
4	60824086	60824524	0.848724	4	60695001	60850000	116.8142997	CG_TEO_MZ_Hypo_DMR_sweep
4	61665646	61665972	0.560746	4	61060001	62430000	186.842663	CG_TEO_MZ_Hypo_DMR_sweep
4	74960831	74961315	0.624526	4	74880001	75580000	130.4473614	CG_TEO_MZ_Hypo_DMR_sweep
4	89512341	89512559	0.413328	4	88610001	91075000	117.8394042	CG_TEO_MZ_Hypo_DMR_sweep
4	89813861	89814180	0.530614	4	88610001	91075000	117.8394042	CG_TEO_MZ_Hypo_DMR_sweep
4	90420384	90420798	0.411326	4	88610001	91075000	117.8394042	CG_TEO_MZ_Hypo_DMR_sweep
4	92342798	92342997	0.531384	4	91715001	92845000	130.9796512	CG_TEO_MZ_Hypo_DMR_sweep
4	93176367	93176782	0.842871	4	93165001	93260000	63.65640791	CG_TEO_MZ_Hypo_DMR_sweep
4	93702057	93702181	0.809822	4	93685001	93850000	82.56006231	CG_TEO_MZ_Hypo_DMR_sweep
4	94141940	94142637	0.844447	4	94135001	94190000	72.13164736	CG_TEO_MZ_Hypo_DMR_sweep
4	98939711	98940020	0.481917	4	97645001	100290000	157.0532889	CG_TEO_MZ_Hypo_DMR_sweep
4	99889086	99889486	0.580617	4	97645001	100290000	157.0532889	CG_TEO_MZ_Hypo_DMR_sweep
4	101078882	101079265	0.632808	4	100410001	101180000	143.8117678	CG_TEO_MZ_Hypo_DMR_sweep
4	101080364	101080573	0.723951	4	100410001	101180000	143.8117678	CG_TEO_MZ_Hypo_DMR_sweep
4	101099233	101099827	0.420358	4	100410001	101180000	143.8117678	CG_TEO_MZ_Hypo_DMR_sweep
4	101147221	101147783	0.855097	4	100410001	101180000	143.8117678	CG_TEO_MZ_Hypo_DMR_sweep
4	101149107	101150333	0.496983	4	100410001	101180000	143.8117678	CG_TEO_MZ_Hypo_DMR_sweep
4	101157502	101157718	0.782126	4	100410001	101180000	143.8117678	CG_TEO_MZ_Hypo_DMR_sweep
4	101159287	101159754	0.589772	4	100410001	101180000	143.8117678	CG_TEO_MZ_Hypo_DMR_sweep
4	102622252	102622524	0.411387	4	102115001	103130000	157.7559549	CG_TEO_MZ_Hypo_DMR_sweep
4	102884155	102884676	0.550393	4	102115001	103130000	157.7559549	CG_TEO_MZ_Hypo_DMR_sweep
4	103197429	103198327	0.646326	4	103195001	104635000	167.3981375	CG_TEO_MZ_Hypo_DMR_sweep
4	103433573	103434763	0.498353	4	103195001	104635000	167.3981375	CG_TEO_MZ_Hypo_DMR_sweep
4	103848982	103849491	0.84509	4	103195001	104635000	167.3981375	CG_TEO_MZ_Hypo_DMR_sweep
4	105589162	105589296	0.483449	4	105420001	105620000	133.1286173	CG_TEO_MZ_Hypo_DMR_sweep
4	106782184	106782567	0.559271	4	106605001	106830000	144.1143549	CG_TEO_MZ_Hypo_DMR_sweep
4	106782881	106783149	0.498026	4	106605001	106830000	144.1143549	CG_TEO_MZ_Hypo_DMR_sweep
4	111365429	111366089	0.701157	4	110600001	112610000	174.0385224	CG_TEO_MZ_Hypo_DMR_sweep
4	111845859	111846903	0.42162	4	110600001	112610000	174.0385224	CG_TEO_MZ_Hypo_DMR_sweep
4	112073562	112073930	0.771619	4	110600001	112610000	174.0385224	CG_TEO_MZ_Hypo_DMR_sweep
4	112126560	112127161	0.806519	4	110600001	112610000	174.0385224	CG_TEO_MZ_Hypo_DMR_sweep
4	112578932	112579385	0.871607	4	110600001	112610000	174.0385224	CG_TEO_MZ_Hypo_DMR_sweep
4	112943120	112943257	0.445963	4	112660001	113445000	120.604842	CG_TEO_MZ_Hypo_DMR_sweep
4	113078415	113078876	0.753305	4	112660001	113445000	120.604842	CG_TEO_MZ_Hypo_DMR_sweep
4	113719997	113720470	0.457035	4	113595001	114310000	107.4728946	CG_TEO_MZ_Hypo_DMR_sweep
4	117190586	117190850	0.415342	4	116945001	117410000	81.96142812	CG_TEO_MZ_Hypo_DMR_sweep
4	117197228	117197929	0.584145	4	116945001	117410000	81.96142812	CG_TEO_MZ_Hypo_DMR_sweep
4	117917655	117918763	0.544082	4	117600001	118360000	150.425658	CG_TEO_MZ_Hypo_DMR_sweep
4	118081782	118082024	0.585718	4	117600001	118360000	150.425658	CG_TEO_MZ_Hypo_DMR_sweep
4	118650056	118650664	0.915965	4	118510001	118680000	62.23599597	CG_TEO_MZ_Hypo_DMR_sweep
4	120145040	120145124	0.763234	4	119790001	120435000	94.4493842	CG_TEO_MZ_Hypo_DMR_sweep
4	121001046	121001958	0.441747	4	120545001	121900000	108.061251	CG_TEO_MZ_Hypo_DMR_sweep
4	121060936	121061388	0.440472	4	120545001	121900000	108.061251	CG_TEO_MZ_Hypo_DMR_sweep
4	179290757	179290961	0.412695	4	179235001	179455000	110.7109864	CG_TEO_MZ_Hypo_DMR_sweep
4	209506998	209507207	0.77689	4	209485001	209545000	68.73840323	CG_TEO_MZ_Hypo_DMR_sweep
4	225047850	225048234	0.402091	4	224925001	225130000	68.22760199	CG_TEO_MZ_Hypo_DMR_sweep
4	232198975	232199663	0.500483	4	232150001	232260000	129.6855937	CG_TEO_MZ_Hypo_DMR_sweep
5	29697527	29697749	0.835483	5	29570001	30150000	89.95985599	CG_TEO_MZ_Hypo_DMR_sweep
5	29774834	29775042	0.550071	5	29570001	30150000	89.95985599	CG_TEO_MZ_Hypo_DMR_sweep
5	29974866	29975224	0.507381	5	29570001	30150000	89.95985599	CG_TEO_MZ_Hypo_DMR_sweep
5	29985778	29986386	0.466085	5	29570001	30150000	89.95985599	CG_TEO_MZ_Hypo_DMR_sweep
5	30126506	30127241	0.510571	5	29570001	30150000	89.95985599	CG_TEO_MZ_Hypo_DMR_sweep
5	45878484	45881210	0.40664	5	44995001	46515000	122.3253008	CG_TEO_MZ_Hypo_DMR_sweep
5	47996540	47997087	0.487758	5	47580001	48290000	110.5745085	CG_TEO_MZ_Hypo_DMR_sweep
5	54302860	54303000	0.642816	5	54080001	54405000	71.35221334	CG_TEO_MZ_Hypo_DMR_sweep
5	61642078	61642397	0.55652	5	61555001	61835000	161.4703623	CG_TEO_MZ_Hypo_DMR_sweep
5	69843282	69843512	0.884392	5	69815001	70350000	110.0895537	CG_TEO_MZ_Hypo_DMR_sweep
5	69979893	69980497	0.584294	5	69815001	70350000	110.0895537	CG_TEO_MZ_Hypo_DMR_sweep
5	76284709	76285429	0.901548	5	75750001	76325000	84.46732335	CG_TEO_MZ_Hypo_DMR_sweep
5	79871975	79872414	0.658943	5	79815001	79880000	69.80590718	CG_TEO_MZ_Hypo_DMR_sweep
5	81214511	81214916	0.540591	5	80955001	81425000	93.42820121	CG_TEO_MZ_Hypo_DMR_sweep
5	99113967	99114301	0.88764	5	98945001	99925000	108.4076382	CG_TEO_MZ_Hypo_DMR_sweep
5	99775651	99776002	0.51621	5	98945001	99925000	108.4076382	CG_TEO_MZ_Hypo_DMR_sweep
5	99807614	99807947	0.576882	5	98945001	99925000	108.4076382	CG_TEO_MZ_Hypo_DMR_sweep
5	104479061	104479248	0.669983	5	104190001	105055000	81.0385394	CG_TEO_MZ_Hypo_DMR_sweep
5	104484993	104485132	0.894173	5	104190001	105055000	81.0385394	CG_TEO_MZ_Hypo_DMR_sweep
5	107851683	107852237	0.533109	5	107115001	108365000	101.9503339	CG_TEO_MZ_Hypo_DMR_sweep
5	108644530	108644902	0.724999	5	108600001	113150000	150.6254562	CG_TEO_MZ_Hypo_DMR_sweep
5	109304179	109304499	0.8486	5	108600001	113150000	150.6254562	CG_TEO_MZ_Hypo_DMR_sweep
5	112861239	112861526	0.573204	5	108600001	113150000	150.6254562	CG_TEO_MZ_Hypo_DMR_sweep
5	114207334	114208106	0.552573	5	114155001	114810000	167.137598	CG_TEO_MZ_Hypo_DMR_sweep
5	118697542	118698084	0.484296	5	118605001	119175000	117.6675007	CG_TEO_MZ_Hypo_DMR_sweep
5	118698497	118698812	0.530824	5	118605001	119175000	117.6675007	CG_TEO_MZ_Hypo_DMR_sweep
5	120979726	120980069	0.513378	5	120720001	121060000	85.42443509	CG_TEO_MZ_Hypo_DMR_sweep
5	123320757	123321435	0.849161	5	122640001	123565000	121.9122337	CG_TEO_MZ_Hypo_DMR_sweep
5	125455017	125455473	0.852846	5	125335001	125600000	119.3647809	CG_TEO_MZ_Hypo_DMR_sweep
5	127123158	127123296	0.576987	5	126500001	127305000	103.3208682	CG_TEO_MZ_Hypo_DMR_sweep
5	151775416	151775596	0.433009	5	151755001	152495000	128.2714916	CG_TEO_MZ_Hypo_DMR_sweep
5	152440333	152441279	0.522888	5	151755001	152495000	128.2714916	CG_TEO_MZ_Hypo_DMR_sweep
5	152442163	152442400	0.414553	5	151755001	152495000	128.2714916	CG_TEO_MZ_Hypo_DMR_sweep
5	152447892	152448423	0.486063	5	151755001	152495000	128.2714916	CG_TEO_MZ_Hypo_DMR_sweep
5	152846266	152846529	0.766517	5	152730001	153455000	105.3287432	CG_TEO_MZ_Hypo_DMR_sweep
5	160391627	160392227	0.588765	5	160390001	160725000	90.12289268	CG_TEO_MZ_Hypo_DMR_sweep
5	189750310	189751616	0.715533	5	189535001	190015000	97.44630263	CG_TEO_MZ_Hypo_DMR_sweep
6	863271	864094	0.509546	6	850001	1005000	72.92365029	CG_TEO_MZ_Hypo_DMR_sweep
6	17741233	17741477	0.432837	6	17660001	17795000	76.66746702	CG_TEO_MZ_Hypo_DMR_sweep
6	42203310	42203866	0.530839	6	42140001	42395000	74.45003039	CG_TEO_MZ_Hypo_DMR_sweep
6	50116102	50116261	0.786186	6	48405001	50760000	173.87295	CG_TEO_MZ_Hypo_DMR_sweep
6	50123075	50123276	0.841898	6	48405001	50760000	173.87295	CG_TEO_MZ_Hypo_DMR_sweep
6	50335847	50336321	0.434379	6	48405001	50760000	173.87295	CG_TEO_MZ_Hypo_DMR_sweep
6	52292067	52292569	0.741168	6	51290001	52415000	150.7785615	CG_TEO_MZ_Hypo_DMR_sweep
6	55607262	55607549	0.657975	6	55595001	55700000	81.75097008	CG_TEO_MZ_Hypo_DMR_sweep
6	64323956	64324237	0.504411	6	64145001	64340000	83.65555921	CG_TEO_MZ_Hypo_DMR_sweep
6	113551364	113551512	0.610697	6	113075001	113570000	110.1091014	CG_TEO_MZ_Hypo_DMR_sweep
6	130782513	130782666	0.47047	6	130605001	131350000	100.0900154	CG_TEO_MZ_Hypo_DMR_sweep
6	138207645	138207729	0.635301	6	138195001	138320000	78.15342692	CG_TEO_MZ_Hypo_DMR_sweep
6	156815422	156815793	0.578167	6	156740001	156820000	80.18144018	CG_TEO_MZ_Hypo_DMR_sweep
6	170662359	170662580	0.443525	6	170545001	170805000	83.83107484	CG_TEO_MZ_Hypo_DMR_sweep
7	39338523	39338727	0.697844	7	38975001	39410000	79.59737029	CG_TEO_MZ_Hypo_DMR_sweep
7	39340715	39340894	0.585909	7	38975001	39410000	79.59737029	CG_TEO_MZ_Hypo_DMR_sweep
7	49768024	49768435	0.655162	7	49550001	51335000	140.9609453	CG_TEO_MZ_Hypo_DMR_sweep
7	50026786	50027060	0.790919	7	49550001	51335000	140.9609453	CG_TEO_MZ_Hypo_DMR_sweep
7	50140784	50141289	0.436135	7	49550001	51335000	140.9609453	CG_TEO_MZ_Hypo_DMR_sweep
7	50318908	50320143	0.606142	7	49550001	51335000	140.9609453	CG_TEO_MZ_Hypo_DMR_sweep
7	51105553	51106638	0.474278	7	49550001	51335000	140.9609453	CG_TEO_MZ_Hypo_DMR_sweep
7	51137487	51138004	0.432385	7	49550001	51335000	140.9609453	CG_TEO_MZ_Hypo_DMR_sweep
7	54886719	54886966	0.455559	7	54265001	58560000	189.8524624	CG_TEO_MZ_Hypo_DMR_sweep
7	55355583	55355851	0.611183	7	54265001	58560000	189.8524624	CG_TEO_MZ_Hypo_DMR_sweep
7	56703518	56703675	0.88991	7	54265001	58560000	189.8524624	CG_TEO_MZ_Hypo_DMR_sweep
7	58458786	58459135	0.608271	7	54265001	58560000	189.8524624	CG_TEO_MZ_Hypo_DMR_sweep
7	59493088	59493314	0.412623	7	58790001	68335000	178.9359391	CG_TEO_MZ_Hypo_DMR_sweep
7	62534966	62535214	0.563574	7	58790001	68335000	178.9359391	CG_TEO_MZ_Hypo_DMR_sweep
7	63016976	63018207	0.576527	7	58790001	68335000	178.9359391	CG_TEO_MZ_Hypo_DMR_sweep
7	63208178	63208301	0.58615	7	58790001	68335000	178.9359391	CG_TEO_MZ_Hypo_DMR_sweep
7	65559605	65560060	0.490556	7	58790001	68335000	178.9359391	CG_TEO_MZ_Hypo_DMR_sweep
7	67411637	67411892	0.51712	7	58790001	68335000	178.9359391	CG_TEO_MZ_Hypo_DMR_sweep
7	69494573	69494822	0.633676	7	68710001	70140000	132.5262101	CG_TEO_MZ_Hypo_DMR_sweep
7	73117395	73117982	0.590309	7	71775001	73660000	141.1936715	CG_TEO_MZ_Hypo_DMR_sweep
7	73961204	73961490	0.821978	7	73815001	74435000	78.61710245	CG_TEO_MZ_Hypo_DMR_sweep
7	73977529	73977896	0.8269	7	73815001	74435000	78.61710245	CG_TEO_MZ_Hypo_DMR_sweep
7	75744007	75744413	0.510825	7	74635001	76000000	90.23136518	CG_TEO_MZ_Hypo_DMR_sweep
7	76621844	76622006	0.414804	7	76095001	76660000	90.97385581	CG_TEO_MZ_Hypo_DMR_sweep
7	81246297	81246628	0.566848	7	80930001	81515000	84.28318444	CG_TEO_MZ_Hypo_DMR_sweep
7	81364467	81364693	0.628848	7	80930001	81515000	84.28318444	CG_TEO_MZ_Hypo_DMR_sweep
7	91839694	91839898	0.914078	7	91750001	91890000	80.05798908	CG_TEO_MZ_Hypo_DMR_sweep
7	96334654	96334912	0.623918	7	95805001	96615000	175.5934373	CG_TEO_MZ_Hypo_DMR_sweep
7	127260206	127260661	0.751383	7	127185001	127305000	65.64194584	CG_TEO_MZ_Hypo_DMR_sweep
7	181813708	181813884	0.842274	7	181775001	182035000	61.69555802	CG_TEO_MZ_Hypo_DMR_sweep
7	181987717	181987978	0.578556	7	181775001	182035000	61.69555802	CG_TEO_MZ_Hypo_DMR_sweep
8	31656844	31657496	0.85469	8	30970001	31725000	110.4487585	CG_TEO_MZ_Hypo_DMR_sweep
8	39632873	39633304	0.48675	8	39625001	39710000	71.85210298	CG_TEO_MZ_Hypo_DMR_sweep
8	44267789	44267962	0.785533	8	42490001	44435000	153.5160025	CG_TEO_MZ_Hypo_DMR_sweep
8	57885096	57885243	0.629124	8	57795001	57900000	67.90168213	CG_TEO_MZ_Hypo_DMR_sweep
8	60115652	60116054	0.842961	8	60115001	60295000	86.15304685	CG_TEO_MZ_Hypo_DMR_sweep
8	61603681	61604514	0.522238	8	61465001	61640000	78.98098134	CG_TEO_MZ_Hypo_DMR_sweep
8	71195800	71196175	0.520292	8	70845001	71640000	142.5570072	CG_TEO_MZ_Hypo_DMR_sweep
8	71203529	71203811	0.62846	8	70845001	71640000	142.5570072	CG_TEO_MZ_Hypo_DMR_sweep
8	75591864	75592171	0.449653	8	75440001	75875000	106.4958885	CG_TEO_MZ_Hypo_DMR_sweep
8	98058211	98058530	0.921229	8	98015001	99060000	195.3300202	CG_TEO_MZ_Hypo_DMR_sweep
8	98626742	98627020	0.412759	8	98015001	99060000	195.3300202	CG_TEO_MZ_Hypo_DMR_sweep
8	98628362	98628575	0.87114	8	98015001	99060000	195.3300202	CG_TEO_MZ_Hypo_DMR_sweep
8	98909068	98909486	0.449699	8	98015001	99060000	195.3300202	CG_TEO_MZ_Hypo_DMR_sweep
8	98909825	98910004	0.410752	8	98015001	99060000	195.3300202	CG_TEO_MZ_Hypo_DMR_sweep
8	98926917	98927611	0.677372	8	98015001	99060000	195.3300202	CG_TEO_MZ_Hypo_DMR_sweep
8	99369624	99369921	0.479698	8	99290001	100315000	151.1512483	CG_TEO_MZ_Hypo_DMR_sweep
8	99681322	99681802	0.725267	8	99290001	100315000	151.1512483	CG_TEO_MZ_Hypo_DMR_sweep
8	99808111	99808270	0.623483	8	99290001	100315000	151.1512483	CG_TEO_MZ_Hypo_DMR_sweep
8	100003231	100003382	0.877613	8	99290001	100315000	151.1512483	CG_TEO_MZ_Hypo_DMR_sweep
8	100006962	100007237	0.493098	8	99290001	100315000	151.1512483	CG_TEO_MZ_Hypo_DMR_sweep
8	101390404	101390662	0.611593	8	101175001	102790000	174.4757179	CG_TEO_MZ_Hypo_DMR_sweep
8	102409725	102409893	0.436911	8	101175001	102790000	174.4757179	CG_TEO_MZ_Hypo_DMR_sweep
8	107234321	107234526	0.404662	8	107180001	107255000	69.1038839	CG_TEO_MZ_Hypo_DMR_sweep
8	148354023	148354253	0.887019	8	148140001	148420000	80.0460905	CG_TEO_MZ_Hypo_DMR_sweep
9	17829492	17830050	0.891273	9	17780001	17960000	147.1861211	CG_TEO_MZ_Hypo_DMR_sweep
9	17847814	17848372	0.897637	9	17780001	17960000	147.1861211	CG_TEO_MZ_Hypo_DMR_sweep
9	21285176	21285707	0.520891	9	21240001	21560000	117.8754764	CG_TEO_MZ_Hypo_DMR_sweep
9	36416058	36416342	0.650326	9	36305001	36620000	76.2999152	CG_TEO_MZ_Hypo_DMR_sweep
9	36520484	36521559	0.850838	9	36305001	36620000	76.2999152	CG_TEO_MZ_Hypo_DMR_sweep
9	54269943	54270534	0.475854	9	54270001	54830000	85.91098254	CG_TEO_MZ_Hypo_DMR_sweep
9	55851413	55851651	0.811893	9	55295001	56625000	96.58124309	CG_TEO_MZ_Hypo_DMR_sweep
9	58267357	58267594	0.693547	9	58095001	58405000	98.17520799	CG_TEO_MZ_Hypo_DMR_sweep
9	58962857	58963747	0.76093	9	58580001	61495000	127.8064748	CG_TEO_MZ_Hypo_DMR_sweep
9	59070326	59070422	0.412088	9	58580001	61495000	127.8064748	CG_TEO_MZ_Hypo_DMR_sweep
9	60936517	60936664	0.588236	9	58580001	61495000	127.8064748	CG_TEO_MZ_Hypo_DMR_sweep
9	67112922	67113668	0.487377	9	66985001	67635000	109.5602849	CG_TEO_MZ_Hypo_DMR_sweep
9	79547484	79547622	0.727872	9	79115001	79565000	108.8708499	CG_TEO_MZ_Hypo_DMR_sweep
9	104245509	104245786	0.869348	9	104085001	104275000	87.09097755	CG_TEO_MZ_Hypo_DMR_sweep
9	137785508	137785618	0.901768	9	137480001	137805000	387.2621817	CG_TEO_MZ_Hypo_DMR_sweep
