Chr	Start	End	Gdist
1	31700000	31800000	0.174564452792186
1	31800000	31900000	0.17471027834015
1	31900000	3.2e+07	0.174856103888114
1	3.2e+07	32100000	0.175001929436078
1	32100000	32200000	0.175147754984042
1	32200000	32300000	0.175293580532006
1	32300000	32400000	0.17543940607997
1	32400000	32500000	0.175585231627934
1	32500000	32600000	0.175731057175898
1	32600000	32700000	0.175876882723862
1	32700000	32800000	0.176022708271826
1	32800000	32900000	0.17616853381979
1	32900000	3.3e+07	0.176314359367754
1	3.3e+07	33100000	0.176460184915718
1	33100000	33200000	0.176606010463682
1	33200000	33300000	0.177128370457469
1	33300000	33400000	0.177650730451256
1	33400000	33500000	0.178173090445043
1	33500000	33600000	0.17869545043883
1	33600000	33700000	0.179217810432616
1	33700000	33800000	0.179740170426403
1	33800000	33900000	0.18026253042019
1	33900000	3.4e+07	0.180784890413977
1	3.4e+07	34100000	0.181307250407764
1	34100000	34200000	0.18182961040155
1	34200000	34300000	0.182351970395337
1	34300000	34400000	0.182874330389124
1	34400000	34500000	0.183396690382911
1	34500000	34600000	0.183919050376698
1	34600000	34700000	0.184441410370484
1	34700000	34800000	0.184963770364271
1	34800000	34900000	0.185486130358058
1	34900000	3.5e+07	0.186008490351845
1	3.5e+07	35100000	0.186530850345632
1	35100000	35200000	0.187053210339418
1	35200000	35300000	0.187575570333205
1	35300000	35400000	0.188097930326992
1	35400000	35500000	0.188620290320779
1	35500000	35600000	0.189142650314566
1	35600000	35700000	0.189665010308352
1	35700000	35800000	0.190187370302139
1	35800000	35900000	0.190709730295926
1	35900000	3.6e+07	0.191232090289713
1	3.6e+07	36100000	0.1917544502835
1	36100000	36200000	0.192276810277286
1	36200000	36300000	0.192415751832664
1	36300000	36400000	0.192554693388043
1	36400000	36500000	0.192693634943421
1	36500000	36600000	0.192832576498799
1	36600000	36700000	0.192971518054177
1	36700000	36800000	0.193110459609555
1	36800000	36900000	0.193249401164933
1	36900000	3.7e+07	0.193388342720311
1	3.7e+07	37100000	0.193527284275689
1	37100000	37200000	0.193666225831067
1	37200000	37300000	0.193805167386445
1	37300000	37400000	0.193944108941824
1	37400000	37500000	0.194083050497202
1	37500000	37600000	0.19422199205258
1	37600000	37700000	0.194360933607958
1	37700000	37800000	0.194499875163336
1	37800000	37900000	0.194638816718714
1	37900000	3.8e+07	0.194777758274092
1	3.8e+07	38100000	0.19491669982947
1	38100000	38200000	0.195055641384848
1	38200000	38300000	0.195194582940226
1	38300000	38400000	0.195333524495605
1	38400000	38500000	0.195472466050983
1	38500000	38600000	0.195611407606361
1	38600000	38700000	0.195750349161739
1	38700000	38800000	0.195889290717117
1	38800000	38900000	0.196028232272495
1	38900000	3.9e+07	0.196167173827873
1	3.9e+07	39100000	0.196306115383251
1	39100000	39200000	0.196445056938629
1	39200000	39300000	0.195890146706292
1	39300000	39400000	0.195335236473955
1	39400000	39500000	0.194780326241618
1	39500000	39600000	0.194225416009281
1	39600000	39700000	0.193670505776944
1	39700000	39800000	0.193115595544607
1	39800000	39900000	0.19256068531227
1	39900000	4e+07	0.192005775079934
1	4e+07	40100000	0.191450864847597
1	40100000	40200000	0.19089595461526
1	40200000	40300000	0.190341044382923
1	40300000	40400000	0.189786134150586
1	40400000	40500000	0.189231223918249
1	40500000	40600000	0.188676313685912
1	40600000	40700000	0.188121403453575
1	40700000	40800000	0.187566493221238
1	40800000	40900000	0.187011582988901
1	40900000	4.1e+07	0.186456672756564
1	4.1e+07	41100000	0.185901762524227
1	41100000	41200000	0.18534685229189
1	41200000	41300000	0.184791942059553
1	41300000	41400000	0.184237031827216
1	41400000	41500000	0.183682121594879
1	41500000	41600000	0.183127211362542
1	41600000	41700000	0.182572301130205
1	41700000	41800000	0.182017390897868
1	41800000	41900000	0.181462480665531
1	41900000	4.2e+07	0.180907570433194
1	4.2e+07	42100000	0.180352660200857
1	42100000	42200000	0.17979774996852
1	42200000	42300000	0.179145961708313
1	42300000	42400000	0.178494173448106
1	42400000	42500000	0.177842385187899
1	42500000	42600000	0.177190596927692
1	42600000	42700000	0.176538808667485
1	42700000	42800000	0.175887020407278
1	42800000	42900000	0.175235232147071
1	42900000	4.3e+07	0.174583443886864
1	4.3e+07	43100000	0.173931655626657
1	43100000	43200000	0.17327986736645
1	43200000	43300000	0.172628079106243
1	43300000	43400000	0.171976290846036
1	43400000	43500000	0.171324502585829
1	43500000	43600000	0.170672714325622
1	43600000	43700000	0.170020926065415
1	43700000	43800000	0.169369137805208
1	43800000	43900000	0.168717349545001
1	43900000	4.4e+07	0.168065561284794
1	4.4e+07	44100000	0.167413773024587
1	44100000	44200000	0.16676198476438
1	44200000	44300000	0.166110196504173
1	44300000	44400000	0.165458408243966
1	44400000	44500000	0.164806619983759
1	44500000	44600000	0.164154831723552
1	44600000	44700000	0.163503043463345
1	44700000	44800000	0.162851255203138
1	44800000	44900000	0.162199466942931
1	44900000	4.5e+07	0.161547678682724
1	4.5e+07	45100000	0.160895890422517
1	45100000	45200000	0.16024410216231
1	45200000	45300000	0.160208637600363
1	45300000	45400000	0.160173173038417
1	45400000	45500000	0.16013770847647
1	45500000	45600000	0.160102243914523
1	45600000	45700000	0.160066779352576
1	45700000	45800000	0.16003131479063
1	45800000	45900000	0.159995850228683
1	45900000	4.6e+07	0.159960385666736
1	4.6e+07	46100000	0.159924921104789
1	46100000	46200000	0.159889456542843
1	46200000	46300000	0.159853991980896
1	46300000	46400000	0.159818527418949
1	46400000	46500000	0.159783062857003
1	46500000	46600000	0.159747598295056
1	46600000	46700000	0.159712133733109
1	46700000	46800000	0.159676669171162
1	46800000	46900000	0.159641204609216
1	46900000	4.7e+07	0.159605740047269
1	4.7e+07	47100000	0.159570275485322
1	47100000	47200000	0.159534810923375
1	47200000	47300000	0.159499346361429
1	47300000	47400000	0.159463881799482
1	47400000	47500000	0.159428417237535
1	47500000	47600000	0.159392952675588
1	47600000	47700000	0.159357488113642
1	47700000	47800000	0.159322023551695
1	47800000	47900000	0.159286558989748
1	47900000	4.8e+07	0.159251094427801
1	4.8e+07	48100000	0.159215629865855
1	48100000	48200000	0.159180165303908
1	48200000	48300000	0.159666681344709
1	48300000	48400000	0.160153197385511
1	48400000	48500000	0.160639713426313
1	48500000	48600000	0.161126229467114
1	48600000	48700000	0.161612745507916
1	48700000	48800000	0.162099261548717
1	48800000	48900000	0.162585777589519
1	48900000	4.9e+07	0.16307229363032
1	4.9e+07	49100000	0.163558809671122
1	49100000	49200000	0.164045325711923
1	49200000	49300000	0.164531841752725
1	49300000	49400000	0.165018357793526
1	49400000	49500000	0.165504873834328
1	49500000	49600000	0.165991389875129
1	49600000	49700000	0.166477905915931
1	49700000	49800000	0.166964421956732
1	49800000	49900000	0.167450937997534
1	49900000	5e+07	0.167937454038335
1	5e+07	50100000	0.168423970079137
1	50100000	50200000	0.168910486119938
1	50200000	50300000	0.16939700216074
1	50300000	50400000	0.169883518201541
1	50400000	50500000	0.170370034242343
1	50500000	50600000	0.170856550283144
1	50600000	50700000	0.171343066323946
1	50700000	50800000	0.171829582364747
1	50800000	50900000	0.172316098405549
1	50900000	5.1e+07	0.172802614446351
1	5.1e+07	51100000	0.173289130487152
1	51100000	51200000	0.173775646527954
1	51200000	51300000	0.173109857154819
1	51300000	51400000	0.172444067781684
1	51400000	51500000	0.171778278408549
1	51500000	51600000	0.171112489035414
1	51600000	51700000	0.170446699662279
1	51700000	51800000	0.169780910289144
1	51800000	51900000	0.169115120916009
1	51900000	5.2e+07	0.168449331542874
1	5.2e+07	52100000	0.167783542169739
1	52100000	52200000	0.167117752796604
1	52200000	52300000	0.166451963423469
1	52300000	52400000	0.165786174050334
1	52400000	52500000	0.165120384677199
1	52500000	52600000	0.164454595304064
1	52600000	52700000	0.163788805930929
1	52700000	52800000	0.163123016557795
1	52800000	52900000	0.16245722718466
1	52900000	5.3e+07	0.161791437811525
1	5.3e+07	53100000	0.16112564843839
1	53100000	53200000	0.160459859065255
1	53200000	53300000	0.15979406969212
1	53300000	53400000	0.159128280318985
1	53400000	53500000	0.15846249094585
1	53500000	53600000	0.157796701572715
1	53600000	53700000	0.15713091219958
1	53700000	53800000	0.156465122826445
1	53800000	53900000	0.15579933345331
1	53900000	5.4e+07	0.155133544080175
1	5.4e+07	54100000	0.15446775470704
1	54100000	54200000	0.153801965333905
1	54200000	54300000	0.153078028559095
1	54300000	54400000	0.152354091784284
1	54400000	54500000	0.151630155009474
1	54500000	54600000	0.150906218234664
1	54600000	54700000	0.150182281459853
1	54700000	54800000	0.149458344685043
1	54800000	54900000	0.148734407910232
1	54900000	5.5e+07	0.148010471135422
1	5.5e+07	55100000	0.147286534360611
1	55100000	55200000	0.146562597585801
1	55200000	55300000	0.14583866081099
1	55300000	55400000	0.14511472403618
1	55400000	55500000	0.14439078726137
1	55500000	55600000	0.143666850486559
1	55600000	55700000	0.142942913711749
1	55700000	55800000	0.142218976936938
1	55800000	55900000	0.141495040162128
1	55900000	5.6e+07	0.140771103387317
1	5.6e+07	56100000	0.140047166612507
1	56100000	56200000	0.139323229837696
1	56200000	56300000	0.138599293062886
1	56300000	56400000	0.137875356288076
1	56400000	56500000	0.137151419513265
1	56500000	56600000	0.136427482738455
1	56600000	56700000	0.135703545963644
1	56700000	56800000	0.134979609188834
1	56800000	56900000	0.134255672414023
1	56900000	5.7e+07	0.133531735639213
1	5.7e+07	57100000	0.132807798864403
1	57100000	57200000	0.132083862089592
1	57200000	57300000	0.130214803821038
1	57300000	57400000	0.128345745552485
1	57400000	57500000	0.126476687283931
1	57500000	57600000	0.124607629015378
1	57600000	57700000	0.122738570746824
1	57700000	57800000	0.120869512478271
1	57800000	57900000	0.119000454209717
1	57900000	5.8e+07	0.117131395941163
1	5.8e+07	58100000	0.11526233767261
1	58100000	58200000	0.113393279404056
1	58200000	58300000	0.111524221135503
1	58300000	58400000	0.109655162866949
1	58400000	58500000	0.107786104598395
1	58500000	58600000	0.105917046329842
1	58600000	58700000	0.104047988061288
1	58700000	58800000	0.102178929792735
1	58800000	58900000	0.100309871524181
1	58900000	5.9e+07	0.0984408132556275
1	5.9e+07	59100000	0.096571754987074
1	59100000	59200000	0.0947026967185204
1	59200000	59300000	0.0928336384499668
1	59300000	59400000	0.0909645801814132
1	59400000	59500000	0.0890955219128596
1	59500000	59600000	0.087226463644306
1	59600000	59700000	0.0853574053757524
1	59700000	59800000	0.0834883471071989
1	59800000	59900000	0.0816192888386453
1	59900000	6e+07	0.0797502305700917
1	6e+07	60100000	0.0778811723015381
1	60100000	60200000	0.0760121140329845
1	60200000	60300000	0.0751408199944926
1	60300000	60400000	0.0742695259560006
1	60400000	60500000	0.0733982319175087
1	60500000	60600000	0.0725269378790167
1	60600000	60700000	0.0716556438405248
1	60700000	60800000	0.0707843498020329
1	60800000	60900000	0.0699130557635409
1	60900000	6.1e+07	0.069041761725049
1	6.1e+07	61100000	0.068170467686557
1	61100000	61200000	0.0672991736480651
1	61200000	61300000	0.0664278796095731
1	61300000	61400000	0.0655565855710812
1	61400000	61500000	0.0646852915325892
1	61500000	61600000	0.0638139974940973
1	61600000	61700000	0.0629427034556053
1	61700000	61800000	0.0620714094171134
1	61800000	61900000	0.0612001153786215
1	61900000	6.2e+07	0.0603288213401295
1	6.2e+07	62100000	0.0594575273016376
1	62100000	62200000	0.0585862332631456
1	62200000	62300000	0.0577149392246537
1	62300000	62400000	0.0568436451861617
1	62400000	62500000	0.0559723511476698
1	62500000	62600000	0.0551010571091778
1	62600000	62700000	0.0542297630706859
1	62700000	62800000	0.0533584690321939
1	62800000	62900000	0.052487174993702
1	62900000	6.3e+07	0.0516158809552101
1	6.3e+07	63100000	0.0507445869167181
1	63100000	63200000	0.0498732928782262
1	63200000	63300000	0.049901899444005
1	63300000	63400000	0.0499305060097838
1	63400000	63500000	0.0499591125755627
1	63500000	63600000	0.0499877191413415
1	63600000	63700000	0.0500163257071204
1	63700000	63800000	0.0500449322728992
1	63800000	63900000	0.050073538838678
1	63900000	6.4e+07	0.0501021454044569
1	6.4e+07	64100000	0.0501307519702357
1	64100000	64200000	0.0501593585360146
1	64200000	64300000	0.0501879651017934
1	64300000	64400000	0.0502165716675722
1	64400000	64500000	0.0502451782333511
1	64500000	64600000	0.0502737847991299
1	64600000	64700000	0.0503023913649087
1	64700000	64800000	0.0503309979306876
1	64800000	64900000	0.0503596044964664
1	64900000	6.5e+07	0.0503882110622453
1	6.5e+07	65100000	0.0504168176280241
1	65100000	65200000	0.0504454241938029
1	65200000	65300000	0.0504740307595818
1	65300000	65400000	0.0505026373253606
1	65400000	65500000	0.0505312438911395
1	65500000	65600000	0.0505598504569183
1	65600000	65700000	0.0505884570226971
1	65700000	65800000	0.050617063588476
1	65800000	65900000	0.0506456701542548
1	65900000	6.6e+07	0.0506742767200337
1	6.6e+07	66100000	0.0507028832858125
1	66100000	66200000	0.0507314898515913
1	66200000	66300000	0.0513621882636436
1	66300000	66400000	0.0519928866756959
1	66400000	66500000	0.0526235850877481
1	66500000	66600000	0.0532542834998004
1	66600000	66700000	0.0538849819118527
1	66700000	66800000	0.0545156803239049
1	66800000	66900000	0.0551463787359572
1	66900000	6.7e+07	0.0557770771480095
1	6.7e+07	67100000	0.0564077755600617
1	67100000	67200000	0.057038473972114
1	67200000	67300000	0.0576691723841662
1	67300000	67400000	0.0582998707962185
1	67400000	67500000	0.0589305692082708
1	67500000	67600000	0.0595612676203231
1	67600000	67700000	0.0601919660323753
1	67700000	67800000	0.0608226644444276
1	67800000	67900000	0.0614533628564798
1	67900000	6.8e+07	0.0620840612685321
1	6.8e+07	68100000	0.0627147596805844
1	68100000	68200000	0.0633454580926366
1	68200000	68300000	0.0639761565046889
1	68300000	68400000	0.0646068549167412
1	68400000	68500000	0.0652375533287934
1	68500000	68600000	0.0658682517408457
1	68600000	68700000	0.066498950152898
1	68700000	68800000	0.0671296485649502
1	68800000	68900000	0.0677603469770025
1	68900000	6.9e+07	0.0683910453890548
1	6.9e+07	69100000	0.069021743801107
1	69100000	69200000	0.0696524422131593
1	69200000	69300000	0.0701292643900034
1	69300000	69400000	0.0706060865668474
1	69400000	69500000	0.0710829087436914
1	69500000	69600000	0.0715597309205355
1	69600000	69700000	0.0720365530973795
1	69700000	69800000	0.0725133752742236
1	69800000	69900000	0.0729901974510676
1	69900000	7e+07	0.0734670196279117
1	7e+07	70100000	0.0739438418047557
1	70100000	70200000	0.0744206639815998
1	70200000	70300000	0.0748974861584438
1	70300000	70400000	0.0753743083352878
1	70400000	70500000	0.0758511305121319
1	70500000	70600000	0.0763279526889759
1	70600000	70700000	0.07680477486582
1	70700000	70800000	0.077281597042664
1	70800000	70900000	0.0777584192195081
1	70900000	7.1e+07	0.0782352413963521
1	7.1e+07	71100000	0.0787120635731962
1	71100000	71200000	0.0791888857500402
1	71200000	71300000	0.0796657079268842
1	71300000	71400000	0.0801425301037283
1	71400000	71500000	0.0806193522805723
1	71500000	71600000	0.0810961744574164
1	71600000	71700000	0.0815729966342604
1	71700000	71800000	0.0820498188111045
1	71800000	71900000	0.0825266409879485
1	71900000	7.2e+07	0.0830034631647926
1	7.2e+07	72100000	0.0834802853416366
1	72100000	72200000	0.0839571075184807
1	72200000	72300000	0.0841286620427192
1	72300000	72400000	0.0843002165669577
1	72400000	72500000	0.0844717710911963
1	72500000	72600000	0.0846433256154348
1	72600000	72700000	0.0848148801396734
1	72700000	72800000	0.0849864346639119
1	72800000	72900000	0.0851579891881504
1	72900000	7.3e+07	0.085329543712389
1	7.3e+07	73100000	0.0855010982366275
1	73100000	73200000	0.085672652760866
1	73200000	73300000	0.0858442072851046
1	73300000	73400000	0.0860157618093431
1	73400000	73500000	0.0861873163335816
1	73500000	73600000	0.0863588708578202
1	73600000	73700000	0.0865304253820587
1	73700000	73800000	0.0867019799062973
1	73800000	73900000	0.0868735344305358
1	73900000	7.4e+07	0.0870450889547743
1	7.4e+07	74100000	0.0872166434790129
1	74100000	74200000	0.0873881980032514
1	74200000	74300000	0.0875597525274899
1	74300000	74400000	0.0877313070517285
1	74400000	74500000	0.087902861575967
1	74500000	74600000	0.0880744161002056
1	74600000	74700000	0.0882459706244441
